DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke,POP,City,LAT,LONG
13.2,35.2,3.4,33.9,33.9,21,10,9.8,5.7,"6,286",AL,34.63148164,-86.75692264
11.9,31.9,5.6,34.9,34.1,17.5,6.2,12.4,5.2,"4,387",AL,34.61275559,86.53295686
11.5,46,11.2,31.1,38.6,24,7,10.1,4.5,"2,244",AL,30.67785042,-88.04885532
10.81,30.47,7.1,34.7,46.1,19.6,6.1,10.6,2.2,"3,463",AL,33.57664564,-86.69655903
14.7,30.47,5.6,37.1,54.2,16.1,4.9,11.9,5.1,"3,288",AL,33.38462648,-86.76064777
8.9,28.7,8.9,37.9,16.7,16,6.3,10.6,1.2,"2,008",AL,32.34070932,-86.33540582
8.3,39.9,6.2,38.2,57,21.6,5.2,14,1.9,"2,744",AL,33.15940103,-87.46040835
6.9,32.7,4.5,31.67,37,10.9,9.4,11.3,5.4,"3,140",AL,32.31528184,-86.177661
24.8,23.3,5.6,24.3,43.6,18.9,9.1,9.6,2.6,6,AL,33.63554146,-86.73694669
7.4,30.47,4.9,41.4,32.5,18.8,10.8,13.3,5.2,732,AL,34.81038039,6.560838667
8.6,30.4,5,37,22.3,26.4,4.1,9.74,4.2,557,AL,30.67637457,-88.22979163
7.9,30.47,8.9,36.6,46.7,17.6,6.3,10.6,2.5,"2,477",AL,33.50522292,-86.90148447
14.9,50.4,7.4,37.6,46.8,25,5.4,12.9,6.2,"3,629",AL,30.66920228,-88.16014688
10.5,52.7,2.9,34.2,31.3,26.1,6.3,12.1,7.4,"3,525",AL,33.21338305,-87.5571352
14.6,46.1,8.4,35.8,34.3,27.7,11.6,11.9,10,"3,411",AL,32.39621251,-86.26615545
10.7,34.7,16.1,29.5,37.7,20.8,9.8,11.1,6.7,103,AL,30.70432698,-88.05214377
10,47.8,6,40.5,34.7,15.8,6.9,8.6,4.6,"6,376",AL,32.34824166,-86.23289568
8.4,28.8,5.6,31.67,33,35,9.8,9.1,4,31,AL,32.3016375,-86.0902647
5.5,29.5,8.4,36.1,52.1,12.6,5.4,9.8,2.3,"3,894",AL,34.65761568,-86.58250084
14.8,30.6,8.7,29.1,38.7,18,9.1,11.5,8,760,AL,34.77415538,-86.54954934
17.9,49.7,7.8,25.6,54.9,21.1,5.6,8.6,4.5,"1,899",AL,30.71425401,-88.18252485
15.3,37,5.6,31.67,43.8,15.5,11.7,12.7,8.3,45,AL,30.5619464,-88.17578565
10.2,28.3,9.2,22.3,29.7,17.97,11.6,15,3.21,"3,495",AL,34.71784062,-86.60623346
10.81,46.2,8.5,28.9,56.5,20.4,6.6,14.2,3.4,"5,039",AL,33.60398846,86.70081234
18.6,26,6.2,32.4,30.3,25.7,5.8,13.9,2.5,"3,425",AL,30.67184916,-88.1996782
10.4,46,5.6,31.67,29.3,29,5.8,13.7,2,5,AL,33.14481133,-87.52931254
8.1,52.4,7.8,38.1,29.3,16,9.6,9.1,6.7,"3,042",AL,33.57943283,-86.72283239
16,43.3,11.1,32,60.1,17.97,5.9,12.6,4.4,114,AL,33.43637868,-86.91289231
7.3,45.1,4.6,21.6,50.8,16.2,6.6,8.8,4.4,218,AL,33.41869377,86.72213184
13.1,43.1,6.5,31.67,56.7,23.9,14.4,10,5.8,"2,857",AL,33.22714684,87.54972173
11.3,40.6,4.2,39.8,52.9,13.9,14.8,11.8,3.3,"3,482",AL,33.48666898,-86.81732628
7.7,26,5.3,39.6,37.2,29.6,6.9,11.7,6.5,"3,082",AL,34.68010749,-86.59529738
9.4,27.4,7.6,33.6,38.2,22,4.5,13.4,2.6,"1,807",AL,34.77522354,-86.63534591
10.81,46.3,9.9,40.3,31.8,17.8,10.9,11,3.7,"4,424",AL,33.44880214,6.887840158
10.81,30.47,8.7,31.67,59.7,17.5,8.8,13.7,4.1,"1,894",AL,33.5532051,-86.74298016
8.3,28.3,9.8,36.2,29.3,15.3,12.9,9.8,2.6,"2,243",AL,32.31521471,-86.37941627
7.9,29.4,8.1,31.67,29.3,24.1,9.5,9.1,3.3,"1,898",AL,32.35405944,-86.39734803
16.9,37.5,5.6,24.1,33.8,17.97,6.3,9.3,3.5,3,AL,34.74577746,-86.77396969
11.2,30.47,10.1,32.2,39.4,26.2,10.4,13.9,5.7,"3,390",AL,33.53729934,-86.80365905
10.81,30.9,6,38.3,27.7,17.97,5.2,13.4,2.6,"1,062",AL,33.655719,-86.70506983
21.3,30.47,11,40.4,30.6,19.5,12.7,14,3.21,"2,203",AL,33.51225811,86.84414399
3.3,39.7,4.9,37.1,47.1,24.7,10.7,9.8,3.1,"4,674",AL,30.69863167,-88.13620017
7.6,32.2,7.8,31.67,22.2,15.5,2.8,14.2,2.2,"2,844",AL,33.20640553,-87.57736918
12.3,34,5.9,39.3,28.8,18.5,10.2,13.5,2.9,"4,946",AL,34.72757497,-86.62865291
20.1,33.7,3.6,32.6,35.8,26.1,11.4,8.8,2.5,603,AL,30.67662003,-88.21882423
21.2,36.6,3.1,31.67,26.4,25.9,9.2,11.9,6.2,"2,778",AL,33.42446588,-86.88414742
10.5,43.8,9.3,34.2,39.7,17.97,4.2,14,6.5,"4,036",AL,34.69154075,-86.57508407
9.5,49.4,6.5,23.1,49.5,12,6.3,9.74,2.2,"3,427",AL,34.69946517,-86.59696238
17,37.8,9.6,35.9,37.7,22.1,6,8.5,3.9,"1,636",AL,30.54382499,88.14913936
10.81,46.3,5.4,38,45.2,18.8,9.1,9.9,0.8,"2,944",AL,33.51199027,-86.7694551
1.4,33.7,3.7,25.3,29.3,9.8,6.9,9.7,3.1,130,AL,33.32873936,-87.55795155
7,31.8,6.6,31.1,41.6,10.9,11.2,13,1.2,"1,975",AL,33.61428615,-86.66919964
25,51.8,4.2,36.7,30.9,15.1,6.3,11.1,6,"4,399",AL,34.77912474,6.573305825
11.2,38.2,3.8,32.8,39.3,25.1,9.5,13.5,2.8,"2,876",AL,33.21680107,-87.51897296
22.4,32.7,5.8,38.8,42.7,19.3,10.8,9.74,4.1,"3,833",AL,30.62677464,-88.19895502
33.1,44.4,12.2,34.4,36.6,15.2,11.6,12,2.8,"2,162",AL,30.71284246,-88.0861101
11.1,34.9,6.2,33.2,53.1,11.6,6.5,14.2,3.9,"1,688",AL,33.61594364,-86.65578925
26.1,44.9,5,20.2,54.1,13.1,8.8,13.1,2.9,144,AL,33.55428164,-87.05446914
8.9,40.6,7.6,38.4,30.5,19.1,4.2,12.9,7.6,"1,819",AL,30.61508871,-88.11661146
8.3,48,7.3,30.2,54.1,22,8,14.2,6.5,"3,629",AL,33.52607483,-86.78303155
10.81,40.5,1.8,41.3,14,23,8.4,11.4,3.21,968,AL,33.42586612,-86.71381936
22.7,46.5,7.5,37.3,48.7,17,7.7,8.7,2.9,"1,627",AL,30.67739454,-88.07349098
11,31.3,6,36.4,53.1,19.2,11,14.3,1.9,"7,478",AL,32.39392049,86.16289405
19.9,34.6,3.4,29.4,28.1,11.9,6.3,13.5,4.1,"4,096",AL,33.19579303,-87.5354837
23.7,35.7,3.7,33.2,33,35.3,10.3,8.6,7,"3,434",AL,33.37149061,-86.81109624
7.2,31,8.9,35.3,41.5,10.5,12.2,12.4,3.1,"1,332",AL,34.68310423,-86.53406627
24.1,31.2,7.7,29,37.9,13,8.5,13.1,3.21,"2,768",AL,30.65555967,-88.15305429
12,30.47,5.1,34.7,31.1,14.6,6.3,11.2,1.7,"3,524",AL,33.42239422,-86.82927262
21.4,48.3,6,29.8,43.2,14.4,6.3,14.6,2.4,"2,882",AL,34.74224547,-86.57311809
11.3,38.4,9.4,34.7,39,17.97,6.5,11.1,7.3,"3,772",AL,33.4953246,-86.85162321
7.8,25.6,12.8,31.67,29.7,23.4,3.5,9.4,4.8,"1,771",AL,32.35873301,-86.31778221
4.6,24.4,3.6,21.7,49.3,24.9,10.6,12.8,1.6,"2,654",AL,34.76363745,-86.75002258
11.8,44.3,9.9,38,41,21.3,5.8,8.7,3.1,410,AL,33.52916049,86.93464764
22.6,27.6,8.6,32,51.6,17.97,7,9.74,5.9,"3,045",AL,30.66686558,-88.06339762
21,46.5,11.7,38.3,48.6,26.1,8.1,12.3,2.4,"1,907",AL,30.72731679,88.11316474
20.7,50.8,7.3,34,51.3,21.7,4.5,10.8,3.6,"4,220",AL,32.3348191,-86.25253073
9,29.8,9.8,38.3,45.8,16.2,8.4,9.3,2,"3,413",AL,33.46986914,-86.8742906
10.81,47.1,6.4,31.67,57.4,26,11.2,8.9,2.3,"2,561",AL,30.6845996,-88.15830754
8.7,39.4,5.5,39.1,27.6,25,10.9,9.3,2.8,"3,924",AL,33.34838995,-86.81944703
15.6,28.7,5,36.4,48.2,17.1,9.2,13.2,7.9,"3,954",AL,33.15946663,-87.49041697
16,30,5.6,31.7,38.7,22.5,6.3,13,3.21,4,AL,34.67865999,86.69424823
14.7,31.7,5.8,35.1,31,15.5,9.6,8.4,3.6,"2,095",AL,34.71193467,-86.58260696
9.4,49.8,3.8,31.67,30.9,19.6,5,9.6,1.4,661,AL,34.7808033,-86.74097179
7.4,30.47,5.2,37.7,22.2,27.3,6.3,11.5,3.3,"2,696",AL,33.40268739,-86.77094507
7.5,34.1,0.6,25.5,39.3,22.4,3.5,13.9,4.1,791,AL,30.69516284,-88.18234678
11.9,49.2,6.9,31.4,46.7,14.5,5,9.7,4.6,"6,224",AL,34.60926246,-86.55538434
10.9,35.1,5.6,23.9,50.4,22.8,9.7,13.3,3.5,6,AL,33.18736504,-87.27029745
24.1,45.1,1.8,16.2,32.1,14.7,8.3,9,3.21,"1,261",AL,33.44394259,-86.72129369
17.8,44.5,5.5,40.3,36.7,27.3,4.2,14.1,4.9,684,AL,33.35063232,-86.77406775
12.8,47.9,4.9,29.9,29.1,18.4,5.8,11.9,8.5,"3,614",AL,32.37223205,-86.20091671
16.5,32,8.6,33.6,29.3,20.2,5.4,11.3,8.5,"3,761",AL,30.66909227,88.09256241
18.1,38.5,9.5,33.6,49.3,14.5,5.3,9.74,3.2,"1,992",AL,34.75471876,-86.61942105
6.5,34.7,8.6,36.5,10.8,9.4,4.7,13.1,3.5,"2,735",AL,33.54282087,-86.75243398
12.2,38.7,2.3,38,44.8,10.3,9.8,11.3,4.4,"2,515",AL,32.38236251,-86.3566609
5.6,47.6,5.2,35.5,38.3,16.8,6.1,13.7,7.4,113,AL,33.50341959,-86.61809834
12.7,49.4,7.3,37.4,56.3,22.3,5.2,11,3.21,"3,186",AL,33.56500159,-86.71010248
19.8,30.1,6.1,42.6,50.4,27.9,9.5,9.7,3.4,"1,174",AL,32.37943082,-86.30804872
12.3,40.8,8.3,34.7,42.7,29.1,11.8,9.7,1.1,"1,621",AL,33.61829244,-86.68014831
21.9,33.6,4,35.1,28.3,18.2,7.8,9.2,3.8,57,AL,33.35336401,-87.54175508
16.2,21.7,7.5,35.8,29.3,21.3,14.3,10.1,3.3,"4,683",AL,33.48476397,6.898139295
11.5,43.2,8.4,28.4,57.3,16.4,13.6,12,8.5,"3,637",AL,33.50596558,-86.87455061
16.4,38.3,7.1,38.5,29.6,26,8,9.4,8.6,"4,091",AL,32.33568952,-86.29078703
8.7,46,5.3,37.5,35.4,29.7,11.3,14.7,7.3,"4,162",AL,33.40198065,-86.85034357
9.6,26.6,7.7,31.67,61.4,13.7,13.9,11.6,7,"2,333",AL,34.76793016,-86.63467835
13.8,48.7,4.2,35.6,53.7,16,10.3,13,4,80,AL,33.12349833,-87.56324587
12,47.7,7.4,35.6,29.9,24,7.2,14,6.5,"3,495",AL,32.35516192,-86.25765782
21.5,27.1,6,40,42.9,20.8,4.6,10.8,7.3,"1,871",AL,34.72731921,-86.56737691
26.1,29.2,3.5,36.2,33.3,14.6,11.9,11.8,7.9,"4,494",AL,32.32839753,-86.14008892
10.8,42.7,5.9,35.9,37.8,27.4,6.6,12.5,3.21,344,AL,30.62395135,-88.21545201
13.8,42,4.1,35.7,44.3,24.8,11.9,9.74,2.5,822,AL,34.65423653,-86.83403931
9.1,29.7,5.6,35.1,43.3,13.1,5.3,12.4,2.8,"5,829",AL,34.60841231,86.57538811
11.7,36.3,5.7,36.1,47.6,22.8,14.2,13,3.9,"1,708",AL,30.69196092,-88.0738103
8.3,32.4,10.6,37.6,46.3,11.7,6.7,10.9,6.5,"3,859",AL,33.54969779,86.83309447
18.1,43.5,5.9,37.2,37.7,25.1,6.3,10.7,3.1,"4,259",AL,30.66875653,88.18081648
9.3,48,7.7,35.4,57,15,8.8,13.2,4.7,"1,915",AL,33.59314019,86.73579305
7.4,48.7,3.6,30.7,21.9,22.9,7.1,13.9,3.3,492,AL,32.35078576,-86.13253864
5.5,42.7,1.9,31.6,29.9,20.1,5.4,11.7,3,"3,769",AL,33.20311352,-87.5527647
11.8,49,10.1,33.4,28.4,15.4,10.1,12.5,6.6,"1,507",AL,33.4945909,-86.83476394
7.3,41,11.1,41.4,30.9,24.4,11.6,13.8,3.5,304,AL,33.59194861,-86.86438407
6.9,30.47,5.6,30.6,56.2,18.1,7.3,9.74,2,23,AL,33.59674419,-87.08793969
23.1,50.4,5,31.5,37.5,11.6,9.3,13.6,2.7,"3,039",AL,33.28952273,-87.49558692
11.7,52.4,8.5,35.8,54.8,15.1,7.2,15.9,1.7,"3,418",AL,30.60325006,-88.09839464
17.7,38.7,3.2,29.7,58.6,14,6.6,11,3.9,"1,528",AL,33.44437094,-86.84053526
16.5,27.4,5.6,37.6,45.6,15.7,7.8,8.3,2.4,16,AL,33.45569958,-86.65202086
22.3,31.1,7.3,40.7,55.2,14,8.1,14.3,4.6,"1,783",AL,33.49899593,-86.86476
8.3,22.7,7,39.3,29.3,23.9,10.7,8.5,3.2,"2,683",AL,30.68103281,-88.13750685
20.4,31.8,11.3,33.7,42.7,18.1,9.5,12.3,3.4,"2,680",AL,33.18858687,-87.56920889
14.9,30.5,8.8,35.9,58.6,18.7,7.8,14.4,3.7,"3,954",AL,34.78304302,-86.58984061
10.81,30.3,10.1,38.8,56.2,26.4,5,13.2,2.4,"2,587",AL,33.48571489,86.83278175
14.3,40.6,7.6,28.4,52.8,21.5,12.3,10.4,9.6,"4,477",AL,30.65477527,-88.17004053
13.9,48.2,10.9,30.7,59.9,14.4,8.9,12.6,2.2,"2,897",AL,30.71213642,-88.07595396
21.9,49.5,7.5,31.5,45.3,22.5,16.3,9.8,5.7,"2,534",AL,34.66137508,-86.56325123
13.7,46,8.4,19.8,30.8,31.4,9.1,9.74,5.9,"2,372",AL,33.46295433,-86.88984066
7.2,45.6,9.3,39.2,54.1,18.5,8.7,8.9,3.8,"4,518",AL,32.33561264,-86.30780247
10,33.9,9.2,37.1,49.6,16.6,11.2,9.3,3.21,"3,189",AL,33.52987273,-86.81971917
23.4,45.7,3.4,39.1,31.7,26.5,11.1,10.5,4.1,"1,058",AL,32.31045491,-86.15495233
13.1,33.8,4.3,30.4,50.2,28.8,7.3,9.74,3.4,"1,385",AL,33.66418938,-86.69561707
16.2,31.6,5.9,35.5,29.3,35.9,6.9,12.4,5.6,"7,828",AL,32.30424732,-86.22407599
17.2,30.47,7.5,46.2,41.6,25.5,10.1,10.2,5.8,"1,844",AL,34.74357584,-86.62105795
6.7,40.6,5.6,39,47.7,24.7,5.2,8.9,3.21,7,AL,33.21949381,-87.6324594
12.1,48.8,6.1,32.1,37.6,29.3,7.5,11.8,1.8,"1,861",AL,33.4989064,-86.78269914
25,38.5,8.2,23.9,47.5,22.3,6.3,8.4,1.1,"5,463",AL,32.37140995,-86.25508472
8.8,31.3,7.2,29.4,39.8,17.2,9.3,9.9,2.7,418,AL,33.54998417,86.89945433
7.6,40.4,10.9,34.8,31.7,17.97,8.7,14.9,2.2,"2,007",AL,30.6524681,88.08533209
13.6,30.47,6.2,29.6,54.7,19,10.6,12.9,3.3,"3,802",AL,33.21421737,-87.49354521
26.3,22.5,7,26.8,38.9,13.6,7.3,9.6,2.4,"2,791",AL,30.71456461,-88.14852912
20.9,40.7,6.2,37.7,29.3,29.1,8.1,10.7,3.2,86,AL,33.49527925,-86.6987185
24.5,32.2,6.2,34.8,42.8,13.3,9.8,12.2,2.3,860,AL,34.74608848,-86.512981
13.5,35.6,7.9,33.9,32.1,15.7,6.8,8.5,6.4,"4,744",AL,34.69080318,-86.6186518
5,40.1,7.8,39.8,57.2,24.1,6,10.1,5.1,952,AL,33.47293849,-86.95473376
10.4,29.7,4.9,33.4,38.9,16.7,5.9,8.7,2.4,242,AL,33.31280463,-86.90050201
8.2,40,6.2,31.67,40,19.5,11.6,11.5,2.7,"4,466",AL,33.19486427,-87.50906608
5.5,26,6.6,37.8,42.9,17,9.8,11.3,7.7,"2,701",AL,33.1932758,-87.58328445
10.2,37.5,9.5,28.5,16.5,28.7,6.2,9.9,4.1,"2,172",AL,30.66819805,-88.07696769
11.9,48.1,9.9,40.5,53.8,10.5,6.3,9.74,4.6,167,AL,34.83899448,-86.65935906
9.4,46.6,1.5,34.5,35.9,13.3,7.8,12.7,2.6,"7,031",AL,33.21234925,-87.53871753
17.4,33.2,9.2,33.6,50.5,22.7,13,13.8,5,"3,740",AL,33.48067088,-86.85086715
11,28.7,9.5,38.6,43.3,30.9,7.9,9.2,5.8,669,AL,30.7890622,88.0305346
21.3,36.7,6.1,37.8,29.3,10.9,10.4,10,3.21,"3,664",AL,30.70067676,-88.16129017
9.2,30.2,7.3,38.2,48.3,19.2,8.8,12.5,7.7,"2,754",AL,32.41695213,-86.2694458
10.81,35.5,4,21.2,34.5,25.7,10,9.74,3.5,"1,652",AL,33.30458726,-86.88724127
18.2,28,8.3,33.8,51.5,16.8,8.8,14.2,4,"4,370",AL,30.64346087,-88.14379685
18.8,44,5.4,26,28.2,11.9,12.1,12.6,3.1,"3,257",AL,33.52138736,-86.74900313
11.4,30.9,5.2,34.1,32.8,16.7,5.2,9.6,3.1,136,AL,32.29578117,-86.13165849
12.1,52.3,5.2,29.2,40.8,26.9,7.2,12.6,4.9,"2,495",AL,32.35762535,-86.20225165
20.2,40.9,6,29.2,37.3,26.8,5.8,8.8,3.8,"2,045",AL,30.68341309,-88.0744007
4.6,35.7,9.8,27.6,40,29.2,12.1,13.6,2.5,"2,446",AL,30.69503233,-88.11408546
16.4,26.1,5.6,20.9,34.1,14,6.8,9,7.7,"2,061",AL,34.74500239,-86.55374518
10.1,52.9,2.8,35.5,29.3,11,8.2,13.6,3.7,699,AL,34.77870377,-86.795488
11.3,38.8,5.6,37.1,51.3,31.3,12.7,13.1,5.6,75,AL,33.23574552,-87.49972197
12.8,29.7,7.4,34.4,50,18,7.7,11.7,2.1,"2,497",AL,32.35133055,-86.30727085
17.6,41.2,8.6,33,36,15.5,11,8.4,3.1,"2,340",AR,34.73842431,-92.31131256
4.7,39.1,9.2,33.8,39.4,22.9,5.3,9.7,2.6,"4,037",AR,35.83588776,90.70575401
10,26.5,4.8,34.3,36,28.8,6.2,11.2,3.2,"6,088",AR,35.80581599,-90.75899277
6.6,35.6,5.5,30.7,40.6,17,5.3,9.1,2.8,"5,876",AR,34.65475391,-92.354793
13.8,28.9,9.4,31.4,34.2,16.3,8.1,8.5,5.1,"2,510",AR,35.35982551,94.33952542
16,47,6,34,34.8,22,5.1,10.8,2.5,"4,550",AR,34.75866135,-92.35732426
10.4,35.5,4.6,30.6,47.7,24,7,10.9,5,987,AR,36.22388525,-94.2145134
6.7,28.5,8,36.6,40.5,14.5,4.2,8.5,7.3,"3,254",AR,35.3334829,-94.41351372
7.4,37.4,4.2,35.7,19.5,14.8,4.4,8.1,2.2,"2,652",AR,36.11352628,-94.11372856
21,26.1,4.9,32.2,30.8,27.3,7.4,10.4,3.3,"1,606",AR,34.74606768,-92.27767231
8.1,39.1,5.6,32.6,24,20,8.9,8.5,4.2,5,AR,35.78560227,-90.78630079
12,33.8,6.8,32.3,35.1,23,9.2,10.3,2.5,"6,240",AR,35.38021507,-94.38781082
7.5,36.1,9,38.5,29.8,27.7,5.5,10.8,3.9,881,AR,34.7067108,-92.18285304
14,27.4,5.7,33.3,41.5,24,7.9,10.5,2.5,"3,817",AR,35.78858697,-90.65557803
7.2,31.3,5.9,30.1,32.7,21,6.3,10.2,2.3,"5,425",AR,34.70000474,-92.34003425
11.6,28.9,4,31.67,42.2,26.6,6.3,9.5,4.2,"6,485",AR,36.0776719,-94.18773502
14,29.6,3.8,29.7,35.6,13.9,8.7,9.5,2.1,"2,685",AR,34.75003671,-92.4238407
10.6,40.5,7.7,32.7,55.5,24.6,7.2,8.2,4.5,"3,096",AR,34.70933314,-92.36186272
6.9,31.2,8.4,31.7,55.2,20.1,9.8,12.3,5.2,"3,615",AR,35.39315351,-94.40569847
7.9,30.6,6.3,38.1,44.7,22.4,8.4,8.8,2.8,"4,830",AR,35.86750287,-90.68267689
13.7,27.7,6.5,31.7,37.4,22.6,7.2,9.7,4.1,"5,842",AR,36.19968122,-94.14942595
7.7,41,6.2,31.5,29.1,34.8,6.3,9.4,2.4,"3,552",AR,34.67511387,-92.32280956
10.81,34.4,6.2,23,37,25.6,4.4,10.6,4.8,"4,689",AR,36.19328129,-94.16756426
9.1,45.1,7.4,36.1,38.8,15.3,10,11.7,2.8,864,AR,34.73087632,-92.22930827
6.4,29.8,5,33.7,47.8,20.7,5.8,10.6,3.21,"5,561",AR,34.79185353,-92.45909644
16.6,25,4.6,32.5,23.9,17.3,8,10,3.2,"3,949",AR,34.75782251,-92.32737882
9.8,28.8,4.2,35.2,31.8,23.6,4.7,8.5,7,"3,379",AR,34.76160186,-92.39760562
11.9,34.9,5.2,32.7,34.1,17.3,8.5,8.6,1.7,"5,571",AR,36.09244876,-94.13947618
8.8,27.2,6.6,29.8,33,31,5.5,9.6,1.5,"4,141",AR,34.73403767,-92.36428053
15.6,42.7,6.4,33.8,22.6,15,8.3,8.4,2.2,"5,807",AR,34.65150249,-92.37382566
15.1,28.3,9.3,18.9,30.3,16.9,7.9,10.4,4.8,"3,422",AR,35.34457104,-94.41424779
9.4,41,5.3,33.9,29.3,17.97,4.6,10.4,2.3,"6,534",AR,34.7611917,-92.43303626
12.2,46.4,4.9,34.1,40.4,23.5,4.9,10.1,5.9,"5,803",AR,36.06985569,-94.13864807
10.1,33.1,6.4,36.6,42.6,24.7,6.1,9.6,3.6,"3,874",AR,34.72477912,-92.32890527
9.4,29.5,2.8,33.8,29.7,32.8,6.9,8.9,2.6,625,AR,36.11865506,-94.16204508
11.9,27.1,5.6,30.1,29.8,22.8,9.9,10.9,3.4,9,AR,34.7692768,-92.48703357
7.5,24.7,6.6,34,25.3,18.4,5,10.8,2.6,"8,155",AR,35.80385965,-90.68031336
8.6,33.1,4.8,31.3,33.7,25.3,5.3,7.7,3.9,395,AR,34.63740056,-92.34532324
9,30.6,3.2,18.3,34.1,19.5,4.4,11.5,4.3,"1,913",AR,34.68349734,-92.41614151
12,29.8,5.7,28.3,55.3,22.9,5.1,9,5.1,"3,265",AR,34.74777204,2.353991527
11.8,26.4,8,33.7,34.8,24.2,4.9,8.3,2.6,"3,483",AR,34.7305695,92.28074569
7.9,34,5.9,33.4,46.7,15.8,10.1,9.9,1.5,562,AR,36.03308447,94.19985709
10.81,33.2,6.6,35.8,37.1,13.4,5.7,8.5,2.5,"6,905",AR,35.29182587,-94.40377526
9.7,37.5,7.8,33.6,34.6,23.9,9,9.9,3.21,"4,091",AR,35.37879141,-94.41084326
10.3,34.9,6.1,24.7,31.3,23.6,8,8.5,4.6,"5,608",AR,34.66069735,-92.33167365
14.7,34.5,5,31.67,31.8,24.4,7.6,9.74,2.3,"13,552",AR,36.16639244,-94.10848575
12.9,27.4,9.6,29.4,29.3,20.3,4,9.5,5.1,"2,310",AR,34.71673107,-92.27444453
7.7,27.3,4.7,31,32.2,18.4,7.6,10.4,2.7,"1,823",AR,34.7396917,-92.40092583
8,28.8,4,34.1,43.9,17.97,8.4,10.3,3.5,"3,702",AR,34.75942816,-92.30562831
20.8,36.3,3.2,31.1,42.1,23.9,5.4,10.7,2.6,"3,762",AR,36.08304365,94.24291139
11.1,34.9,7.6,35.2,20.6,18.1,8,11.2,2.8,"2,800",AR,34.73235209,-92.26285603
8.3,46.9,5.5,30.1,37.5,24.7,5.7,10,2.4,"6,437",AR,36.03422525,-94.16718726
7.1,27.9,5.6,31.9,41.5,10.7,8.7,8,5.4,1,AR,35.82409357,-90.55234965
9.4,26.2,5.4,25.5,31.6,15.6,7.6,8.6,3.6,"4,777",AR,36.16073412,94.18592585
10.81,39.2,5.5,35.8,30.9,17.97,6,9.74,3,"7,413",AR,34.77647719,-92.38798091
10.81,41.7,5.6,25.3,22.3,13.8,4.5,9.6,2.4,1,AR,36.112328,-94.21175132
10.5,27.8,4.2,30.6,40,26.9,5.4,8.9,2.8,"3,555",AR,34.78676351,-92.48470884
7.8,28.9,8.7,35.9,34.7,18.6,7.9,11.3,4.6,"5,196",AR,35.39428455,-94.39153325
14,29.1,3.9,36.9,31.5,14.2,4.9,9.7,6.5,869,AR,36.22833201,-94.12528143
7.8,42.9,3.1,29,35.1,35.1,9.3,11.6,2.8,"6,150",AR,35.84396723,-90.68202822
8.5,29.7,6.8,31.7,33.3,23.5,11.1,9,3.2,"4,718",AR,35.34136853,-94.32501421
15,27.5,6.9,34.4,27.6,27.9,5.8,10.2,3.9,"1,868",AR,36.18187315,94.13294766
5.7,34.2,3.2,34.7,33,13.4,10.3,12.1,2,"5,430",AR,36.06639988,-94.23796005
12.6,35.2,4.1,33.6,40.5,16.2,7.8,10.4,3.5,"3,243",AR,34.74807022,92.3183291
9.3,30.47,5.4,31.2,38.7,28.1,10,8.7,3,"5,372",AR,36.19045409,94.19225634
7.1,32.6,5.2,35.1,46.7,22.1,5.5,9.3,4.8,"3,096",AR,34.80771398,-92.42948421
7.6,33,10.1,27.8,30.2,28.7,6.4,11.2,2,"1,030",AR,34.6974347,-92.26755414
9.9,40.5,5.1,31.1,30.2,28.5,5.2,11.4,3.7,"5,282",AR,34.78458413,-92.41229186
7.8,32.4,6.6,29.9,27.8,24.3,10.9,9.3,3.1,"3,671",AR,35.86013177,-90.73149591
4.5,35.5,8.4,38.6,42.4,17.6,5,9.3,3.6,"2,640",AR,35.37965908,-94.42360943
20.9,26.9,6.6,30.3,35.8,24.7,7.5,9.2,5.5,"6,454",AR,35.31504948,-94.41681626
11.3,38.8,6.9,33,34.5,17.9,5.1,8.3,4.1,"4,359",AR,34.73931071,92.33024657
12.7,31.9,6.4,34.6,25.5,22.7,10.5,9.1,3.21,"5,932",AR,36.15697754,-94.15376032
9.1,45.1,6.1,32.7,32.7,29.5,4.9,9.9,1.5,"3,058",AR,35.33857317,-94.36769017
9.6,42,5.3,33.6,29.3,18.9,10,8.7,1.5,"4,870",AR,36.09512485,-94.15748678
8.2,31.7,4.9,31.4,36,24.6,9.6,9.1,4.9,"6,364",AR,34.65874771,-92.43314716
15.9,27.8,11.2,31.8,32.7,13.2,5.3,10.1,4.3,92,AR,35.77438489,-90.57582053
7.7,30.47,8.2,23,32.9,23.7,7.3,9.74,2.4,"1,417",AR,34.63788532,-92.40936846
11.4,28.1,4.9,31.1,33,18.8,9.6,9,3.5,"5,270",AR,35.86884198,-90.63846504
9.7,40.5,5.9,40.2,29.3,17.97,7.6,11.7,2.3,"2,407",AR,36.03763764,-94.12286988
9.3,32,6.3,19,41,16.9,6.5,9.3,3,"4,633",AR,34.72512793,-92.34597772
19.6,29.3,4,37,25.4,23,7.8,9.4,2.4,"3,611",AR,34.76484376,-92.40700179
9.8,25.4,2.8,31.8,30.4,22.1,4.2,9.4,2.1,"6,113",AR,36.09850658,-94.20161558
10.1,28,6.1,34.6,32.2,26.3,10.8,11.3,3.3,"9,470",AR,36.15706002,94.13248193
14.8,40.2,9.1,31.4,33.3,29,11.7,10.5,4,"3,063",AR,35.3955417,94.37613298
