DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke
8.4,47.7,6.8,36.1,20.3,17.97,8.9,11.1,5.5
14.8,40,5.5,33.7,19.3,13.8,10.9,10.5,4.1
12.9,23,7.8,34,26.8,11.7,5.2,13.1,3.5
9.1,24.6,6.4,28.1,47.1,22.9,6.3,9.3,5.2
17.4,27.4,4,24.9,48.8,21.3,8.3,9.74,3.2
16.9,28.1,5.9,31.67,27.2,20.2,3.8,14.6,2.7
8.9,42.3,4.4,35.2,10.8,32.7,2.7,9.5,4.2
8.4,34.6,11.6,35,37.2,17.7,4.3,10,2.5
6.2,44,4.7,33.1,36.9,19.9,7.9,15.5,2.5
6.3,27.3,8.4,31.3,32.6,29.7,3.7,14.8,3.3
10.9,29.3,5.6,33.9,34.3,23.7,6.2,9.7,7.5
15.5,34.8,9.9,32.8,33.4,19.9,5.4,13.8,2.7
21,41.8,7,33,54.6,12.3,2.3,10.3,2.6
8.7,30.47,6.9,34.4,33.4,22,11.3,9.8,8.9
9.3,30.2,4.7,31.9,37.6,21.9,4.6,13.4,5.8
11.8,35,6.2,33,37.2,14.7,4.4,12.8,3.1
14.7,27.3,5.4,33.6,24.1,24.8,9.8,13.4,2.9
11.8,20.8,8.7,28.6,31,28.9,6.4,11.3,2.9
8.6,20.7,9,28.4,32.6,28,6,13.1,3.5
13.5,30.47,10.4,24.2,32.2,16.9,7.5,12,5.9
7.6,30.4,6,36.5,34.1,29.5,6.4,11.2,4.3
10.5,32.1,7.5,30.3,14.6,12.9,4.4,10.2,3.3
21.8,46.3,4,13.4,23.7,21.8,7.9,10.5,3.21
9,37.8,6,32.4,34.2,19.5,5.2,13.1,2.8
9,26.2,6.5,34.3,33,18.5,10.4,14.2,3.9
8.7,44.3,5.5,35.1,33.6,30,7.3,14,3.3
17.9,40.4,7.3,33.2,33.5,16.2,2.8,12.4,8.6
11.3,38.1,6.6,33.9,34.2,36.9,4.4,9,3.2
9.4,41.5,7.6,33.4,17.5,23.1,9.3,9.9,2.9
8.7,41.3,6.9,34.9,41.6,27.7,7.2,9,4.6
4.1,28.4,6.5,33.4,29.6,22.9,4.2,9.8,1.4
18.2,46.8,6.2,31.1,35.3,31,7.6,8.8,4.6
14.4,28.9,6.3,30.2,34.8,17.7,5.1,9.3,5.2
13.8,42.2,6.6,34.6,32.3,21.4,7.3,11.5,3.3
20.1,29,8.2,32.4,49.3,24.1,2.8,12.8,2.1
9.6,33.2,8.8,38,46.1,30.7,6.3,13.5,1.8
19.4,43.9,7.8,29.9,36,28.8,3.9,11.7,2.5
13.1,28,7.6,27.2,24.7,17.8,9.8,14,5.4
9.7,30.5,10.6,31.5,30.6,14.2,6.2,9.74,3.21
14.6,25.5,5.4,34.6,27.9,29.3,9.4,9.74,1.3
8.1,24.7,4.5,31.1,33.8,32.7,3.5,13.3,1.9
9.1,33.2,5.6,31.6,33.7,27.8,5.8,11.9,5.2
8.4,29.8,7.8,32.7,29.9,16.6,4.8,9.4,2.7
8.8,41.9,10.1,33.2,26,37.1,7.9,10.2,5.6
7.6,36.4,6.2,32.4,36.9,20.8,4.7,13.4,1.9
7.1,29.7,6.6,34.3,10.9,15.3,7.4,12.4,1.4
5.7,28.8,5.6,24.1,27.1,24.6,7.1,10,5.3
13,43.2,5.1,36.6,39.4,17.8,7.4,12.4,2.5
12.9,30.1,6.9,29.5,27.5,21.8,6.5,14.6,3.4
7.2,38.8,6.1,40.4,36.4,13.5,7.4,12,4.4
8.4,30.8,6,24.2,36.1,26,9.1,14.1,7
18.9,45,4.6,27.1,45.1,20.3,8.9,10.2,5.3
9,38.2,7.5,32.3,50.8,32.8,6.6,10.4,4
18.1,34.6,7.8,26.3,31.3,26.8,9.1,13,0.8
4.1,41.2,5.6,15.7,49.9,32.9,7.6,9.7,6
9.9,46.4,4.1,23.1,25.2,22.4,4.5,13.1,7.1
9.4,20.6,8.6,22.4,36.4,27.9,6.9,13.4,2.6
11.5,40.7,7.9,32.5,28.8,21.8,6.4,9.6,2.8
15.9,41.3,7.8,33,31.7,26.4,9.5,9.5,3.6
9.6,28.9,6.2,34.2,37.2,16.3,6.7,13,2.5
5.5,26.4,9.3,28.1,35.4,19.7,8.7,9,3.6
16.8,45.2,6.3,32.4,19.9,19.8,8.1,11.4,9
13.5,26.4,7,32.2,31,19.1,3.8,8.4,5
9.9,25.3,7.1,33.2,32.7,17.4,6.3,10.1,2.7
9.3,40.1,6.5,31,39.1,24.4,6.2,10.8,4.6
14.7,44.3,5.9,32,22.3,29.1,6.5,12.8,4.4
15,41.1,11.7,28.8,28.5,24.6,9.3,12,3.4
10.5,40.5,6.5,33.4,45.8,12.1,5.7,13.7,3.3
16.6,33.6,6.1,34.7,23.1,28.2,10.6,9.6,5.3
9.1,24.4,7,31.6,29.3,11.2,6,12,4.3
7.1,45.4,3.3,33.2,28.7,28,9.7,11.1,6.1
7,28.6,2.9,30.1,34.3,29.6,10.3,11.2,5.8
7.1,27.6,9.1,27.2,42.2,32.2,6.9,15.6,5.3
9.9,24.6,3.1,31.8,28.6,21.5,10.4,11.2,4
6.2,30.3,3.1,28.9,38.3,18.1,2.8,14.2,3.3
13.7,26,1.8,34.3,33.2,17.97,7.9,12.5,3.6
17.5,45.5,8.2,34.3,20.3,17.2,6.3,13.2,3.1
3.3,29.5,7.2,23.3,26.9,27.2,10.6,8.5,3.1
12.4,37.1,6.5,32.1,36.9,30.2,9,14.1,6
9.3,27.8,7.5,37.4,29.2,14.8,8.2,8.1,3.6
9.4,34.4,4.8,30.2,35.4,19.4,9.5,10.2,7.1
19.8,40.6,10.7,36.1,13.9,20.4,7,10.6,3.21
15.9,33.9,7.8,29.1,29.3,18.1,6.3,10.7,3.2
10.4,35.1,6.2,35.1,31.4,17.7,6.8,9.8,5.2
12.2,29.7,9.6,16.3,42.8,32.9,3,10.1,6.1
10.8,22.6,7.2,30.9,42.3,23,8.7,10.4,4.5
20.4,37,7,28,45.3,11.6,7.8,10,4.9
17.8,31.2,6.9,32.4,29.2,21.7,4.1,10.3,3.6
8.6,28.3,6.3,35.2,21.2,26,7.3,9.2,4.2
11.5,38.4,4.4,30.8,46.6,12.4,11.5,13.4,3.4
17.9,28.7,9,26.1,29.3,35.4,7.1,9,3.3
11.6,30.8,8.1,31.5,33.6,26.9,7.6,12.1,4
15.1,46,8.3,38.3,31.6,24.9,9.8,10.1,3.4
12.9,44.6,9.8,33.8,33.5,28.8,10,11.9,3.9
10.7,35.9,7.3,36,24.8,22.6,8.5,10.7,4.1
20,38.1,6.9,34.2,35.8,22.1,8.1,10.6,4.7
9.2,44.1,6.8,35.8,31.9,24.5,8.5,11,2.9
17.5,37.6,6.9,35.3,30.7,20.1,10.7,10.6,3.2
11.1,41.1,7.4,35.7,35,24.4,7.5,10.7,3.2
14.7,41,7.6,31.6,33.6,19.3,7.9,10.6,2.5
13.7,33.2,8,33.9,29.8,25.9,8,9.8,3.8
10.8,44.8,8.5,42,30.5,26.9,9.4,10.2,3.8
19.5,37,6.8,35,38.6,18.5,9,11,4
9.4,44.3,8.5,34.3,37.6,27.4,10.1,9.5,4.3
11,31.6,6.5,37.5,36.5,30.9,6,10.7,3.5
6.4,34.9,7.4,38,39.1,29.2,10.2,10.4,6.2
16.2,45.2,9,33.6,36.2,27.6,8.5,11.2,4.2
13.7,39.3,8.8,31.8,32.8,28.6,9,11.5,4.3
12.1,37.3,6.9,32.6,30.8,24.7,11.3,11.6,4.5
9.9,35.3,7.1,36.6,33.2,22.5,6.5,11.1,4.2
11.8,43.2,7.7,31.7,30.8,23.5,9.5,11.2,2.7
12.5,32.8,6.6,36.2,32,29.2,7.7,10.7,3.2
13.2,30.5,7.9,36.6,34,23.4,7.6,10.5,4.4
12.9,30.4,6.6,33,32.5,22.7,8.7,10.4,4.9
14.3,38.5,8.2,38,35.5,30.3,7.4,10,3.6
9.3,33.3,8,33.7,30.2,27.6,11.5,10.2,4.9
15.4,36.9,12.7,34.7,29.5,28.2,9.5,10.5,4.4
15.9,33.2,8.9,33.6,33.3,17.9,9.6,10,3.3
10.4,40.7,11,35.4,37.8,29.9,9.3,11.6,5.4
11.7,46.3,6.4,34.4,29.4,25.8,8.4,10.3,3.8
14.7,44.7,7.4,36.2,35,28.5,8,10.9,3.6
8.4,32.8,5.6,32.3,33.1,27.6,9.7,10.7,4.2
12.3,39.9,7.3,36.7,36,30,7.1,11,3.4
9.8,46,9.5,30.5,31,29.3,6.2,11,5
13.1,48.1,6.3,37.1,28.3,25.5,9.4,10.8,3.8
15.3,45,8,38,33.9,29.9,7.2,11.5,3.6
11.9,35.2,8.4,28.9,32.4,18.4,9.2,9.6,4.1
14.2,30.7,7,35.7,34.5,28.4,6.9,11.2,4.2
11,43,10,30.9,34.1,27.7,8.3,10.6,3.1
11.7,37.9,9.4,32.3,32.2,33.6,10.1,10.8,4.4
19.9,35.3,5.9,36.7,37,25.3,8.3,11.4,5.6
13.5,35.9,10.1,33,27.6,25.3,9.2,10.5,3.5
12.1,34.9,8.1,37.9,34.1,24.8,9.9,11.7,3.2
9.9,50.2,7.3,30.8,19.6,26.4,7.3,11.7,5.9
17.8,34.3,9,33.7,34.1,28.5,9.8,11.6,4.2
13.8,46.2,4.7,34.2,32.5,24.4,12.1,10.4,3.9
9.6,46.8,5.6,35.5,29.4,21.6,7.7,10.2,3.4
13,42.8,6.4,31.9,30.5,29.5,8.2,11.5,3.6
14.2,39.9,7.2,38.3,36.9,30.2,11.3,11.1,4.2
11.7,35.8,8.3,35.1,35.2,19,9.5,11.1,4.9
13.5,28.9,6.9,34.8,32.7,28.6,7,12.2,4.1
16.4,43.3,7.4,35.4,44.4,25.3,9.5,11.5,3.4
13.2,32,8.8,32.9,37.4,27.1,10,11.4,3.8
10.1,35.8,6,22.2,37,27.6,8.4,11.3,3
17.4,44.9,8.6,35,29.6,22.6,8.8,9.8,5.6
9,26,6.7,31.6,24.9,13.7,7.6,12,2.5
8.5,34.6,5.7,31.9,27.4,20.4,7.5,13.3,2.9
9.4,34.2,4.4,31.7,33.5,17,7.1,12.2,3.5
10.5,38.5,5.8,32.7,37.9,13.9,4.4,11.6,2.8
8.5,34.1,6.2,31.8,39.9,24.6,3.1,11.9,3.8
10.2,37.8,6.8,41.8,31.4,16.5,7.4,11.7,3
9.1,36.4,4.4,31.6,29.3,17.8,5.7,13,2.5
7.1,32.2,4.6,35,23.9,18.5,6.1,11.5,2
9.1,32.5,5.7,32.6,34.5,21.4,7.6,11.1,3.3
13.2,21.2,5.5,27.1,32.9,20,6.5,12.6,3.3
10.9,29.2,6,27.7,32.5,13,7.8,15,2.4
10.6,36.2,5.4,31.6,28.9,20.1,6.8,11,2.7
8.6,28.3,5.6,36.4,28.8,18.3,6.7,13,2.7
7.3,26.4,6,32.9,29.3,19.5,6.7,11.7,2.2
9.6,30.5,5.9,14.1,32.3,12.7,6.3,11.9,3.8
14.5,27.2,7.4,30,29.7,18.8,7.8,14.8,2.2
8.5,34.2,5,29.2,27.1,17.4,6.8,11.1,2.2
3.4,27.2,5.3,30.5,33.5,17.3,6.9,11.5,4.1
10,38.6,6.3,31,30.9,15.6,7.2,11.2,5
9.9,28.7,5.4,31.1,28.2,16.8,5.8,12.9,3.1
15,31.2,5.4,28.8,32.6,16.9,10.7,12.4,2.9
10.2,30.9,7.5,34,32,15.5,6.3,10.8,3.2
10.1,34.8,5,28.7,36.5,15.4,5.8,13.9,2.4
11.3,34.6,5.8,30.9,32.8,11.3,7.2,12.2,3.21
6.7,33.8,5.5,35.3,24.6,22.6,4.7,11.3,3.3
14,30.2,6.8,35.3,31.5,16.9,6.6,12.8,2.7
8.9,31.4,5.9,25.1,34.9,12.8,7.3,12.8,2.2
7.5,29.2,4.9,31,31.4,26.1,8.5,12.9,3.2
9.2,30.8,3.9,31.5,33.5,23.4,5.5,11.7,2.8
3,27.3,4.8,29.8,14.6,18.1,6,13,3.1
8.8,27.7,5.3,30.4,34.1,16.7,8,12.8,3
13.8,40.5,7.8,31.2,26.9,13.6,7.1,10.3,3.5
7.4,31.9,1.9,23.8,31.8,21,7.3,11.3,3
10.81,41.4,5.5,29.9,32.1,20.1,7.4,12,2.7
11.1,37.4,6.8,32.3,32,16.5,9.1,10.7,3
10.9,30.8,6.2,35.8,25.1,21.8,6.9,13.5,3.2
10.9,39.2,6.5,22.8,29.1,7.3,7.5,12.5,1
11.5,28.9,6.1,25.8,35.4,15.3,6.5,13.2,3.8
10.8,23.1,5.3,29.5,35.7,19.6,5.2,11.3,3.1
8.5,31.8,5.8,15.9,31.9,20.1,6.7,12.3,2.2
9.6,30.2,6.9,31.5,31.6,13.2,7.1,13.1,3.6
7.9,42.9,6.4,29.1,23.8,13.9,7.7,9.74,2.7
11.4,40.2,4,36.6,32.8,16.4,8.1,10.8,3.7
16.6,34.9,5.2,29.7,36.3,24.6,7.6,12.5,2.8
7.6,35.3,8.9,30.1,33.2,14,7.2,13.1,2.8
10.2,35.8,5.8,31.2,33.5,15.5,7.7,12.7,3.2
8.7,33.4,4.3,32.8,41.1,14.6,7.5,13.2,2.8
9.8,38.8,5.9,27,33.7,19,7.7,9.6,2.9
7.1,31.1,6,31.1,34.6,10.9,8.8,12.1,2.7
8.6,31.6,5.3,31.6,27.6,15.9,6.1,12.1,3
11.5,32.6,5.7,31.8,35,17.97,8.4,12.4,2.7
9.2,30.47,4.6,24.2,13.3,22.5,4.2,12.5,2.6
10.5,31.6,6.2,29.9,30.8,15.9,5.4,11.6,4.2
8.2,32,1.8,31.1,32.2,20.9,4.1,11.9,3
6.1,32.5,4.7,31,39.5,13,9.3,11.5,2.9
7.4,26.8,3.1,33,33.1,19.2,8.6,14.5,2.3
9.5,40.6,3.9,32.6,35.1,22.1,7.2,11.2,3.7
11.3,42,6.4,31.67,34.2,20.6,15.4,11.7,3.2
14.2,28.3,6.9,30.4,35,20.8,7.4,10.8,3.2
9,30.8,8.8,33,37,18.9,8.7,13.1,3.4
11.3,30.6,6,27.9,28.2,15.9,6.4,11.3,3.5
9.2,36.9,4,31,29.6,12.2,8.5,12.7,3.3
8.6,28.9,4.6,32.3,31.9,17.8,5.7,10.9,3.1
12.6,29.7,7.2,34.1,35.1,17.6,6.9,11.6,1
8.5,30.3,7.2,32.8,35,18.5,7.6,11.7,3.8
12,30.2,5.3,32.8,29.6,22,7.2,12.6,2.8
11.6,20.7,6.2,26.5,33.6,13.3,6.4,11.6,3.4
9.7,36.3,6.9,32.7,30.3,19.9,6.7,13,2.7
9.9,32.9,5.4,31.4,33.2,12.7,4.2,12.1,3.6
9,28.9,6,31.3,34.5,17.3,8.5,11.8,4
11.4,36.5,6.4,34,34.7,24.9,7.1,11.5,3
11.3,30.1,5.8,32,48.3,21,8.4,12.6,4.7
10.6,37.4,5.3,29.1,32.7,18.7,5.7,13.7,3.6
9.1,24.4,12.8,29.6,22.5,12.6,5.4,11.1,4.1
15,37.5,6.5,29.8,36.4,18.9,8.4,12.3,3.5
10,32.5,6,26.3,35.8,15.3,6.5,11.8,3.7
12.5,36.2,6.7,27.7,36.3,22.3,7.5,12,3
10.9,34.1,6.2,33.9,34.9,21.5,3.3,12.2,3.4
9.9,32.7,4.7,28.3,36,17.4,8.4,13,2.7
9.4,35.6,5.7,30,23,18.2,7.3,11.3,2.3
14.3,27.5,5.4,31.6,34,20.4,8.8,12.9,3.5
8.6,29.5,4.5,32.5,32.4,22.7,6.1,11.4,3.4
8.4,29.8,3.8,29.8,33.8,13.4,5.1,11.4,2.8
9,29,5.3,34.2,31,21,8.8,14.2,2.8
12.3,32.1,6.1,26.8,31.4,23.2,9.7,11,2
7.3,27.9,4,33.2,32.9,17.2,7.3,12.2,2.7
8.9,29.8,4.1,26.5,29.5,15.2,7.4,11.3,2.9
6.2,29,6.5,24.2,34.4,17.9,5.7,12,2.8
7.3,31.3,6.2,31.1,34.9,23.2,8.7,11.4,2.2
9,25.7,8.2,31.9,33.5,21.3,8.5,12.1,4.1
21,30.8,6.9,34.8,38.8,13.6,7.4,12.5,3.8
8.5,36,7.1,24.4,32.6,20.8,7.4,10.6,3.4
9.3,25.1,6.7,29,33.6,20.9,7.5,11.9,3.2
10.1,30.7,6.6,35.4,33.8,19,7.3,12,2.8
14,38.4,4.6,33,28.3,17,8.2,14.4,3.9
10.7,30.1,5.7,31.9,31.5,21.3,5,12.8,3.3
12.8,41.2,5.8,29,31.6,14.5,7.8,11.4,7.3
11.4,31.6,6.1,31.2,30.6,18.9,6.2,11.7,3.5
9.4,31.6,4.7,31.4,33.8,20.8,6.6,11,1.8
7.8,42.6,5.6,39.8,32.9,14.1,6.7,9.1,1.8
19.7,40.9,4.5,31.6,32,26,3.6,10.1,3.4
6.2,47.6,8.2,34.9,55.8,16.1,3.8,9.9,2.4
16.4,30.1,1.8,35.8,27.9,23.2,4.4,9,4.7
6.2,42.3,8,35.6,38.9,16.3,6.4,8.5,1.8
9.5,25.5,7,30.2,29.9,24.1,4.7,8.3,3.21
13.7,30.7,1.1,34.2,22,16.9,10.1,8,0.9
12.8,37,4.5,28.8,39.8,15.1,5,13.8,3.5
9.4,41.8,4.5,26.1,46.9,13.7,4.3,9.1,1.9
10.81,28,4.9,31.2,34.8,17.8,6.6,9.74,1.9
7.7,27.6,4.8,27.1,38.1,24.1,8.2,11.4,4.5
5.9,27.2,8.5,30.8,17.4,13,6.4,9.8,2.5
22,40.8,5.6,39.1,40.8,16.3,7.9,10.1,2
6.2,36.5,6.9,31.7,11.8,14.2,6,11.7,2.1
22.6,28.4,3.9,31.6,33.1,15.2,4.2,12.1,3.7
7.8,29.8,9.2,10.5,24.2,22.2,3.5,9.1,3.8
10.8,33.1,1.1,24.8,33,15.4,1.8,10.6,1.6
2.2,22.9,3.8,36.1,22.2,14.1,4.3,8.8,0.5
10.9,47.1,4.1,35.7,33.8,29.3,5,10.2,7
7.1,38,2.9,30.6,28.6,13.7,5.5,10.7,3.1
16.2,29.9,6.1,33.1,26.9,15.6,6.3,8,0.9
19.8,36.7,2.2,38,44.8,22.9,8.8,9.1,2.3
17.3,29.4,7.4,30.2,31,24.7,6.4,9.1,2.8
13.9,24.5,2.8,30,52,13.9,7.2,10.9,3.21
9.7,43.9,7.1,31.7,21.5,16.6,4.2,11.4,3.6
11.1,28.1,7.9,27.7,41.1,24.2,5.5,12.3,4.2
9.1,24.5,3,34.9,27.9,17,6.3,8,2.6
6.7,26.7,3.6,36.3,29.5,22.4,5.8,11.4,2.5
9.5,32.6,7.2,37.9,32.6,17.97,5.4,11.1,0.8
10.1,22.7,4.2,15.1,31.2,20.3,11.4,9,2.9
9.1,32.5,8,37.8,24.8,17.97,7.3,8.6,2.9
8.2,30.47,4.5,30.4,27.5,21.2,3.7,8.4,2.9
9.4,30.47,9.9,31.67,55.4,16,5.6,10.7,2.2
9.1,45.3,5.3,13.3,25.3,27.3,10.2,9.5,2.2
11,24.6,4,31,38.6,8.5,6.4,10.1,6.4
8.9,30.1,4.8,38.9,52.9,12.1,3,9.4,3
8.5,25.2,4.7,22.7,20.2,22.5,5.6,12.4,1.8
6.3,25.3,5.4,24,24.1,17.97,6.6,11.3,7
8.1,30.3,6.3,32.2,21.6,18,6.3,8.7,2.5
2.5,29.9,5.2,29.8,55.8,11.4,11.8,11.9,5.8
8.4,26.6,1.5,31.2,31.4,12.4,6.6,8.5,1.9
7.8,36.7,7.2,34.9,29.5,27.5,5.2,9.9,2.6
14.3,47.3,3.3,26.8,37.9,20.5,6.3,10.4,1.6
10.81,48.7,5.6,29.1,32.9,15.2,6.7,11.9,3.8
9.3,42,3.3,13.7,26.7,45.5,4.1,10.7,2.4
8.4,30.6,7.2,39.5,30.2,18.8,11.4,14.4,2.7
8.8,41.1,3.1,22.3,35.3,20.9,5.8,8.4,5.3
12.9,32.8,7.2,32.3,37.3,26.2,4.9,10.9,2.2
4.4,26.2,5.7,30.5,40.7,8.9,4,10.5,2.2
8.5,21.3,2.7,28,29.3,11.2,6,12.9,5.7
9.8,32.8,6,29.9,14.7,10.8,5.8,9,3
8.7,26.8,4.1,32.9,59.1,16.6,8.9,11.1,2.5
9.6,32.2,3.6,23.2,34.1,18.5,5.1,7.9,1.5
8.7,35.9,4.7,30.3,27.2,12.7,5.9,9.74,3
6.6,23.7,3.3,33,53.6,23,8.9,10.7,7.9
6.3,43.8,5.3,30.8,41,28,9.2,8.6,3
20,32.9,10.4,36.8,33.2,22.9,5.6,12.4,2.1
16.1,33.3,6.6,33.5,45.3,23.9,4.3,8.2,2.8
13.6,31.2,4.2,33.1,48.1,12.4,4.9,9,3.4
10.7,31.4,5.3,29.8,28.8,23.4,9,8,2.6
13.9,44.4,6.9,25.5,26.5,12.4,4.8,8.2,7.6
19.7,29.3,5,11.8,39.1,19.4,5,8.8,5.9
10.2,27.7,10.5,26.6,34.2,16.7,5.8,8,0.7
10.81,30.2,3.5,13.1,31,11.6,4.4,9.74,2.6
6,44.4,4.4,11.7,32.3,19.5,6.5,9.4,2.9
8.4,30.47,3.9,31.67,26.8,15.6,3.5,12.8,1.9
15.6,27.7,4.6,31.3,30.3,20.4,10.2,8.5,5.8
7.2,23.9,4.3,37,41.3,20.3,4.5,9.5,6.9
15,36,4.3,31.7,27.5,9.9,5.9,7.7,4.3
8.1,24.3,4.2,33.3,28.3,16.6,5.8,9,3.9
8.3,26.1,5.4,27.4,49.2,26,5.1,8.9,2.3
11.8,33.5,5.8,20.6,27.5,13.8,8.2,9.1,2.7
7.1,31.2,5.5,42,32.2,17.1,4.6,11.7,4.1
10.81,30.3,9.5,35.9,25.2,8.8,4.2,11.8,7.9
6.7,42.6,5.6,32.5,40.4,19.2,3.8,9.2,4.5
8.2,27.9,5.7,32.1,51.1,27.4,8.1,9.4,2.4
17.9,24,7.8,30.8,41.2,13.7,3.9,8.7,0.7
23.1,25.3,4.3,32.6,12.9,22.4,4.2,10.5,1.7
15.8,36.8,3.8,39.2,15.6,16.5,4.7,10.5,1.2
11.9,37.9,6,40.6,23.8,11.1,4.9,8.7,2
7.1,39.7,3,24.2,36.5,17.8,10.9,10.2,1.7
7.7,31.6,5.2,37.7,26.6,16.6,5,9.2,2.1
8.4,27.2,5.6,27.7,16.5,24.7,6,12.5,0.7
7.8,28.4,3.2,26.5,40.4,17.3,2.7,12,2.2
15.4,43.9,7.4,26.5,27.9,19.8,4.3,10.7,3.21
18.2,44.9,1.2,31.7,40.8,13,4.8,8.7,3.9
6.9,27.2,4.6,36.9,43.9,22.7,3.8,10.5,1.7
7.5,30.47,3.7,38.4,52.6,23.3,4.1,13.4,2.8
9.6,30.47,4.2,25.6,41.7,17.97,3.7,13.2,2.5
14.6,39.8,5,40.8,30.7,17.5,5.4,9.74,2
10.5,38.7,8.2,31.67,11.8,12.1,11.1,7.7,1.6
6.7,44.3,3.4,36.4,37.1,17.9,4.1,11.4,5.4
9,42.2,3.7,30.1,39.5,21.7,2.9,8.4,2.3
6.8,29.1,2.9,26.8,30.4,11.1,4,12.2,2.9
15.6,49.7,3.6,32,36.5,11.7,4.3,9,2.3
7.4,25.2,3.5,29,51.3,19,8.1,11,1.7
4.5,35.7,3.8,36.9,30.8,25.8,4.6,11.2,2.9
21,32.3,5.4,32.2,31.9,17,11,9.5,6.1
10.81,30.3,4.8,31.1,28.7,13.5,4.8,9.9,4.2
7.7,27.5,4.2,27.9,29.8,14.6,6.7,8.3,3.6
23.8,33.4,3.1,33.1,27.8,18.2,8.9,9.5,1.6
7.4,48.9,6.7,30.9,32.4,16.3,6.3,9.7,2.4
11.9,27,3.8,34.7,30.2,14.1,4.9,12.6,2.3
7.7,23.8,5,23.6,37.2,19.1,4.2,12.3,2.1
15.6,44.8,2.9,36.6,46,25.3,4.8,10.1,3.21
8.9,24.7,4.5,32.4,29.3,24,3.1,8.9,2.2
10.2,41.6,10.9,28.8,29.3,12.5,3.3,10.2,2.3
9.5,29.2,6.1,30.7,31.1,12.9,2.7,12.7,7.5
14.4,25.7,6.4,36.9,29.3,15.6,6.3,9.5,1.7
6.4,32.4,3.2,27.8,24.2,29.2,7.2,8.7,3.9
7.9,27.9,2.1,33.4,35.6,11.8,4.8,7.6,3.9
12.8,25,3.3,18.4,31.1,16.4,3.5,8.8,1.9
10,46.5,5.9,33.5,53.1,15.2,4.6,8.6,2.1
8.9,38.9,6,28.1,29,21.5,3.4,11.8,3.2
12.2,30.9,1.2,24.5,27.2,14.8,10.3,9.5,1.4
12.6,38.2,5.7,28.4,40.1,28.1,10,8.2,3.21
24,29.9,9.3,35.8,28.9,19.4,7.6,9.3,7
6.8,31,5.3,27.1,33.4,14.8,3.8,9.3,2.5
22,34,11,33.4,27,17.97,6.3,13.1,1.8
7.4,31.6,12.3,28.3,29.6,17.2,5.1,8.2,8.2
22.4,25.3,6,33,22.4,12.1,3.8,7.7,3
12.9,22.5,5.6,23.3,29.6,26.1,7.3,9.74,7.5
15,27.9,4.7,36.4,55,14,5,8.3,1.9
6.6,32.8,4.3,19.2,29.3,15.3,5.3,9,2.2
1.7,37.5,6.2,28.6,40.3,18.3,4.5,9.7,3.21
5.8,38.8,5.1,33.2,31.1,14.5,7,9.5,1.6
24.2,30.4,7.8,26.6,40,28,5.6,12.5,2.9
11.9,26.6,2.6,40.9,45.3,19.8,6,12.6,3.21
8.9,54.5,9.4,31.67,29.5,17,4.8,8.6,3
8.7,29.2,4.4,31.67,23.4,15.3,5.9,9.6,2.3
11,26.4,5,29.9,47.4,20.5,7.2,10.8,2.3
12.9,25.7,5.6,33.8,48.4,12.9,5.5,9.3,3
9.6,24.8,6.7,30.5,31.8,13,6.3,10.1,4.5
25.9,21.5,5.9,29.1,36.4,16.3,2.9,7.6,4.3
7.8,34,8.1,33,35.6,10.2,5.7,8.1,2.4
6.6,34,5,35.1,39.4,28.4,10.2,9.74,6
8.3,32,4.7,32.9,29.3,12.2,4.3,10.8,1.9
15.5,28.5,4.3,31.4,28.8,15.9,3.6,11.1,1.8
15.5,39.7,3.3,23.3,15.8,17.97,9.4,8.7,8.2
19.2,28.2,2.9,20.7,27.7,19.5,8.4,10.6,2.1
9.1,22,7.9,28,24.1,12.1,5.5,9.1,2.7
11.7,39.8,7.7,26.9,29.7,14.9,2.1,13.4,3
7.4,37.4,5.6,31.67,29.3,19.8,3.8,9.74,4.3
13.4,43.2,3.7,27.1,29.6,17.97,15.3,9.6,4.5
12.1,30.9,2.6,34.2,34,19.4,9.3,8.8,5.7
7.8,31.3,5,30.3,26.6,20,5.2,7.9,5.3
6.4,29.7,0.7,31.6,27.5,24.1,8.7,9.2,1.7
3,26.5,5.1,34.1,37.9,13.3,4.3,8.7,4.8
7.3,29.2,1.1,26.9,21.8,16.7,3.4,8.8,1.9
22.6,30.47,6,34.2,23.5,11.9,4.7,11.4,1.7
18.8,48.7,5.6,28.9,30.2,12.1,4.1,9.6,4.6
6,28,3,16.1,48.7,16.4,8.1,9,5.8
9.3,27,6.5,20.4,31.9,28,4.7,13.2,4.2
19.5,38.1,4.3,32.7,35,19.2,7.7,8.4,2.2
13.6,28.7,4.3,22.2,44.5,41.3,6,9.5,4.1
2.9,24.3,2.8,29.9,31,18.3,4.3,10.4,3.8
25.1,25,3.7,30.1,28.8,28.1,5,11,2.1
8.8,30,6.8,30.4,30.9,14.6,4,8.1,2.1
7.2,29.3,2.3,22.2,38.9,9.6,5.1,12,3.7
8.8,53.1,3.9,30.2,24.6,16,2.5,8.1,4.5
2.8,25.7,5,30.9,39.1,13.3,4.5,10.6,2.1
10.81,34.2,8.3,37.9,42.8,19.7,11.8,8.8,2.1
8.8,30.47,2,36.9,31.2,14.3,7.2,10.6,2.8
14.2,45,4.2,31.67,29,12.9,5.1,8.2,3.4
10.6,33.7,9.4,34.2,38,16.5,4.5,10.3,5
