Year,HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
2017Centract,7.2,6.4,0.125,40.9,32.4,0.262345679,33.5,34.1,-0.0176,38.8,30.1,0.289036545,11.5,10.8,0.064814815,3.3
2017Centract,3.5,6.4,-0.453125,20.2,32.4,-0.37654321,44.5,34.1,0.3050,27.7,30.1,-0.079734219,8.4,10.8,-0.222222222,0.7
2017Centract,5.3,6.4,-0.171875,36.8,32.4,0.135802469,33.5,34.1,-0.0176,31.1,30.1,0.033222591,9.1,10.8,-0.157407407,6.8
2017Centract,9.3,6.4,0.453125,40.1,32.4,0.237654321,34.4,34.1,0.0088,32,30.1,0.063122924,12,10.8,0.111111111,5
2017Centract,8.3,6.4,0.296875,25.8,32.4,-0.203703704,34.3,34.1,0.0059,45.9,30.1,0.524916944,11,10.8,0.018518519,4.6
2017Centract,8.5,6.4,0.328125,35.3,32.4,0.089506173,28.5,34.1,-0.1642,36.5,30.1,0.212624585,9,10.8,-0.166666667,3.9
2017Centract,3.9,6.4,-0.390625,31.6,32.4,-0.024691358,37.7,34.1,0.1056,30.3,30.1,0.006644518,14.2,10.8,0.314814815,4.3
2017Centract,8.7,6.4,0.359375,30.2,32.4,-0.067901235,35.7,34.1,0.0469,26.6,30.1,-0.11627907,12.1,10.8,0.12037037,5.2
2017Centract,9.8,6.4,0.53125,26.4,32.4,-0.185185185,31.5,34.1,-0.0762,27.8,30.1,-0.07641196,9.1,10.8,-0.157407407,4.5
2017Centract,9.4,6.4,0.46875,31.3,32.4,-0.033950617,29.5,34.1,-0.1349,30,30.1,-0.003322259,14.5,10.8,0.342592593,4.2
2017Centract,4.9,6.4,-0.234375,43.5,32.4,0.342592593,35.1,34.1,0.0293,34.4,30.1,0.142857143,6.2,10.8,-0.425925926,6.4
2017Centract,9,6.4,0.40625,26.9,32.4,-0.169753086,36.2,34.1,0.0616,27,30.1,-0.102990033,8.4,10.8,-0.222222222,2.2
2017Centract,12.2,6.4,0.90625,38.8,32.4,0.197530864,34.4,34.1,0.0088,37.3,30.1,0.239202658,13.5,10.8,0.25,9
2017Centract,6.4,6.4,0,52.4,32.4,0.617283951,34.4,34.1,0.0088,29,30.1,-0.03654485,11.4,10.8,0.055555556,6.6
2017Centract,6.1,6.4,-0.046875,44.7,32.4,0.37962963,19.6,34.1,-0.4252,23,30.1,-0.235880399,12.6,10.8,0.166666667,2.7
2017Centract,7.5,6.4,0.171875,33.2,32.4,0.024691358,35,34.1,0.0264,38.4,30.1,0.275747508,12.6,10.8,0.166666667,5.4
2017Centract,11.2,6.4,0.75,31.6,32.4,-0.024691358,34.8,34.1,0.0205,29.7,30.1,-0.013289037,10.6,10.8,-0.018518519,2.1
2017Centract,4.1,6.4,-0.359375,14.7,32.4,-0.546296296,29.3,34.1,-0.1408,24.7,30.1,-0.179401993,13.5,10.8,0.25,4.7
2017Centract,10.5,6.4,0.640625,35.1,32.4,0.083333333,33.5,34.1,-0.0176,46.9,30.1,0.558139535,14.2,10.8,0.314814815,5.5
2017Centract,7.2,6.4,0.125,42,32.4,0.296296296,30.6,34.1,-0.1026,22.8,30.1,-0.242524917,6.1,10.8,-0.435185185,4.2
2017Centract,6.9,6.4,0.078125,28.8,32.4,-0.111111111,34.4,34.1,0.0088,35.1,30.1,0.166112957,14.8,10.8,0.37037037,4
2017Centract,6.2,6.4,-0.03125,42.5,32.4,0.311728395,34.2,34.1,0.0029,33.4,30.1,0.109634551,5,10.8,-0.537037037,1.2
2017Centract,6.4,6.4,0,35.9,32.4,0.108024691,31,34.1,-0.0909,24.4,30.1,-0.189368771,9.4,10.8,-0.12962963,6.6
2017Centract,9.1,6.4,0.421875,33.6,32.4,0.037037037,46.7,34.1,0.3695,40.3,30.1,0.338870432,13.7,10.8,0.268518519,2.9
2017Centract,5.6,6.4,-0.125,35.1,32.4,0.083333333,30.7,34.1,-0.0997,38.1,30.1,0.265780731,10.8,10.8,0,5.5
2017Centract,6.7,6.4,0.046875,23,32.4,-0.290123457,28.1,34.1,-0.1760,32.8,30.1,0.089700997,9.3,10.8,-0.138888889,4.8
2017Centract,6.4,6.4,0,33.6,32.4,0.037037037,31.3,34.1,-0.0821,33.3,30.1,0.106312292,9.4,10.8,-0.12962963,1.5
2017Centract,10.6,6.4,0.65625,30,32.4,-0.074074074,36.9,34.1,0.0821,33.5,30.1,0.112956811,9.5,10.8,-0.12037037,1.4
2017Centract,3,6.4,-0.53125,27.9,32.4,-0.138888889,40.8,34.1,0.1965,30.1,30.1,0,14.6,10.8,0.351851852,3
2017Centract,7.4,6.4,0.15625,43.7,32.4,0.348765432,30,34.1,-0.1202,44,30.1,0.46179402,8,10.8,-0.259259259,2.5
2017Centract,6.5,6.4,0.015625,32.8,32.4,0.012345679,26.6,34.1,-0.2199,40,30.1,0.328903654,12.5,10.8,0.157407407,1
2017Centract,10.3,6.4,0.609375,37.4,32.4,0.154320988,38.7,34.1,0.1349,29.3,30.1,-0.026578073,12.5,10.8,0.157407407,3.7
2017Centract,4.4,6.4,-0.3125,39.4,32.4,0.216049383,32.5,34.1,-0.0469,39.5,30.1,0.312292359,7.2,10.8,-0.333333333,4
2017Centract,4.8,6.4,-0.25,29.5,32.4,-0.089506173,42.1,34.1,0.2346,43.6,30.1,0.448504983,10.8,10.8,0,3.2
2017Centract,7.7,6.4,0.203125,23.5,32.4,-0.274691358,23.3,34.1,-0.3167,23.7,30.1,-0.212624585,12.1,10.8,0.12037037,5.1
2017Centract,3.3,6.4,-0.484375,18.2,32.4,-0.438271605,36,34.1,0.0557,28.7,30.1,-0.046511628,14.3,10.8,0.324074074,2.4
2017Centract,11.1,6.4,0.734375,55.3,32.4,0.706790123,34.9,34.1,0.0235,28.1,30.1,-0.066445183,9.1,10.8,-0.157407407,7.7
2017Centract,9.5,6.4,0.484375,37.4,32.4,0.154320988,30.6,34.1,-0.1026,31.9,30.1,0.059800664,11.7,10.8,0.083333333,3.2
2017Centract,3.6,6.4,-0.4375,35.3,32.4,0.089506173,35.8,34.1,0.0499,24.2,30.1,-0.196013289,9.2,10.8,-0.148148148,3.8
2017Centract,14.1,6.4,1.203125,38.3,32.4,0.182098765,30.7,34.1,-0.0997,30.6,30.1,0.016611296,8.9,10.8,-0.175925926,3.6
2017Centract,9.4,6.4,0.46875,30.9,32.4,-0.046296296,25.9,34.1,-0.2405,26.3,30.1,-0.126245847,8.1,10.8,-0.25,2.9
2017Centract,8.8,6.4,0.375,44.8,32.4,0.382716049,25.8,34.1,-0.2434,44.2,30.1,0.468438538,7,10.8,-0.351851852,2.2
2017Centract,5.7,6.4,-0.109375,35.2,32.4,0.086419753,33,34.1,-0.0323,37.8,30.1,0.255813953,9.2,10.8,-0.148148148,4.5
2017Centract,5.7,6.4,-0.109375,44.2,32.4,0.364197531,35.4,34.1,0.0381,27.9,30.1,-0.073089701,8.2,10.8,-0.240740741,5
2017Centract,9.9,6.4,0.546875,31.6,32.4,-0.024691358,31.2,34.1,-0.0850,31.7,30.1,0.053156146,10.8,10.8,0,4.4
2017Centract,6.4,6.4,0,49,32.4,0.512345679,30.8,34.1,-0.0968,27.4,30.1,-0.089700997,8.3,10.8,-0.231481481,1.4
2017Centract,5,6.4,-0.21875,27.7,32.4,-0.145061728,29.1,34.1,-0.1466,44,30.1,0.46179402,7.8,10.8,-0.277777778,4.3
2017Centract,7.7,6.4,0.203125,40,32.4,0.234567901,29.6,34.1,-0.1320,26.9,30.1,-0.106312292,13.4,10.8,0.240740741,4.9
2017Centract,16.2,6.4,1.53125,39,32.4,0.203703704,35,34.1,0.0264,26.6,30.1,-0.11627907,5.3,10.8,-0.509259259,5.5
2017Centract,3.7,6.4,-0.421875,31.6,32.4,-0.024691358,29.5,34.1,-0.1349,37,30.1,0.22923588,15.1,10.8,0.398148148,3.4
2017Centract,9.2,6.4,0.4375,23.2,32.4,-0.283950617,32.9,34.1,-0.0352,25.1,30.1,-0.166112957,12.7,10.8,0.175925926,5.5
2017Centract,6,6.4,-0.0625,36.1,32.4,0.114197531,35.7,34.1,0.0469,27.3,30.1,-0.093023256,7.2,10.8,-0.333333333,4.4
2017Centract,7.6,6.4,0.1875,28.6,32.4,-0.117283951,30.6,34.1,-0.1026,38.3,30.1,0.272425249,7.6,10.8,-0.296296296,3.8
2017Centract,7.3,6.4,0.140625,34.5,32.4,0.064814815,31.4,34.1,-0.0792,45.9,30.1,0.524916944,9.6,10.8,-0.111111111,2.7
2017Centract,10.8,6.4,0.6875,40.8,32.4,0.259259259,28.7,34.1,-0.1584,31.9,30.1,0.059800664,9.3,10.8,-0.138888889,2.2
2017Centract,9.2,6.4,0.4375,29.1,32.4,-0.101851852,35.2,34.1,0.0323,36.7,30.1,0.219269103,12,10.8,0.111111111,8.3
2017Centract,5.1,6.4,-0.203125,28.2,32.4,-0.12962963,31.6,34.1,-0.0733,29.7,30.1,-0.013289037,7.1,10.8,-0.342592593,3.8
2017Centract,8.5,6.4,0.328125,46.5,32.4,0.435185185,36.4,34.1,0.0674,25.1,30.1,-0.166112957,9.6,10.8,-0.111111111,3
2017Centract,7,6.4,0.09375,17.7,32.4,-0.453703704,26,34.1,-0.2375,27,30.1,-0.102990033,10.8,10.8,0,2.5
2017Centract,8,6.4,0.25,32.2,32.4,-0.00617284,38,34.1,0.1144,34,30.1,0.129568106,13.6,10.8,0.259259259,6.2
2017Centract,7,6.4,0.09375,30.3,32.4,-0.064814815,19.1,34.1,-0.4399,23.9,30.1,-0.205980066,8.1,10.8,-0.25,3
2017Centract,3.7,6.4,-0.421875,28.4,32.4,-0.12345679,17.5,34.1,-0.4868,24.3,30.1,-0.19269103,13,10.8,0.203703704,3.2
2017Centract,8.6,6.4,0.34375,30.7,32.4,-0.052469136,33.8,34.1,-0.0088,30.5,30.1,0.013289037,9,10.8,-0.166666667,3.5
2017Centract,5.4,6.4,-0.15625,39.7,32.4,0.225308642,35.6,34.1,0.0440,33.2,30.1,0.102990033,3.9,10.8,-0.638888889,3.2
2017Centract,5.2,6.4,-0.1875,53.1,32.4,0.638888889,32.7,34.1,-0.0411,26.2,30.1,-0.129568106,9,10.8,-0.166666667,3.3
2017Centract,8.6,6.4,0.34375,34,32.4,0.049382716,29.1,34.1,-0.1466,34.6,30.1,0.149501661,10.7,10.8,-0.009259259,6.7
2017Centract,4.6,6.4,-0.28125,41.8,32.4,0.290123457,32.8,34.1,-0.0381,32.3,30.1,0.073089701,15.9,10.8,0.472222222,5
2017Centract,2.9,6.4,-0.546875,36.8,32.4,0.135802469,28.8,34.1,-0.1554,37.3,30.1,0.239202658,8,10.8,-0.259259259,6.6
2017Centract,5.4,6.4,-0.15625,29.1,32.4,-0.101851852,25.8,34.1,-0.2434,23.3,30.1,-0.225913621,11.2,10.8,0.037037037,1.7
2017Centract,10.2,6.4,0.59375,27.1,32.4,-0.163580247,34.7,34.1,0.0176,31.8,30.1,0.056478405,5.6,10.8,-0.481481481,2.1
2017Centract,6,6.4,-0.0625,35.4,32.4,0.092592593,32.9,34.1,-0.0352,40.4,30.1,0.342192691,10.3,10.8,-0.046296296,4.6
2017Centract,5.1,6.4,-0.203125,39.2,32.4,0.209876543,24.3,34.1,-0.2874,37.7,30.1,0.252491694,13.9,10.8,0.287037037,4.5
2017Centract,4.4,6.4,-0.3125,44.7,32.4,0.37962963,33.2,34.1,-0.0264,32.5,30.1,0.079734219,7,10.8,-0.351851852,5.5
2017Centract,4.8,6.4,-0.25,20.9,32.4,-0.354938272,42.9,34.1,0.2581,23.8,30.1,-0.209302326,8.3,10.8,-0.231481481,6.8
2017Centract,3.3,6.4,-0.484375,27,32.4,-0.166666667,36.8,34.1,0.0792,28.6,30.1,-0.049833887,2.6,10.8,-0.759259259,3.8
2017Centract,3.4,6.4,-0.46875,34.8,32.4,0.074074074,27.6,34.1,-0.1906,32.5,30.1,0.079734219,8.7,10.8,-0.194444444,3
2017Centract,5,6.4,-0.21875,34.7,32.4,0.070987654,30.8,34.1,-0.0968,27.9,30.1,-0.073089701,16.1,10.8,0.490740741,6.1
2017Centract,8.8,6.4,0.375,40.7,32.4,0.25617284,47.4,34.1,0.3900,32.6,30.1,0.083056478,8.6,10.8,-0.203703704,1.5
2017Centract,5.3,6.4,-0.171875,28.7,32.4,-0.114197531,37.5,34.1,0.0997,24,30.1,-0.202657807,10.8,10.8,0,3
2017Centract,7,6.4,0.09375,42.2,32.4,0.302469136,37.2,34.1,0.0909,32.9,30.1,0.093023256,9.1,10.8,-0.157407407,2.8
2017Centract,3.9,6.4,-0.390625,23.4,32.4,-0.277777778,31.1,34.1,-0.0880,26.5,30.1,-0.119601329,6.3,10.8,-0.416666667,4.6
2017Centract,3,6.4,-0.53125,26.6,32.4,-0.179012346,20.2,34.1,-0.4076,22.8,30.1,-0.242524917,7.6,10.8,-0.296296296,2.8
2017Centract,7.1,6.4,0.109375,46,32.4,0.419753086,34,34.1,-0.0029,29.9,30.1,-0.006644518,7.7,10.8,-0.287037037,2.7
2017Centract,9.3,6.4,0.453125,28.5,32.4,-0.12037037,35.6,34.1,0.0440,32.4,30.1,0.07641196,12,10.8,0.111111111,2.6
2017Centract,5.8,6.4,-0.09375,31.7,32.4,-0.021604938,32.6,34.1,-0.0440,27.5,30.1,-0.086378738,13.8,10.8,0.277777778,3.2
2017Centract,5.2,6.4,-0.1875,37.8,32.4,0.166666667,32.6,34.1,-0.0440,36,30.1,0.196013289,16.7,10.8,0.546296296,4.3
2017Centract,5.8,6.4,-0.09375,43,32.4,0.327160494,34.1,34.1,0.0000,38.3,30.1,0.272425249,8.9,10.8,-0.175925926,2.9
2017Centract,8.9,6.4,0.390625,25,32.4,-0.228395062,34.8,34.1,0.0205,27.8,30.1,-0.07641196,6.9,10.8,-0.361111111,2.7
2017Centract,8.5,6.4,0.328125,42.9,32.4,0.324074074,24.7,34.1,-0.2757,46.5,30.1,0.544850498,8.9,10.8,-0.175925926,2.9
2017Centract,6.8,6.4,0.0625,21.1,32.4,-0.348765432,39.7,34.1,0.1642,32.6,30.1,0.083056478,16.8,10.8,0.555555556,3.4
2017Centract,6.9,6.4,0.078125,33.2,32.4,0.024691358,32.2,34.1,-0.0557,28.1,30.1,-0.066445183,8.7,10.8,-0.194444444,4.3
2017Centract,5.2,6.4,-0.1875,25.6,32.4,-0.209876543,34.9,34.1,0.0235,47.7,30.1,0.584717608,9.7,10.8,-0.101851852,4.4
2017Centract,5.7,6.4,-0.109375,39.9,32.4,0.231481481,34.2,34.1,0.0029,31.2,30.1,0.03654485,8.3,10.8,-0.231481481,4
2017Centract,3.8,6.4,-0.40625,37.9,32.4,0.169753086,32.3,34.1,-0.0528,32.7,30.1,0.086378738,9.2,10.8,-0.148148148,3.2
2017Centract,9.2,6.4,0.4375,32.7,32.4,0.009259259,37.2,34.1,0.0909,28.4,30.1,-0.056478405,8.8,10.8,-0.185185185,2.7
2017Centract,5.6,6.4,-0.125,40.2,32.4,0.240740741,15.7,34.1,-0.5396,30.9,30.1,0.026578073,7.9,10.8,-0.268518519,3.7
2017Centract,7.2,6.4,0.125,33.4,32.4,0.030864198,30.9,34.1,-0.0938,33.6,30.1,0.11627907,7.8,10.8,-0.277777778,2.1
2017Centract,5.8,6.4,-0.09375,52.2,32.4,0.611111111,38.4,34.1,0.1261,34.9,30.1,0.159468439,5.9,10.8,-0.453703704,6.5
2017Centract,4.9,6.4,-0.234375,31,32.4,-0.043209877,35.1,34.1,0.0293,30.3,30.1,0.006644518,3.1,10.8,-0.712962963,4
2017Centract,6.2,6.4,-0.03125,28.2,32.4,-0.12962963,28.8,34.1,-0.1554,23.2,30.1,-0.22923588,7.3,10.8,-0.324074074,6.7
2017Centract,5.2,6.4,-0.1875,32.8,32.4,0.012345679,30.1,34.1,-0.1173,39.2,30.1,0.302325581,1,10.8,-0.907407407,2.8
2017Centract,7.1,6.4,0.109375,31.6,32.4,-0.024691358,31.1,34.1,-0.0880,34.1,30.1,0.132890365,7.2,10.8,-0.333333333,0.5
2017Centract,6.6,6.4,0.03125,38.7,32.4,0.194444444,42.2,34.1,0.2375,30.8,30.1,0.023255814,9.3,10.8,-0.138888889,3
2017Centract,10.1,6.4,0.578125,25.3,32.4,-0.219135802,32.7,34.1,-0.0411,37.9,30.1,0.259136213,11.9,10.8,0.101851852,2.6
2017Centract,5.6,6.4,-0.125,33.7,32.4,0.040123457,34.9,34.1,0.0235,35.2,30.1,0.169435216,6.8,10.8,-0.37037037,3
2017Centract,4.3,6.4,-0.328125,24,32.4,-0.259259259,37.9,34.1,0.1114,27.9,30.1,-0.073089701,7.2,10.8,-0.333333333,4.1
2017Centract,8.8,6.4,0.375,34.1,32.4,0.052469136,29.5,34.1,-0.1349,32.3,30.1,0.073089701,8,10.8,-0.259259259,7.5
2017Centract,1.9,6.4,-0.703125,47.9,32.4,0.478395062,37.7,34.1,0.1056,42.6,30.1,0.415282392,5.6,10.8,-0.481481481,3.9
2017Centract,3.8,6.4,-0.40625,49.9,32.4,0.540123457,33.2,34.1,-0.0264,27.3,30.1,-0.093023256,8.4,10.8,-0.222222222,1.6
2017Centract,8.8,6.4,0.375,41.3,32.4,0.274691358,34.5,34.1,0.0117,36.5,30.1,0.212624585,5.7,10.8,-0.472222222,1.6
2017Centract,2,6.4,-0.6875,33.5,32.4,0.033950617,33.6,34.1,-0.0147,39.2,30.1,0.302325581,11.7,10.8,0.083333333,5.3
2017Centract,10.6,6.4,0.65625,27.2,32.4,-0.160493827,28.2,34.1,-0.1730,36.1,30.1,0.199335548,7.6,10.8,-0.296296296,3.2
2017Centract,5.8,6.4,-0.09375,27.4,32.4,-0.154320988,34.6,34.1,0.0147,29.1,30.1,-0.033222591,9.6,10.8,-0.111111111,3.8
2017Centract,12,6.4,0.875,11.3,32.4,-0.651234568,36.7,34.1,0.0762,36.9,30.1,0.225913621,9.4,10.8,-0.12962963,3.8
2017Centract,7.2,6.4,0.125,38.2,32.4,0.179012346,32.3,34.1,-0.0528,33.9,30.1,0.126245847,11.5,10.8,0.064814815,5.5
2017Centract,16.2,6.4,1.53125,21.6,32.4,-0.333333333,32.5,34.1,-0.0469,24.2,30.1,-0.196013289,4.4,10.8,-0.592592593,6.5
2017Centract,5.9,6.4,-0.078125,33.4,32.4,0.030864198,36.5,34.1,0.0704,26.9,30.1,-0.106312292,6.6,10.8,-0.388888889,6.7
2017Centract,6.9,6.4,0.078125,25.4,32.4,-0.216049383,28.6,34.1,-0.1613,32,30.1,0.063122924,9.8,10.8,-0.092592593,4.8
2017Centract,4.3,6.4,-0.328125,50.2,32.4,0.549382716,33.7,34.1,-0.0117,22.4,30.1,-0.255813953,6.8,10.8,-0.37037037,7.1
2017Centract,6.9,6.4,0.078125,34,32.4,0.049382716,27.9,34.1,-0.1818,39.8,30.1,0.322259136,7,10.8,-0.351851852,6.2
2017Centract,3,6.4,-0.53125,36.9,32.4,0.138888889,35.6,34.1,0.0440,26.6,30.1,-0.11627907,5.2,10.8,-0.518518519,4.2
2017Centract,8.2,6.4,0.28125,35.7,32.4,0.101851852,33.5,34.1,-0.0176,28.1,30.1,-0.066445183,7.2,10.8,-0.333333333,3.9
2017Centract,10.7,6.4,0.671875,42.3,32.4,0.305555556,36.1,34.1,0.0587,28.8,30.1,-0.043189369,9,10.8,-0.166666667,4.9
2017Centract,9,6.4,0.40625,27.7,32.4,-0.145061728,29.5,34.1,-0.1349,28.2,30.1,-0.063122924,10.2,10.8,-0.055555556,6.4
2017Centract,4.7,6.4,-0.265625,47.3,32.4,0.459876543,35,34.1,0.0264,30.6,30.1,0.016611296,6.2,10.8,-0.425925926,7.4
2017Centract,6,6.4,-0.0625,31.9,32.4,-0.015432099,36,34.1,0.0557,28.5,30.1,-0.053156146,8.6,10.8,-0.203703704,4.5
2017Centract,9.8,6.4,0.53125,32.2,32.4,-0.00617284,34.8,34.1,0.0205,33.3,30.1,0.106312292,9,10.8,-0.166666667,5.7
2017Centract,11.5,6.4,0.796875,30.6,32.4,-0.055555556,38.4,34.1,0.1261,33.3,30.1,0.106312292,8.7,10.8,-0.194444444,2.3
2017Centract,9.3,6.4,0.453125,39.4,32.4,0.216049383,32.4,34.1,-0.0499,26.8,30.1,-0.109634551,11.4,10.8,0.055555556,2.6
2017Centract,5.5,6.4,-0.140625,34.6,32.4,0.067901235,31.3,34.1,-0.0821,28.4,30.1,-0.056478405,10.6,10.8,-0.018518519,7.2
2017Centract,7.2,6.4,0.125,46.4,32.4,0.432098765,34,34.1,-0.0029,26.1,30.1,-0.132890365,7.9,10.8,-0.268518519,4.9
2017Centract,5.8,6.4,-0.09375,28.4,32.4,-0.12345679,39.9,34.1,0.1701,32.8,30.1,0.089700997,9.1,10.8,-0.157407407,2.7
2017Centract,9.4,6.4,0.46875,36.8,32.4,0.135802469,34.3,34.1,0.0059,42.2,30.1,0.401993355,8.6,10.8,-0.203703704,2.7
2017Centract,4.1,6.4,-0.359375,18.3,32.4,-0.435185185,40,34.1,0.1730,40.6,30.1,0.348837209,8.5,10.8,-0.212962963,4.1
2017Centract,3.8,6.4,-0.40625,27.2,32.4,-0.160493827,30.6,34.1,-0.1026,27.9,30.1,-0.073089701,9.4,10.8,-0.12962963,7.7
2017Centract,9.3,6.4,0.453125,23.1,32.4,-0.287037037,34.6,34.1,0.0147,32.4,30.1,0.07641196,11.1,10.8,0.027777778,1.9
2017Centract,9.1,6.4,0.421875,41.3,32.4,0.274691358,27.7,34.1,-0.1877,33.5,30.1,0.112956811,10.9,10.8,0.009259259,2.9
2017Centract,11.1,6.4,0.734375,53.1,32.4,0.638888889,34,34.1,-0.0029,35.4,30.1,0.176079734,12.6,10.8,0.166666667,3.6
2017Centract,7.7,6.4,0.203125,33.1,32.4,0.021604938,41.9,34.1,0.2287,34,30.1,0.129568106,8.8,10.8,-0.185185185,2.1
2017Centract,2.8,6.4,-0.5625,52.2,32.4,0.611111111,36.4,34.1,0.0674,31.4,30.1,0.043189369,8.5,10.8,-0.212962963,6.5
2017Centract,7.7,6.4,0.203125,39.2,32.4,0.209876543,35,34.1,0.0264,30,30.1,-0.003322259,8.9,10.8,-0.175925926,3.6
2017Centract,5.5,6.4,-0.140625,19.1,32.4,-0.410493827,35.2,34.1,0.0323,30.2,30.1,0.003322259,8.3,10.8,-0.231481481,6.5
2017Centract,5.7,6.4,-0.109375,32.1,32.4,-0.009259259,34.8,34.1,0.0205,28.9,30.1,-0.03986711,7.6,10.8,-0.296296296,1.5
2017Centract,5.3,6.4,-0.171875,34.5,32.4,0.064814815,34.7,34.1,0.0176,31.6,30.1,0.049833887,8,10.8,-0.259259259,2.9
2017Centract,9.4,6.4,0.46875,26.8,32.4,-0.172839506,26.1,34.1,-0.2346,37.2,30.1,0.235880399,4.6,10.8,-0.574074074,3.1
2017Centract,8,6.4,0.25,38.2,32.4,0.179012346,28.7,34.1,-0.1584,41.6,30.1,0.382059801,9.5,10.8,-0.12037037,3.8
2017Centract,6.5,6.4,0.015625,32.9,32.4,0.015432099,29.6,34.1,-0.1320,30.7,30.1,0.019933555,9.9,10.8,-0.083333333,3.7
2017Centract,8.9,6.4,0.390625,27.7,32.4,-0.145061728,35.9,34.1,0.0528,23.4,30.1,-0.222591362,6.4,10.8,-0.407407407,2.4
2017Centract,7.9,6.4,0.234375,36.6,32.4,0.12962963,34.9,34.1,0.0235,33.3,30.1,0.106312292,7.2,10.8,-0.333333333,4.6
2017Centract,6.7,6.4,0.046875,32.3,32.4,-0.00308642,35.8,34.1,0.0499,20.3,30.1,-0.325581395,11.1,10.8,0.027777778,3.9
2017Centract,6.2,6.4,-0.03125,40.4,32.4,0.24691358,37.8,34.1,0.1085,42,30.1,0.395348837,7.6,10.8,-0.296296296,3.3
2017Centract,8.9,6.4,0.390625,33.3,32.4,0.027777778,32.5,34.1,-0.0469,31.1,30.1,0.033222591,9.2,10.8,-0.148148148,2.1
2017Centract,6.1,6.4,-0.046875,32.2,32.4,-0.00617284,33.2,34.1,-0.0264,37.6,30.1,0.249169435,7.4,10.8,-0.314814815,3.8
2017Centract,7.7,6.4,0.203125,32.4,32.4,0,28.5,34.1,-0.1642,32.2,30.1,0.069767442,8.8,10.8,-0.185185185,4.7
2017Centract,4.4,6.4,-0.3125,44,32.4,0.358024691,35.7,34.1,0.0469,28.3,30.1,-0.059800664,15.8,10.8,0.462962963,2
2017Centract,4.7,6.4,-0.265625,32.6,32.4,0.00617284,38.1,34.1,0.1173,30.6,30.1,0.016611296,7.6,10.8,-0.296296296,5.3
2017Centract,7.2,6.4,0.125,20.7,32.4,-0.361111111,31.4,34.1,-0.0792,32,30.1,0.063122924,8.3,10.8,-0.231481481,1.2
2017Centract,10.1,6.4,0.578125,24.7,32.4,-0.237654321,29.9,34.1,-0.1232,40.8,30.1,0.355481728,12.1,10.8,0.12037037,5.4
2017Centract,6.2,6.4,-0.03125,27.9,32.4,-0.138888889,29.7,34.1,-0.1290,38.8,30.1,0.289036545,11.2,10.8,0.037037037,2.8
2017Centract,6.2,6.4,-0.03125,29.6,32.4,-0.086419753,33.5,34.1,-0.0176,29.1,30.1,-0.033222591,7.6,10.8,-0.296296296,3.5
2017Centract,20.3,6.4,2.171875,35.8,32.4,0.104938272,33.9,34.1,-0.0059,27.9,30.1,-0.073089701,14.4,10.8,0.333333333,7
2017Centract,6.5,6.4,0.015625,32.8,32.4,0.012345679,34.4,34.1,0.0088,35.7,30.1,0.186046512,9,10.8,-0.166666667,2.8
2017Centract,4,6.4,-0.375,37.3,32.4,0.151234568,35.4,34.1,0.0381,28.7,30.1,-0.046511628,8.1,10.8,-0.25,2.3
2017Centract,9.3,6.4,0.453125,29.6,32.4,-0.086419753,37.4,34.1,0.0968,36.8,30.1,0.222591362,5.8,10.8,-0.462962963,5.7
2017Centract,7.4,6.4,0.15625,29.5,32.4,-0.089506173,32.5,34.1,-0.0469,35.5,30.1,0.179401993,6.9,10.8,-0.361111111,4.9
2017Centract,4.8,6.4,-0.25,29.8,32.4,-0.080246914,31.6,34.1,-0.0733,49.6,30.1,0.647840532,8.3,10.8,-0.231481481,2.4
2017Centract,7.6,6.4,0.1875,46.5,32.4,0.435185185,26,34.1,-0.2375,32,30.1,0.063122924,8.1,10.8,-0.25,4.6
2017Centract,5.3,6.4,-0.171875,22.2,32.4,-0.314814815,36.3,34.1,0.0645,32.4,30.1,0.07641196,9.6,10.8,-0.111111111,2.9
2017Centract,6.8,6.4,0.0625,40.1,32.4,0.237654321,31.7,34.1,-0.0704,18.2,30.1,-0.395348837,19.5,10.8,0.805555556,4.9
2017Centract,9.4,6.4,0.46875,46.7,32.4,0.441358025,36.5,34.1,0.0704,44.5,30.1,0.478405316,6,10.8,-0.444444444,7.4
2017Centract,9.5,6.4,0.484375,31.8,32.4,-0.018518519,36.4,34.1,0.0674,33,30.1,0.096345515,4.6,10.8,-0.574074074,3.4
2017Centract,5.8,6.4,-0.09375,38.4,32.4,0.185185185,31.2,34.1,-0.0850,30.5,30.1,0.013289037,11.7,10.8,0.083333333,2.1
2017Centract,9.7,6.4,0.515625,39,32.4,0.203703704,30,34.1,-0.1202,31,30.1,0.029900332,7.5,10.8,-0.305555556,2
2017Centract,2.4,6.4,-0.625,28.7,32.4,-0.114197531,31.9,34.1,-0.0645,27.3,30.1,-0.093023256,7.1,10.8,-0.342592593,6.2
2017Centract,4,6.4,-0.375,25.8,32.4,-0.203703704,29.4,34.1,-0.1378,27.1,30.1,-0.099667774,7.2,10.8,-0.333333333,4.5
