Year,HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
2017Centract,6.1,6.4,-0.046875,27.9,32.4,-0.138888889,33.6,34.1,-0.0147,29.2,30.1,-0.029900332,14.6,10.8,0.351851852,3.4
2017Centract,5.8,6.4,-0.09375,33.4,32.4,0.030864198,30.1,34.1,-0.1173,14.5,30.1,-0.518272425,11.8,10.8,0.092592593,3.7
2017Centract,5.3,6.4,-0.171875,33,32.4,0.018518519,29.3,34.1,-0.1408,26.3,30.1,-0.126245847,8.8,10.8,-0.185185185,1.1
2017Centract,7,6.4,0.09375,25.2,32.4,-0.222222222,29.2,34.1,-0.1437,36,30.1,0.196013289,14,10.8,0.296296296,4.4
2017Centract,5.3,6.4,-0.171875,41.4,32.4,0.277777778,28.7,34.1,-0.1584,22.4,30.1,-0.255813953,7.9,10.8,-0.268518519,3.2
2017Centract,4.8,6.4,-0.25,33.2,32.4,0.024691358,32.8,34.1,-0.0381,27.1,30.1,-0.099667774,14.2,10.8,0.314814815,1.2
2017Centract,5.9,6.4,-0.078125,46.7,32.4,0.441358025,32.1,34.1,-0.0587,22.8,30.1,-0.242524917,8.7,10.8,-0.194444444,2.2
2017Centract,2.2,6.4,-0.65625,34.5,32.4,0.064814815,31.9,34.1,-0.0645,31.1,30.1,0.033222591,13.6,10.8,0.259259259,3.3
2017Centract,7.8,6.4,0.21875,33.2,32.4,0.024691358,29.8,34.1,-0.1261,23.2,30.1,-0.22923588,15,10.8,0.388888889,2.8
2017Centract,5.4,6.4,-0.15625,36,32.4,0.111111111,35.4,34.1,0.0381,33.3,30.1,0.106312292,12.3,10.8,0.138888889,4.7
2017Centract,4.9,6.4,-0.234375,37.1,32.4,0.145061728,32.1,34.1,-0.0587,23.2,30.1,-0.22923588,9.4,10.8,-0.12962963,2.4
2017Centract,3.9,6.4,-0.390625,36,32.4,0.111111111,34.8,34.1,0.0205,25.5,30.1,-0.15282392,17.3,10.8,0.601851852,3
2017Centract,5.1,6.4,-0.203125,26.8,32.4,-0.172839506,29.2,34.1,-0.1437,29,30.1,-0.03654485,10.2,10.8,-0.055555556,4.2
2017Centract,2.7,6.4,-0.578125,33.7,32.4,0.040123457,32.3,34.1,-0.0528,19.2,30.1,-0.362126246,10.8,10.8,0,2.7
2017Centract,6.3,6.4,-0.015625,36.6,32.4,0.12962963,32.2,34.1,-0.0557,34.8,30.1,0.156146179,11.6,10.8,0.074074074,1.4
2017Centract,2.6,6.4,-0.59375,21.6,32.4,-0.333333333,31.7,34.1,-0.0704,28.5,30.1,-0.053156146,13.2,10.8,0.222222222,0.8
2017Centract,5.5,6.4,-0.140625,33.8,32.4,0.043209877,23.8,34.1,-0.3021,34,30.1,0.129568106,6.6,10.8,-0.388888889,3.5
2017Centract,4.5,6.4,-0.296875,16.1,32.4,-0.50308642,29.3,34.1,-0.1408,23.7,30.1,-0.212624585,11.9,10.8,0.101851852,1.8
2017Centract,4.2,6.4,-0.34375,37.4,32.4,0.154320988,31,34.1,-0.0909,25.9,30.1,-0.139534884,11.5,10.8,0.064814815,2.8
2017Centract,4.5,6.4,-0.296875,33.8,32.4,0.043209877,34.8,34.1,0.0205,29.6,30.1,-0.016611296,10.3,10.8,-0.046296296,1.3
2017Centract,5.3,6.4,-0.171875,31,32.4,-0.043209877,32.1,34.1,-0.0587,28.3,30.1,-0.059800664,13.6,10.8,0.259259259,1.5
2017Centract,4.4,6.4,-0.3125,36.3,32.4,0.12037037,33.2,34.1,-0.0264,14.3,30.1,-0.524916944,9.4,10.8,-0.12962963,3.5
2017Centract,4.7,6.4,-0.265625,40.4,32.4,0.24691358,33.6,34.1,-0.0147,23.3,30.1,-0.225913621,14.1,10.8,0.305555556,2.7
2017Centract,6.6,6.4,0.03125,28,32.4,-0.135802469,30.1,34.1,-0.1173,20.6,30.1,-0.315614618,13.5,10.8,0.25,3.5
2017Centract,1.8,6.4,-0.71875,36.9,32.4,0.138888889,29.8,34.1,-0.1261,19.9,30.1,-0.338870432,13.8,10.8,0.277777778,3.2
2017Centract,5.2,6.4,-0.1875,40.1,32.4,0.237654321,21.9,34.1,-0.3578,25.8,30.1,-0.142857143,9.8,10.8,-0.092592593,3.2
2017Centract,6.4,6.4,0,35.6,32.4,0.098765432,35.8,34.1,0.0499,32.4,30.1,0.07641196,12.9,10.8,0.194444444,1.6
2017Centract,5.9,6.4,-0.078125,37.7,32.4,0.163580247,33.2,34.1,-0.0264,27.1,30.1,-0.099667774,8.7,10.8,-0.194444444,3.6
2017Centract,5.2,6.4,-0.1875,55,32.4,0.697530864,34.2,34.1,0.0029,23.8,30.1,-0.209302326,13.7,10.8,0.268518519,4.4
2017Centract,3.7,6.4,-0.421875,37.5,32.4,0.157407407,31.7,34.1,-0.0704,20.4,30.1,-0.322259136,10,10.8,-0.074074074,2.9
2017Centract,6.3,6.4,-0.015625,36.6,32.4,0.12962963,30.5,34.1,-0.1056,13.8,30.1,-0.541528239,12.8,10.8,0.185185185,3
2017Centract,3.1,6.4,-0.515625,35.2,32.4,0.086419753,33.9,34.1,-0.0059,40,30.1,0.328903654,14.6,10.8,0.351851852,3.6
2017Centract,5,6.4,-0.21875,26.2,32.4,-0.191358025,32.1,34.1,-0.0587,20,30.1,-0.335548173,14.1,10.8,0.305555556,2.6
2017Centract,6.6,6.4,0.03125,36.9,32.4,0.138888889,35.3,34.1,0.0352,13.5,30.1,-0.551495017,5.9,10.8,-0.453703704,4.3
2017Centract,5.1,6.4,-0.203125,28,32.4,-0.135802469,36.6,34.1,0.0733,24.4,30.1,-0.189368771,10.3,10.8,-0.046296296,2.8
2017Centract,6.5,6.4,0.015625,41.8,32.4,0.290123457,31.3,34.1,-0.0821,30.4,30.1,0.009966777,13,10.8,0.203703704,2.9
2017Centract,5.1,6.4,-0.203125,36,32.4,0.111111111,26.4,34.1,-0.2258,17.4,30.1,-0.42192691,8.9,10.8,-0.175925926,1.6
2017Centract,4.4,6.4,-0.3125,35.5,32.4,0.095679012,30.3,34.1,-0.1114,18.9,30.1,-0.372093023,13.6,10.8,0.259259259,2.3
2017Centract,5.4,6.4,-0.15625,44.5,32.4,0.37345679,34.9,34.1,0.0235,38.2,30.1,0.26910299,9.8,10.8,-0.092592593,4.7
2017Centract,5.9,6.4,-0.078125,29,32.4,-0.104938272,33.9,34.1,-0.0059,22.1,30.1,-0.265780731,13.1,10.8,0.212962963,2.3
2017Centract,5.6,6.4,-0.125,35.6,32.4,0.098765432,33.6,34.1,-0.0147,24.8,30.1,-0.176079734,11.5,10.8,0.064814815,5.5
2017Centract,7.3,6.4,0.140625,41.2,32.4,0.271604938,31.6,34.1,-0.0733,21.3,30.1,-0.292358804,10.8,10.8,0,1.5
2017Centract,5.5,6.4,-0.140625,36.8,32.4,0.135802469,20.4,34.1,-0.4018,12.9,30.1,-0.571428571,10.4,10.8,-0.037037037,3
2017Centract,5.2,6.4,-0.1875,34.9,32.4,0.077160494,31,34.1,-0.0909,23.9,30.1,-0.205980066,2.7,10.8,-0.75,4.4
2017Centract,4.8,6.4,-0.25,31.1,32.4,-0.040123457,32.9,34.1,-0.0352,29.8,30.1,-0.009966777,15.9,10.8,0.472222222,2.5
2017Centract,3.3,6.4,-0.484375,24.8,32.4,-0.234567901,34.9,34.1,0.0235,27.3,30.1,-0.093023256,10.3,10.8,-0.046296296,2.3
2017Centract,5.7,6.4,-0.109375,31.5,32.4,-0.027777778,23.8,34.1,-0.3021,32.1,30.1,0.066445183,15.2,10.8,0.407407407,3.4
2017Centract,5.7,6.4,-0.109375,24.7,32.4,-0.237654321,36.5,34.1,0.0704,32.2,30.1,0.069767442,7.5,10.8,-0.305555556,2.3
2017Centract,4.2,6.4,-0.34375,28.8,32.4,-0.111111111,33.4,34.1,-0.0205,21.3,30.1,-0.292358804,11.7,10.8,0.083333333,3.6
2017Centract,5.5,6.4,-0.140625,27.4,32.4,-0.154320988,32.5,34.1,-0.0469,26.8,30.1,-0.109634551,8.1,10.8,-0.25,4.8
2017Centract,5,6.4,-0.21875,38.2,32.4,0.179012346,25.7,34.1,-0.2463,18.7,30.1,-0.378737542,9.3,10.8,-0.138888889,4.7
2017Centract,6.2,6.4,-0.03125,35.7,32.4,0.101851852,32.5,34.1,-0.0469,19.4,30.1,-0.355481728,12.2,10.8,0.12962963,3.3
2017Centract,5.3,6.4,-0.171875,36.2,32.4,0.117283951,31.3,34.1,-0.0821,22.3,30.1,-0.259136213,11.9,10.8,0.101851852,3
2017Centract,7.4,6.4,0.15625,52,32.4,0.604938272,30.6,34.1,-0.1026,25.8,30.1,-0.142857143,3.4,10.8,-0.685185185,2.6
2017Centract,6.1,6.4,-0.046875,33.7,32.4,0.040123457,25.2,34.1,-0.2610,14.4,30.1,-0.521594684,12.7,10.8,0.175925926,4.5
2017Centract,7.2,6.4,0.125,30,32.4,-0.074074074,30.7,34.1,-0.0997,23.1,30.1,-0.23255814,7.6,10.8,-0.296296296,3
2017Centract,4.9,6.4,-0.234375,29,32.4,-0.104938272,25.9,34.1,-0.2405,35.7,30.1,0.186046512,10,10.8,-0.074074074,1.5
2017Centract,4.1,6.4,-0.359375,25.5,32.4,-0.212962963,19.5,34.1,-0.4282,31.3,30.1,0.03986711,11.8,10.8,0.092592593,2.7
2017Centract,6.3,6.4,-0.015625,32.2,32.4,-0.00617284,18.4,34.1,-0.4604,21.8,30.1,-0.275747508,11,10.8,0.018518519,3.3
2017Centract,3.3,6.4,-0.484375,48.2,32.4,0.487654321,35.8,34.1,0.0499,23.1,30.1,-0.23255814,12.8,10.8,0.185185185,3.1
2017Centract,4.6,6.4,-0.28125,45.2,32.4,0.395061728,29.5,34.1,-0.1349,37.4,30.1,0.242524917,11.7,10.8,0.083333333,3.1
2017Centract,5.7,6.4,-0.109375,24.8,32.4,-0.234567901,25.3,34.1,-0.2581,21.7,30.1,-0.279069767,12.3,10.8,0.138888889,3.4
2017Centract,4.7,6.4,-0.265625,34.4,32.4,0.061728395,32.5,34.1,-0.0469,11.4,30.1,-0.621262458,4.8,10.8,-0.555555556,2.5
2017Centract,5.1,6.4,-0.203125,39.4,32.4,0.216049383,35.3,34.1,0.0352,28.3,30.1,-0.059800664,12.9,10.8,0.194444444,5.9
2017Centract,6,6.4,-0.0625,20.4,32.4,-0.37037037,30,34.1,-0.1202,31.9,30.1,0.059800664,12.3,10.8,0.138888889,4.9
2017Centract,5.3,6.4,-0.171875,32,32.4,-0.012345679,35.8,34.1,0.0499,23.6,30.1,-0.215946844,10.6,10.8,-0.018518519,2.6
2017Centract,3.4,6.4,-0.46875,33.5,32.4,0.033950617,32.2,34.1,-0.0557,19.6,30.1,-0.348837209,9.2,10.8,-0.148148148,1.6
2017Centract,5.5,6.4,-0.140625,29,32.4,-0.104938272,41.8,34.1,0.2258,24.6,30.1,-0.182724252,15.6,10.8,0.444444444,2.9
2017Centract,6.3,6.4,-0.015625,33.1,32.4,0.021604938,33,34.1,-0.0323,30.7,30.1,0.019933555,13.2,10.8,0.222222222,2
2017Centract,6,6.4,-0.0625,37.3,32.4,0.151234568,32.6,34.1,-0.0440,12.8,30.1,-0.574750831,4.2,10.8,-0.611111111,4.3
2017Centract,5.6,6.4,-0.125,39.9,32.4,0.231481481,34.6,34.1,0.0147,25.6,30.1,-0.149501661,11.2,10.8,0.037037037,7.5
2017Centract,4.2,6.4,-0.34375,33.5,32.4,0.033950617,37,34.1,0.0850,30.5,30.1,0.013289037,4.3,10.8,-0.601851852,2.2
2017Centract,3.1,6.4,-0.515625,14,32.4,-0.567901235,32.7,34.1,-0.0411,19.6,30.1,-0.348837209,11.2,10.8,0.037037037,3.3
2017Centract,5.1,6.4,-0.203125,35.4,32.4,0.092592593,31.7,34.1,-0.0704,22.9,30.1,-0.239202658,15.1,10.8,0.398148148,1.8
2017Centract,6.8,6.4,0.0625,37.2,32.4,0.148148148,30.1,34.1,-0.1173,20.4,30.1,-0.322259136,14.8,10.8,0.37037037,2.2
2017Centract,14.5,6.4,1.265625,33.3,32.4,0.027777778,28.7,34.1,-0.1584,12,30.1,-0.601328904,8.4,10.8,-0.222222222,2.2
2017Centract,2.8,6.4,-0.5625,40.5,32.4,0.25,31.5,34.1,-0.0762,29.3,30.1,-0.026578073,10.7,10.8,-0.009259259,2.6
2017Centract,13,6.4,1.03125,29.5,32.4,-0.089506173,23.8,34.1,-0.3021,20.2,30.1,-0.328903654,6.9,10.8,-0.361111111,4
2017Centract,4.5,6.4,-0.296875,31.4,32.4,-0.030864198,35.6,34.1,0.0440,38.3,30.1,0.272425249,10.8,10.8,0,0.9
2017Centract,5.9,6.4,-0.078125,47,32.4,0.450617284,36.5,34.1,0.0704,29.5,30.1,-0.019933555,9.7,10.8,-0.101851852,3.3
2017Centract,2.2,6.4,-0.65625,36.9,32.4,0.138888889,34.3,34.1,0.0059,33.7,30.1,0.119601329,12,10.8,0.111111111,2.7
2017Centract,6.8,6.4,0.0625,25.4,32.4,-0.216049383,33.5,34.1,-0.0176,27.5,30.1,-0.086378738,10.9,10.8,0.009259259,4.2
2017Centract,2.7,6.4,-0.578125,29.3,32.4,-0.095679012,33.6,34.1,-0.0147,32.9,30.1,0.093023256,9.1,10.8,-0.157407407,5.5
2017Centract,7.6,6.4,0.1875,36.4,32.4,0.12345679,34.1,34.1,0.0000,30.8,30.1,0.023255814,13.4,10.8,0.240740741,2.9
2017Centract,5.5,6.4,-0.140625,37.4,32.4,0.154320988,34.8,34.1,0.0205,13.2,30.1,-0.561461794,5.4,10.8,-0.5,2.7
2017Centract,2,6.4,-0.6875,45.7,32.4,0.410493827,29.7,34.1,-0.1290,15.4,30.1,-0.488372093,7.3,10.8,-0.324074074,3.1
2017Centract,5.4,6.4,-0.15625,40,32.4,0.234567901,31.6,34.1,-0.0733,21.2,30.1,-0.295681063,17.9,10.8,0.657407407,2.1
2017Centract,4.9,6.4,-0.234375,32.3,32.4,-0.00308642,28.5,34.1,-0.1642,30.7,30.1,0.019933555,10.3,10.8,-0.046296296,3.3
2017Centract,6.2,6.4,-0.03125,42.5,32.4,0.311728395,30.6,34.1,-0.1026,25.7,30.1,-0.146179402,14.4,10.8,0.333333333,3
2017Centract,7.5,6.4,0.171875,30.5,32.4,-0.058641975,33,34.1,-0.0323,18.6,30.1,-0.382059801,14.2,10.8,0.314814815,2.8
2017Centract,4.9,6.4,-0.234375,33.6,32.4,0.037037037,28.9,34.1,-0.1525,34,30.1,0.129568106,9,10.8,-0.166666667,2.4
2017Centract,5.7,6.4,-0.109375,35.8,32.4,0.104938272,34.8,34.1,0.0205,34.6,30.1,0.149501661,3.7,10.8,-0.657407407,5.1
2017Centract,6.1,6.4,-0.046875,12.7,32.4,-0.608024691,29,34.1,-0.1496,38,30.1,0.262458472,5.1,10.8,-0.527777778,3.2
2017Centract,4.5,6.4,-0.296875,37,32.4,0.141975309,32.5,34.1,-0.0469,26.2,30.1,-0.129568106,14.1,10.8,0.305555556,3.8
2017Centract,5,6.4,-0.21875,32.7,32.4,0.009259259,34.2,34.1,0.0029,25,30.1,-0.169435216,8.7,10.8,-0.194444444,2.3
2017Centract,6.3,6.4,-0.015625,27.9,32.4,-0.138888889,39,34.1,0.1437,32.8,30.1,0.089700997,11.1,10.8,0.027777778,3.2
2017Centract,5.8,6.4,-0.09375,36.2,32.4,0.117283951,33.5,34.1,-0.0176,24.7,30.1,-0.179401993,7.8,10.8,-0.277777778,6.3
2017Centract,5.3,6.4,-0.171875,18.2,32.4,-0.438271605,36.1,34.1,0.0587,14,30.1,-0.534883721,15.6,10.8,0.444444444,2.1
2017Centract,7.6,6.4,0.1875,16.7,32.4,-0.484567901,30.8,34.1,-0.0968,19.3,30.1,-0.358803987,9.8,10.8,-0.092592593,3.5
2017Centract,6.8,6.4,0.0625,45.9,32.4,0.416666667,34.1,34.1,0.0000,24.2,30.1,-0.196013289,12.3,10.8,0.138888889,4
2017Centract,4.7,6.4,-0.265625,25.2,32.4,-0.222222222,34.6,34.1,0.0147,19.5,30.1,-0.352159468,11.1,10.8,0.027777778,1.5
2017Centract,6.2,6.4,-0.03125,38.2,32.4,0.179012346,30.1,34.1,-0.1173,38.1,30.1,0.265780731,12.6,10.8,0.166666667,3.5
2017Centract,4.7,6.4,-0.265625,29.1,32.4,-0.101851852,30.6,34.1,-0.1026,33,30.1,0.096345515,10,10.8,-0.074074074,3
2017Centract,8,6.4,0.25,32.3,32.4,-0.00308642,31.7,34.1,-0.0704,18.2,30.1,-0.395348837,5.5,10.8,-0.490740741,2.4
2017Centract,4.9,6.4,-0.234375,36.8,32.4,0.135802469,26.6,34.1,-0.2199,22.1,30.1,-0.265780731,5.3,10.8,-0.509259259,4.3
2017Centract,6.2,6.4,-0.03125,31.4,32.4,-0.030864198,30.2,34.1,-0.1144,24.1,30.1,-0.199335548,13.4,10.8,0.240740741,4.7
2017Centract,3,6.4,-0.53125,41.5,32.4,0.280864198,23.5,34.1,-0.3109,13.7,30.1,-0.544850498,9.6,10.8,-0.111111111,3.2
2017Centract,3.1,6.4,-0.515625,47,32.4,0.450617284,29.9,34.1,-0.1232,24.6,30.1,-0.182724252,10.4,10.8,-0.037037037,2.4
2017Centract,6.3,6.4,-0.015625,34.5,32.4,0.064814815,31.7,34.1,-0.0704,30.7,30.1,0.019933555,10.8,10.8,0,3.4
2017Centract,2.8,6.4,-0.5625,38.8,32.4,0.197530864,29.9,34.1,-0.1232,31.5,30.1,0.046511628,6.7,10.8,-0.37962963,2.3
2017Centract,4.6,6.4,-0.28125,28.2,32.4,-0.12962963,32.1,34.1,-0.0587,19.2,30.1,-0.362126246,12.3,10.8,0.138888889,3.1
2017Centract,5.6,6.4,-0.125,38.5,32.4,0.188271605,32.6,34.1,-0.0440,25.8,30.1,-0.142857143,12.4,10.8,0.148148148,1.4
2017Centract,7.1,6.4,0.109375,14.2,32.4,-0.561728395,31.4,34.1,-0.0792,26.8,30.1,-0.109634551,13.1,10.8,0.212962963,2.7
2017Centract,3.9,6.4,-0.390625,45,32.4,0.388888889,26.5,34.1,-0.2229,24.8,30.1,-0.176079734,11.5,10.8,0.064814815,3.5
2017Centract,4.1,6.4,-0.359375,28.5,32.4,-0.12037037,28.5,34.1,-0.1642,15.5,30.1,-0.485049834,14,10.8,0.296296296,2.7
2017Centract,8.9,6.4,0.390625,31.9,32.4,-0.015432099,38.7,34.1,0.1349,26.7,30.1,-0.112956811,11.9,10.8,0.101851852,3.9
2017Centract,5.4,6.4,-0.15625,31.6,32.4,-0.024691358,31.8,34.1,-0.0674,21.2,30.1,-0.295681063,10.1,10.8,-0.064814815,6.3
2017Centract,6,6.4,-0.0625,36.4,32.4,0.12345679,28.2,34.1,-0.1730,32.2,30.1,0.069767442,13.2,10.8,0.222222222,1.1
2017Centract,5.8,6.4,-0.09375,37.6,32.4,0.160493827,28.7,34.1,-0.1584,27.5,30.1,-0.086378738,19,10.8,0.759259259,2.3
2017Centract,5.2,6.4,-0.1875,37,32.4,0.141975309,42.1,34.1,0.2346,34,30.1,0.129568106,9.8,10.8,-0.092592593,4.2
2017Centract,4.3,6.4,-0.328125,32.3,32.4,-0.00308642,31.4,34.1,-0.0792,22.2,30.1,-0.262458472,9.1,10.8,-0.157407407,3.3
2017Centract,4.1,6.4,-0.359375,30,32.4,-0.074074074,26.9,34.1,-0.2111,29,30.1,-0.03654485,9.4,10.8,-0.12962963,3.7
2017Centract,5.3,6.4,-0.171875,28.4,32.4,-0.12345679,31.5,34.1,-0.0762,29,30.1,-0.03654485,9.5,10.8,-0.12037037,3.9
2017Centract,4.7,6.4,-0.265625,15.6,32.4,-0.518518519,33.8,34.1,-0.0088,26.4,30.1,-0.122923588,12.9,10.8,0.194444444,2.6
2017Centract,5.7,6.4,-0.109375,32.7,32.4,0.009259259,36.1,34.1,0.0587,18.8,30.1,-0.375415282,7.9,10.8,-0.268518519,5.4
2017Centract,5.3,6.4,-0.171875,32.9,32.4,0.015432099,33.5,34.1,-0.0176,12.1,30.1,-0.598006645,11.2,10.8,0.037037037,2.7
2017Centract,5.7,6.4,-0.109375,16.3,32.4,-0.49691358,22.9,34.1,-0.3284,33.7,30.1,0.119601329,6.7,10.8,-0.37962963,2.6
2017Centract,5.7,6.4,-0.109375,32.7,32.4,0.009259259,33.7,34.1,-0.0117,18.4,30.1,-0.388704319,8.7,10.8,-0.194444444,5.3
2017Centract,5.5,6.4,-0.140625,27.5,32.4,-0.151234568,32.8,34.1,-0.0381,35.8,30.1,0.189368771,15.6,10.8,0.444444444,2.4
2017Centract,5.8,6.4,-0.09375,43.4,32.4,0.339506173,30.6,34.1,-0.1026,30.6,30.1,0.016611296,7.8,10.8,-0.277777778,1.4
2017Centract,5.8,6.4,-0.09375,38.2,32.4,0.179012346,26.4,34.1,-0.2258,20.7,30.1,-0.312292359,19.3,10.8,0.787037037,3.4
2017Centract,2.4,6.4,-0.625,21.4,32.4,-0.339506173,33.2,34.1,-0.0264,32.7,30.1,0.086378738,9.4,10.8,-0.12962963,1.2
2017Centract,5,6.4,-0.21875,34.7,32.4,0.070987654,33.5,34.1,-0.0176,20.1,30.1,-0.332225914,14.1,10.8,0.305555556,2.7
2017Centract,5.9,6.4,-0.078125,38.3,32.4,0.182098765,23.7,34.1,-0.3050,15.9,30.1,-0.471760797,13.8,10.8,0.277777778,1.3
2017Centract,5,6.4,-0.21875,34,32.4,0.049382716,31.3,34.1,-0.0821,31.5,30.1,0.046511628,12.3,10.8,0.138888889,2.9
2017Centract,4.7,6.4,-0.265625,32.3,32.4,-0.00308642,30.2,34.1,-0.1144,17.9,30.1,-0.405315615,7,10.8,-0.351851852,2.3
2017Centract,4.4,6.4,-0.3125,32.3,32.4,-0.00308642,34.7,34.1,0.0176,23.7,30.1,-0.212624585,6,10.8,-0.444444444,3.7
2017Centract,7.4,6.4,0.15625,21.6,32.4,-0.333333333,34.4,34.1,0.0088,25.7,30.1,-0.146179402,13.1,10.8,0.212962963,3.4
2017Centract,5.8,6.4,-0.09375,22.9,32.4,-0.293209877,33.1,34.1,-0.0293,16.3,30.1,-0.458471761,11.2,10.8,0.037037037,2.9
2017Centract,5.6,6.4,-0.125,24.1,32.4,-0.25617284,34.4,34.1,0.0088,17.3,30.1,-0.425249169,6.7,10.8,-0.37962963,3.2
2017Centract,3.7,6.4,-0.421875,33.2,32.4,0.024691358,32.8,34.1,-0.0381,21.6,30.1,-0.282392027,16.5,10.8,0.527777778,3
2017Centract,3.8,6.4,-0.40625,36.2,32.4,0.117283951,31.9,34.1,-0.0645,24.8,30.1,-0.176079734,9.5,10.8,-0.12037037,2.5
2017Centract,5.3,6.4,-0.171875,27.5,32.4,-0.151234568,30.5,34.1,-0.1056,37.8,30.1,0.255813953,9.3,10.8,-0.138888889,2.9
2017Centract,5.2,6.4,-0.1875,34.9,32.4,0.077160494,32.3,34.1,-0.0528,35.8,30.1,0.189368771,15.1,10.8,0.398148148,3.8
2017Centract,6.5,6.4,0.015625,18,32.4,-0.444444444,32.3,34.1,-0.0528,24.7,30.1,-0.179401993,8.7,10.8,-0.194444444,4.5
2017Centract,1.3,6.4,-0.796875,36,32.4,0.111111111,33.4,34.1,-0.0205,24.2,30.1,-0.196013289,11.4,10.8,0.055555556,2.1
2017Centract,5.7,6.4,-0.109375,27.7,32.4,-0.145061728,28,34.1,-0.1789,22.3,30.1,-0.259136213,14.8,10.8,0.37037037,3.6
2017Centract,2.8,6.4,-0.5625,38,32.4,0.172839506,30.9,34.1,-0.0938,25.7,30.1,-0.146179402,11.8,10.8,0.092592593,4.2
2017Centract,7.5,6.4,0.171875,25.1,32.4,-0.225308642,31.4,34.1,-0.0792,19.6,30.1,-0.348837209,13.9,10.8,0.287037037,5.8
2017Centract,4.1,6.4,-0.359375,30.5,32.4,-0.058641975,31.1,34.1,-0.0880,31.4,30.1,0.043189369,10.8,10.8,0,2.5
2017Centract,4.5,6.4,-0.296875,30.3,32.4,-0.064814815,28.7,34.1,-0.1584,14.3,30.1,-0.524916944,14,10.8,0.296296296,1.3
2017Centract,5.3,6.4,-0.171875,24.6,32.4,-0.240740741,28.2,34.1,-0.1730,28.8,30.1,-0.043189369,16.2,10.8,0.5,5.7
2017Centract,4.6,6.4,-0.28125,28.4,32.4,-0.12345679,27.2,34.1,-0.2023,32.2,30.1,0.069767442,8.1,10.8,-0.25,4.3
2017Centract,5.5,6.4,-0.140625,23.3,32.4,-0.280864198,24.4,34.1,-0.2845,38.9,30.1,0.292358804,9.2,10.8,-0.148148148,2.8
2017Centract,6.3,6.4,-0.015625,25.7,32.4,-0.206790123,29.9,34.1,-0.1232,12.5,30.1,-0.584717608,9.4,10.8,-0.12962963,2.7
2017Centract,4.8,6.4,-0.25,13.3,32.4,-0.589506173,31.1,34.1,-0.0880,18.8,30.1,-0.375415282,7.9,10.8,-0.268518519,2.9
2017Centract,4.4,6.4,-0.3125,19.3,32.4,-0.404320988,35.6,34.1,0.0440,26.6,30.1,-0.11627907,12.2,10.8,0.12962963,3.5
2017Centract,4.3,6.4,-0.328125,35.4,32.4,0.092592593,26.8,34.1,-0.2141,25,30.1,-0.169435216,12.5,10.8,0.157407407,2
2017Centract,5.2,6.4,-0.1875,26.5,32.4,-0.182098765,28.1,34.1,-0.1760,22.5,30.1,-0.252491694,12.1,10.8,0.12037037,4.3
2017Centract,6.5,6.4,0.015625,26.4,32.4,-0.185185185,25.8,34.1,-0.2434,29.9,30.1,-0.006644518,5.4,10.8,-0.5,3.9
2017Centract,4.6,6.4,-0.28125,26.9,32.4,-0.169753086,29.5,34.1,-0.1349,38.1,30.1,0.265780731,5.1,10.8,-0.527777778,4.2
2017Centract,6.1,6.4,-0.046875,28.1,32.4,-0.132716049,25.2,34.1,-0.2610,28.7,30.1,-0.046511628,12.6,10.8,0.166666667,4.3
2017Centract,5.1,6.4,-0.203125,23.7,32.4,-0.268518519,29,34.1,-0.1496,29.5,30.1,-0.019933555,11.5,10.8,0.064814815,3.1
2017Centract,3.5,6.4,-0.453125,25.5,32.4,-0.212962963,30.9,34.1,-0.0938,15,30.1,-0.50166113,11.7,10.8,0.083333333,4.8
2017Centract,6.5,6.4,0.015625,28.3,32.4,-0.12654321,33.6,34.1,-0.0147,12.7,30.1,-0.57807309,12.1,10.8,0.12037037,2
2017Centract,5.7,6.4,-0.109375,23,32.4,-0.290123457,37.6,34.1,0.1026,29.7,30.1,-0.013289037,7.6,10.8,-0.296296296,3.8
2017Centract,5.7,6.4,-0.109375,18.9,32.4,-0.416666667,33.1,34.1,-0.0293,20,30.1,-0.335548173,6.6,10.8,-0.388888889,1.4
2017Centract,5.2,6.4,-0.1875,32.3,32.4,-0.00308642,33.7,34.1,-0.0117,36.9,30.1,0.225913621,12.5,10.8,0.157407407,2.4
2017Centract,6.7,6.4,0.046875,29.3,32.4,-0.095679012,30.7,34.1,-0.0997,30.1,30.1,0,7.1,10.8,-0.342592593,3.9
2017Centract,5,6.4,-0.21875,39.1,32.4,0.206790123,29.9,34.1,-0.1232,21.8,30.1,-0.275747508,12.7,10.8,0.175925926,2.9
2017Centract,5.9,6.4,-0.078125,25,32.4,-0.228395062,24.8,34.1,-0.2727,27.2,30.1,-0.096345515,10.4,10.8,-0.037037037,2.2
2017Centract,6.6,6.4,0.03125,42.2,32.4,0.302469136,18.7,34.1,-0.4516,29.8,30.1,-0.009966777,8.8,10.8,-0.185185185,3.2
2017Centract,7.3,6.4,0.140625,38.3,32.4,0.182098765,31.1,34.1,-0.0880,24.4,30.1,-0.189368771,6.6,10.8,-0.388888889,4.2
