HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
1.8,6.4,-0.71875,50.8,32.4,0.567901235,37.8,34.1,0.108504399,48.7,30.1,0.617940199,10.8,10.8,0,7.6
12.9,6.4,1.015625,44.9,32.4,0.385802469,28.1,34.1,-0.175953079,23.3,30.1,-0.225913621,9.6,10.8,-0.111111111,4.8
6.9,6.4,0.078125,33.8,32.4,0.043209877,39.9,34.1,0.170087977,30.9,30.1,0.026578073,11.4,10.8,0.055555556,2.3
12.2,6.4,0.90625,47.7,32.4,0.472222222,38.8,34.1,0.137829912,26.6,30.1,-0.11627907,9.4,10.8,-0.12962963,3.8
8.9,6.4,0.390625,40.4,32.4,0.24691358,38.3,34.1,0.123167155,46.4,30.1,0.541528239,8.7,10.8,-0.194444444,2
7.2,6.4,0.125,37.2,32.4,0.148148148,23.2,34.1,-0.319648094,47.5,30.1,0.57807309,7.6,10.8,-0.296296296,1.9
10,6.4,0.5625,33.7,32.4,0.040123457,34.3,34.1,0.005865103,48.3,30.1,0.604651163,8.2,10.8,-0.240740741,3.2
6.4,6.4,0,35.7,32.4,0.101851852,32.6,34.1,-0.04398827,42.1,30.1,0.398671096,3.9,10.8,-0.638888889,2
4.6,6.4,-0.28125,35.9,32.4,0.108024691,39.4,34.1,0.15542522,29.1,30.1,-0.033222591,6.2,10.8,-0.425925926,1.9
6.9,6.4,0.078125,29,32.4,-0.104938272,39.5,34.1,0.158357771,32.5,30.1,0.079734219,8,10.8,-0.259259259,7.2
13.2,6.4,1.0625,48.3,32.4,0.490740741,32.3,34.1,-0.052785924,29.8,30.1,-0.009966777,7.8,10.8,-0.277777778,2.1
5.5,6.4,-0.140625,30.5,32.4,-0.058641975,36,34.1,0.055718475,50.6,30.1,0.681063123,9.8,10.8,-0.092592593,1.9
9.9,6.4,0.546875,55.8,32.4,0.722222222,40.7,34.1,0.193548387,42,30.1,0.395348837,11.7,10.8,0.083333333,2.2
9.3,6.4,0.453125,47.6,32.4,0.469135802,30.1,34.1,-0.117302053,53.7,30.1,0.784053156,8,10.8,-0.259259259,3
7.7,6.4,0.203125,34.8,32.4,0.074074074,32.9,34.1,-0.035190616,31.5,30.1,0.046511628,8.3,10.8,-0.231481481,3.5
10.6,6.4,0.65625,52.7,32.4,0.62654321,37.5,34.1,0.099706745,28.5,30.1,-0.053156146,7.6,10.8,-0.296296296,1.5
6.1,6.4,-0.046875,24.1,32.4,-0.25617284,34.2,34.1,0.002932551,25.3,30.1,-0.159468439,8.8,10.8,-0.185185185,2.2
7.1,6.4,0.109375,37,32.4,0.141975309,36.2,34.1,0.061583578,30.4,30.1,0.009966777,8.5,10.8,-0.212962963,2.7
3.2,6.4,-0.5,37.1,32.4,0.145061728,27.4,34.1,-0.196480938,39.8,30.1,0.322259136,7.2,10.8,-0.333333333,4.5
7.5,6.4,0.171875,25.2,32.4,-0.222222222,24.6,34.1,-0.278592375,37.6,30.1,0.249169435,10.7,10.8,-0.009259259,2.1
7.5,6.4,0.171875,35.2,32.4,0.086419753,23.8,34.1,-0.302052786,32.1,30.1,0.066445183,10.4,10.8,-0.037037037,2.3
6.7,6.4,0.046875,34.5,32.4,0.064814815,8.6,34.1,-0.747800587,42.1,30.1,0.398671096,9.5,10.8,-0.12037037,7.3
7.8,6.4,0.21875,36.8,32.4,0.135802469,29.3,34.1,-0.140762463,37.4,30.1,0.242524917,7.7,10.8,-0.287037037,2.4
10.3,6.4,0.609375,39.2,32.4,0.209876543,26.2,34.1,-0.231671554,34.4,30.1,0.142857143,7.4,10.8,-0.314814815,3
5.1,6.4,-0.203125,39,32.4,0.203703704,33,34.1,-0.032258065,30.2,30.1,0.003322259,8.1,10.8,-0.25,4.2
6.9,6.4,0.078125,44.4,32.4,0.37037037,28.8,34.1,-0.15542522,53.8,30.1,0.787375415,13.9,10.8,0.287037037,8.2
7,6.4,0.09375,35.3,32.4,0.089506173,31.3,34.1,-0.082111437,28.8,30.1,-0.043189369,9.2,10.8,-0.148148148,1.1
10.6,6.4,0.65625,46.9,32.4,0.447530864,33.4,34.1,-0.020527859,48.6,30.1,0.61461794,6.4,10.8,-0.407407407,7.2
6.4,6.4,0,37.1,32.4,0.145061728,37.6,34.1,0.102639296,25,30.1,-0.169435216,12.9,10.8,0.194444444,2
8.6,6.4,0.34375,59.1,32.4,0.824074074,29.3,34.1,-0.140762463,21.2,30.1,-0.295681063,10.3,10.8,-0.046296296,2.6
9.7,6.4,0.515625,49.1,32.4,0.515432099,33.6,34.1,-0.014662757,52.4,30.1,0.740863787,8.9,10.8,-0.175925926,2
4.8,6.4,-0.25,38.7,32.4,0.194444444,36,34.1,0.055718475,35.7,30.1,0.186046512,7.8,10.8,-0.277777778,2.7
8.2,6.4,0.28125,46.8,32.4,0.444444444,35.6,34.1,0.04398827,32.3,30.1,0.073089701,8.6,10.8,-0.203703704,8.2
4.8,6.4,-0.25,23.3,32.4,-0.280864198,22,34.1,-0.35483871,32.3,30.1,0.073089701,8.2,10.8,-0.240740741,5.5
4.9,6.4,-0.234375,27.5,32.4,-0.151234568,35.5,34.1,0.041055718,33,30.1,0.096345515,8.5,10.8,-0.212962963,1.5
4.8,6.4,-0.25,52,32.4,0.604938272,37.9,34.1,0.11143695,42,30.1,0.395348837,11.5,10.8,0.064814815,5.6
7,6.4,0.09375,45.9,32.4,0.416666667,36.5,34.1,0.070381232,37.8,30.1,0.255813953,11,10.8,0.018518519,5.7
11.4,6.4,0.78125,36.5,32.4,0.12654321,31.1,34.1,-0.08797654,29.1,30.1,-0.033222591,7.1,10.8,-0.342592593,2.9
4.5,6.4,-0.296875,40.5,32.4,0.25,22.7,34.1,-0.33431085,49.4,30.1,0.641196013,7.2,10.8,-0.333333333,7.1
2,6.4,-0.6875,43.9,32.4,0.354938272,36.2,34.1,0.061583578,44.2,30.1,0.468438538,7.5,10.8,-0.305555556,3.8
5.9,6.4,-0.078125,42.1,32.4,0.299382716,40.9,34.1,0.19941349,25.9,30.1,-0.139534884,8.7,10.8,-0.194444444,4.2
2.2,6.4,-0.65625,40.8,32.4,0.259259259,31.9,34.1,-0.064516129,28.4,30.1,-0.056478405,13,10.8,0.203703704,2.4
7.1,6.4,0.109375,51.3,32.4,0.583333333,36.3,34.1,0.064516129,30.2,30.1,0.003322259,8,10.8,-0.259259259,2.6
4.5,6.4,-0.296875,59.6,32.4,0.839506173,33.8,34.1,-0.008797654,40,30.1,0.328903654,9.6,10.8,-0.111111111,2.3
5.9,6.4,-0.078125,31.2,32.4,-0.037037037,32.8,34.1,-0.038123167,36.9,30.1,0.225913621,9.6,10.8,-0.111111111,1.5
10.1,6.4,0.578125,33.1,32.4,0.021604938,25,34.1,-0.26686217,30.7,30.1,0.019933555,6.9,10.8,-0.361111111,4.3
4.8,6.4,-0.25,25.9,32.4,-0.200617284,33.8,34.1,-0.008797654,29.1,30.1,-0.033222591,10.3,10.8,-0.046296296,4
3.3,6.4,-0.484375,43.2,32.4,0.333333333,36.6,34.1,0.073313783,35.4,30.1,0.176079734,7.3,10.8,-0.324074074,4
8.9,6.4,0.390625,45.8,32.4,0.413580247,22.4,34.1,-0.343108504,26.2,30.1,-0.129568106,6.3,10.8,-0.416666667,3.5
3.7,6.4,-0.421875,31.4,32.4,-0.030864198,31.4,34.1,-0.079178886,33.7,30.1,0.119601329,8.4,10.8,-0.222222222,1.7
10.7,6.4,0.671875,31.5,32.4,-0.027777778,36.3,34.1,0.064516129,28.3,30.1,-0.059800664,7.4,10.8,-0.314814815,2
7.8,6.4,0.21875,39.8,32.4,0.228395062,30.6,34.1,-0.102639296,42.3,30.1,0.405315615,6.7,10.8,-0.37962963,2.9
6.6,6.4,0.03125,41.6,32.4,0.283950617,35.1,34.1,0.029325513,32.5,30.1,0.079734219,7.3,10.8,-0.324074074,2.2
3.4,6.4,-0.46875,28.5,32.4,-0.12037037,36.6,34.1,0.073313783,40.6,30.1,0.348837209,9.8,10.8,-0.092592593,1.9
5.6,6.4,-0.125,55.1,32.4,0.700617284,35.4,34.1,0.038123167,47.3,30.1,0.571428571,8.2,10.8,-0.240740741,1.4
11.2,6.4,0.75,33.9,32.4,0.046296296,27,34.1,-0.208211144,24.3,30.1,-0.19269103,6.5,10.8,-0.398148148,2.9
7.1,6.4,0.109375,34.1,32.4,0.052469136,28,34.1,-0.17888563,24.6,30.1,-0.182724252,10.2,10.8,-0.055555556,6.7
5.6,6.4,-0.125,38.6,32.4,0.191358025,30.4,34.1,-0.108504399,34.8,30.1,0.156146179,12.9,10.8,0.194444444,5.1
8.9,6.4,0.390625,46.1,32.4,0.422839506,28.6,34.1,-0.161290323,28.6,30.1,-0.049833887,8.6,10.8,-0.203703704,9.7
6.2,6.4,-0.03125,54.2,32.4,0.672839506,32,34.1,-0.061583578,43.8,30.1,0.455149502,9.4,10.8,-0.12962963,6.9
4.5,6.4,-0.296875,16.7,32.4,-0.484567901,22.2,34.1,-0.348973607,49.4,30.1,0.641196013,9.7,10.8,-0.101851852,7.2
4.9,6.4,-0.234375,57,32.4,0.759259259,31.8,34.1,-0.06744868,43,30.1,0.428571429,11.8,10.8,0.092592593,6.9
5,6.4,-0.21875,37,32.4,0.141975309,25.1,34.1,-0.263929619,46.8,30.1,0.554817276,8.9,10.8,-0.175925926,1.5
8.9,6.4,0.390625,43.6,32.4,0.345679012,36.7,34.1,0.076246334,25.6,30.1,-0.149501661,7.9,10.8,-0.268518519,2.1
7.4,6.4,0.15625,32.5,32.4,0.00308642,27.8,34.1,-0.184750733,26.5,30.1,-0.119601329,12.7,10.8,0.175925926,1.1
2.9,6.4,-0.546875,22.3,32.4,-0.311728395,38.3,34.1,0.123167155,26.2,30.1,-0.129568106,11.1,10.8,0.027777778,5.1
8.4,6.4,0.3125,46.7,32.4,0.441358025,23.2,34.1,-0.319648094,25.6,30.1,-0.149501661,9.4,10.8,-0.12962963,2.4
16.1,6.4,1.515625,46.8,32.4,0.444444444,21.9,34.1,-0.357771261,39.2,30.1,0.302325581,9.6,10.8,-0.111111111,2.7
6,6.4,-0.0625,31.3,32.4,-0.033950617,33.4,34.1,-0.020527859,52.3,30.1,0.737541528,8.3,10.8,-0.231481481,1.8
8.4,6.4,0.3125,34.3,32.4,0.058641975,35.9,34.1,0.052785924,28.3,30.1,-0.059800664,6.1,10.8,-0.435185185,3.6
8.7,6.4,0.359375,37.7,32.4,0.163580247,33.6,34.1,-0.014662757,32.7,30.1,0.086378738,11.9,10.8,0.101851852,1.9
7.8,6.4,0.21875,34.7,32.4,0.070987654,33,34.1,-0.032258065,22.5,30.1,-0.252491694,8.3,10.8,-0.231481481,2.5
9.2,6.4,0.4375,33,32.4,0.018518519,35.3,34.1,0.035190616,24.6,30.1,-0.182724252,7.4,10.8,-0.314814815,2.9
8.5,6.4,0.328125,52.1,32.4,0.608024691,37.4,34.1,0.096774194,49.4,30.1,0.641196013,14.1,10.8,0.305555556,1.8
6.2,6.4,-0.03125,38.7,32.4,0.194444444,27.3,34.1,-0.19941349,37.8,30.1,0.255813953,6.4,10.8,-0.407407407,5.6
7.8,6.4,0.21875,54.9,32.4,0.694444444,23.1,34.1,-0.322580645,26.8,30.1,-0.109634551,6.2,10.8,-0.425925926,1.8
11.1,6.4,0.734375,43.8,32.4,0.351851852,38.4,34.1,0.126099707,48.9,30.1,0.624584718,7.3,10.8,-0.324074074,2.7
4.6,6.4,-0.28125,29.7,32.4,-0.083333333,25.7,34.1,-0.246334311,41.8,30.1,0.388704319,10.9,10.8,0.009259259,1.7
6.5,6.4,0.015625,56.5,32.4,0.74382716,29.5,34.1,-0.134897361,45.4,30.1,0.508305648,5.5,10.8,-0.490740741,2.1
4.2,6.4,-0.34375,30.3,32.4,-0.064814815,31.8,34.1,-0.06744868,44.9,30.1,0.491694352,6.6,10.8,-0.388888889,2
5.3,6.4,-0.171875,60.1,32.4,0.854938272,36.2,34.1,0.061583578,27.8,30.1,-0.07641196,7.3,10.8,-0.324074074,4.6
7.6,6.4,0.1875,50.8,32.4,0.567901235,33.7,34.1,-0.011730205,24.1,30.1,-0.199335548,8.5,10.8,-0.212962963,2.1
9.9,6.4,0.546875,56.7,32.4,0.75,25.3,34.1,-0.258064516,47,30.1,0.561461794,9,10.8,-0.166666667,2.8
8.7,6.4,0.359375,52.9,32.4,0.632716049,32.7,34.1,-0.041055718,35.2,30.1,0.169435216,8.5,10.8,-0.212962963,3.1
9.8,6.4,0.53125,37.2,32.4,0.148148148,35,34.1,0.026392962,38.5,30.1,0.279069767,10,10.8,-0.074074074,2.5
8.1,6.4,0.265625,38.2,32.4,0.179012346,37,34.1,0.085043988,28.1,30.1,-0.066445183,9.8,10.8,-0.092592593,3.8
10.1,6.4,0.578125,31.8,32.4,-0.018518519,29.8,34.1,-0.126099707,28,30.1,-0.069767442,11.3,10.8,0.046296296,11.7
6,6.4,-0.0625,59.7,32.4,0.842592593,25.2,34.1,-0.260997067,38.7,30.1,0.285714286,13,10.8,0.203703704,1.4
11,6.4,0.71875,33.8,32.4,0.043209877,36.8,34.1,0.079178886,25.6,30.1,-0.149501661,9.9,10.8,-0.083333333,1.9
4.9,6.4,-0.234375,39.4,32.4,0.216049383,35.2,34.1,0.032258065,35.2,30.1,0.169435216,5.2,10.8,-0.518518519,3.6
7.8,6.4,0.21875,27.7,32.4,-0.145061728,33.7,34.1,-0.011730205,29.7,30.1,-0.013289037,7.5,10.8,-0.305555556,3.8
5.9,6.4,-0.078125,30.6,32.4,-0.055555556,37.6,34.1,0.102639296,46.3,30.1,0.53820598,8.7,10.8,-0.194444444,1.9
3.6,6.4,-0.4375,47.1,32.4,0.453703704,27,34.1,-0.208211144,46.5,30.1,0.544850498,7.6,10.8,-0.296296296,2.2
3.1,6.4,-0.515625,22.2,32.4,-0.314814815,40.2,34.1,0.17888563,34,30.1,0.129568106,5.4,10.8,-0.5,7.5
9.3,6.4,0.453125,28.8,32.4,-0.111111111,28.5,34.1,-0.164222874,37.5,30.1,0.245847176,9.8,10.8,-0.092592593,2.7
6.5,6.4,0.015625,35.8,32.4,0.104938272,27.5,34.1,-0.193548387,29.4,30.1,-0.023255814,9.2,10.8,-0.148148148,1.8
9.6,6.4,0.5,26.4,32.4,-0.185185185,29.3,34.1,-0.140762463,35,30.1,0.162790698,9.4,10.8,-0.12962963,6.3
5.4,6.4,-0.15625,39.7,32.4,0.225308642,42.4,34.1,0.24340176,28.1,30.1,-0.066445183,7.8,10.8,-0.277777778,4.7
3.7,6.4,-0.421875,49.5,32.4,0.527777778,34.5,34.1,0.011730205,26.2,30.1,-0.129568106,6.9,10.8,-0.361111111,9.2
6.6,6.4,0.03125,37.7,32.4,0.163580247,38.3,34.1,0.123167155,26.1,30.1,-0.132890365,8.3,10.8,-0.231481481,1.8
4.2,6.4,-0.34375,45.2,32.4,0.395061728,28.6,34.1,-0.161290323,31,30.1,0.029900332,7.1,10.8,-0.342592593,2.6
3.8,6.4,-0.40625,41.6,32.4,0.283950617,37,34.1,0.085043988,25.6,30.1,-0.149501661,6.7,10.8,-0.37962963,2.6
5.8,6.4,-0.09375,30.9,32.4,-0.046296296,32.7,34.1,-0.041055718,29.8,30.1,-0.009966777,12.3,10.8,0.138888889,1.7
12.2,6.4,0.90625,39.3,32.4,0.212962963,36.6,34.1,0.073313783,28.8,30.1,-0.043189369,9.4,10.8,-0.12962963,3.5
6.2,6.4,-0.03125,42.7,32.4,0.317901235,30.3,34.1,-0.11143695,25.8,30.1,-0.142857143,10.3,10.8,-0.046296296,3
5,6.4,-0.21875,36.6,32.4,0.12962963,20.2,34.1,-0.407624633,42.9,30.1,0.425249169,9.3,10.8,-0.138888889,6.8
7.6,6.4,0.1875,53.1,32.4,0.638888889,32.2,34.1,-0.055718475,33.9,30.1,0.126245847,7.9,10.8,-0.268518519,2.8
7.3,6.4,0.140625,54.1,32.4,0.669753086,28.2,34.1,-0.173020528,36.1,30.1,0.199335548,6.3,10.8,-0.416666667,6.2
1.8,6.4,-0.71875,30.5,32.4,-0.058641975,34.1,34.1,0,46.2,30.1,0.534883721,10.4,10.8,-0.037037037,2.3
7.5,6.4,0.171875,54.1,32.4,0.669753086,32.4,34.1,-0.049853372,35.7,30.1,0.186046512,7.9,10.8,-0.268518519,2.9
6,6.4,-0.0625,14,32.4,-0.567901235,37,34.1,0.085043988,41.1,30.1,0.365448505,7.8,10.8,-0.277777778,2.7
3.4,6.4,-0.46875,48.7,32.4,0.50308642,28.3,34.1,-0.170087977,26.6,30.1,-0.11627907,8.3,10.8,-0.231481481,5
3.7,6.4,-0.421875,53.1,32.4,0.638888889,34.4,34.1,0.008797654,40,30.1,0.328903654,12.5,10.8,0.157407407,3.4
8.9,6.4,0.390625,28.1,32.4,-0.132716049,34.5,34.1,0.011730205,35.4,30.1,0.176079734,7.9,10.8,-0.268518519,8.7
7.7,6.4,0.203125,33,32.4,0.018518519,29.1,34.1,-0.146627566,36.2,30.1,0.202657807,7.6,10.8,-0.296296296,2.4
5.1,6.4,-0.203125,41.5,32.4,0.280864198,30.2,34.1,-0.114369501,47,30.1,0.561461794,8.4,10.8,-0.222222222,2.2
6,6.4,-0.0625,37.9,32.4,0.169753086,37.8,34.1,0.108504399,31.3,30.1,0.03986711,7.9,10.8,-0.268518519,4.1
9.4,6.4,0.46875,31.1,32.4,-0.040123457,26.3,34.1,-0.228739003,43.1,30.1,0.431893688,7.3,10.8,-0.324074074,4.4
12.8,6.4,1,43.2,32.4,0.333333333,39.9,34.1,0.170087977,28.9,30.1,-0.03986711,5.4,10.8,-0.5,2
3.6,6.4,-0.4375,39,32.4,0.203703704,25.6,34.1,-0.249266862,26,30.1,-0.136212625,8.6,10.8,-0.203703704,5.7
9.9,6.4,0.546875,29.7,32.4,-0.083333333,38.2,34.1,0.120234604,25.7,30.1,-0.146179402,9.8,10.8,-0.092592593,4.2
8.6,6.4,0.34375,49.3,32.4,0.521604938,33.1,34.1,-0.029325513,28.7,30.1,-0.046511628,5.7,10.8,-0.472222222,2.9
11.7,6.4,0.828125,41,32.4,0.265432099,28.1,34.1,-0.175953079,31.8,30.1,0.056478405,5.9,10.8,-0.453703704,1.9
7.3,6.4,0.140625,51.6,32.4,0.592592593,27.5,34.1,-0.193548387,25.9,30.1,-0.139534884,10.4,10.8,-0.037037037,6.6
9.8,6.4,0.53125,48.6,32.4,0.5,33.9,34.1,-0.005865103,29.4,30.1,-0.023255814,8.5,10.8,-0.212962963,1.9
6.4,6.4,0,51.3,32.4,0.583333333,34.9,34.1,0.023460411,46.4,30.1,0.541528239,5.3,10.8,-0.509259259,3.7
5.5,6.4,-0.140625,45.8,32.4,0.413580247,31.1,34.1,-0.08797654,49.2,30.1,0.634551495,7.8,10.8,-0.277777778,3.6
5,6.4,-0.21875,57.4,32.4,0.771604938,34.7,34.1,0.017595308,32.2,30.1,0.069767442,9.7,10.8,-0.101851852,5.5
5.8,6.4,-0.09375,27.6,32.4,-0.148148148,28.8,34.1,-0.15542522,38.3,30.1,0.272425249,3.7,10.8,-0.657407407,7.4
3.8,6.4,-0.40625,48.2,32.4,0.487654321,37.1,34.1,0.08797654,26.6,30.1,-0.11627907,5.2,10.8,-0.518518519,2.9
5.2,6.4,-0.1875,38.7,32.4,0.194444444,27.9,34.1,-0.181818182,34.4,30.1,0.142857143,8.9,10.8,-0.175925926,1.3
0.6,6.4,-0.90625,31,32.4,-0.043209877,26.4,34.1,-0.225806452,27.7,30.1,-0.079734219,4.4,10.8,-0.592592593,2.9
6.9,6.4,0.078125,30.9,32.4,-0.046296296,27.5,34.1,-0.193548387,28.2,30.1,-0.063122924,7.4,10.8,-0.314814815,2
1.8,6.4,-0.71875,22.2,32.4,-0.314814815,37.9,34.1,0.11143695,33.2,30.1,0.102990033,10.1,10.8,-0.064814815,1.3
5.5,6.4,-0.140625,39.3,32.4,0.212962963,38.2,34.1,0.120234604,42.9,30.1,0.425249169,9.2,10.8,-0.148148148,9
4.9,6.4,-0.234375,46.7,32.4,0.441358025,24.2,34.1,-0.290322581,44.4,30.1,0.475083056,7.3,10.8,-0.324074074,2.2
8.6,6.4,0.34375,50.4,32.4,0.555555556,30.8,34.1,-0.096774194,33.5,30.1,0.112956811,8.2,10.8,-0.240740741,2.3
9.5,6.4,0.484375,32.1,32.4,-0.009259259,30,34.1,-0.120234604,25.7,30.1,-0.146179402,9.5,10.8,-0.12037037,4.3
8.6,6.4,0.34375,36.7,32.4,0.132716049,22.6,34.1,-0.337243402,25.2,30.1,-0.162790698,7.5,10.8,-0.305555556,3.1
2.3,6.4,-0.640625,29.1,32.4,-0.101851852,30.3,34.1,-0.11143695,25.7,30.1,-0.146179402,6,10.8,-0.444444444,2
5.2,6.4,-0.1875,49.3,32.4,0.521604938,43,34.1,0.260997067,34.8,30.1,0.156146179,10.9,10.8,0.009259259,2.1
7.3,6.4,0.140625,10.8,32.4,-0.666666667,30.8,34.1,-0.096774194,31.2,30.1,0.03654485,10,10.8,-0.074074074,2.4
6.1,6.4,-0.046875,44.8,32.4,0.382716049,34.8,34.1,0.020527859,34.9,30.1,0.159468439,8.9,10.8,-0.175925926,2.5
8.3,6.4,0.296875,38.3,32.4,0.182098765,31.9,34.1,-0.064516129,42.7,30.1,0.418604651,6.5,10.8,-0.398148148,8.1
4,6.4,-0.375,56.3,32.4,0.737654321,31.3,34.1,-0.082111437,54.4,30.1,0.80730897,8.5,10.8,-0.212962963,5.7
7.5,6.4,0.171875,50.4,32.4,0.555555556,34.9,34.1,0.023460411,28.1,30.1,-0.066445183,7.4,10.8,-0.314814815,2
8.4,6.4,0.3125,42.7,32.4,0.317901235,27.9,34.1,-0.181818182,37,30.1,0.22923588,4.8,10.8,-0.555555556,1.6
7.1,6.4,0.109375,28.3,32.4,-0.12654321,32.8,34.1,-0.038123167,26.1,30.1,-0.132890365,7.1,10.8,-0.342592593,5.2
5.3,6.4,-0.171875,57.3,32.4,0.768518519,34.4,34.1,0.008797654,31.6,30.1,0.049833887,8.3,10.8,-0.231481481,4.5
7.7,6.4,0.203125,29.6,32.4,-0.086419753,27.9,34.1,-0.181818182,43,30.1,0.428571429,9.1,10.8,-0.157407407,2.2
4.2,6.4,-0.34375,35.4,32.4,0.092592593,31.4,34.1,-0.079178886,32.3,30.1,0.073089701,6.7,10.8,-0.37962963,5.1
7.4,6.4,0.15625,61.4,32.4,0.895061728,31.6,34.1,-0.073313783,37.1,30.1,0.23255814,6.9,10.8,-0.361111111,1.2
6,6.4,-0.0625,53.7,32.4,0.657407407,25.7,34.1,-0.246334311,36.5,30.1,0.212624585,5.4,10.8,-0.5,1.9
3.5,6.4,-0.453125,29.9,32.4,-0.077160494,30.6,34.1,-0.102639296,30.9,30.1,0.026578073,5.9,10.8,-0.453703704,5.4
5.9,6.4,-0.078125,42.9,32.4,0.324074074,34.6,34.1,0.014662757,46,30.1,0.528239203,8.1,10.8,-0.25,2.6
4.1,6.4,-0.359375,33.3,32.4,0.027777778,30.9,34.1,-0.093841642,33.8,30.1,0.122923588,9.2,10.8,-0.148148148,5.2
5.6,6.4,-0.125,37.8,32.4,0.166666667,50,34.1,0.46627566,35.2,30.1,0.169435216,7,10.8,-0.351851852,4.2
5.7,6.4,-0.109375,44.3,32.4,0.367283951,26.4,34.1,-0.225806452,24.5,30.1,-0.186046512,5.8,10.8,-0.462962963,2.5
10.6,6.4,0.65625,43.3,32.4,0.336419753,43.4,34.1,0.272727273,31.9,30.1,0.059800664,5,10.8,-0.537037037,2.5
5.9,6.4,-0.078125,47.6,32.4,0.469135802,25.3,34.1,-0.258064516,46,30.1,0.528239203,12,10.8,0.111111111,2.4
7.7,6.4,0.203125,46.3,32.4,0.429012346,33.6,34.1,-0.014662757,36.1,30.1,0.199335548,10.7,10.8,-0.009259259,6.2
3.6,6.4,-0.4375,37.7,32.4,0.163580247,30.7,34.1,-0.099706745,28.7,30.1,-0.046511628,10.9,10.8,0.009259259,7.4
1.9,6.4,-0.703125,57,32.4,0.759259259,31.2,34.1,-0.085043988,39.9,30.1,0.325581395,13.3,10.8,0.231481481,4.4
10.1,6.4,0.578125,21.9,32.4,-0.324074074,28.6,34.1,-0.161290323,28.6,30.1,-0.049833887,13.2,10.8,0.222222222,3.2
11.1,6.4,0.734375,29.9,32.4,-0.077160494,27.1,34.1,-0.205278592,39.2,30.1,0.302325581,9.6,10.8,-0.111111111,2
5,6.4,-0.21875,28.4,32.4,-0.12345679,30,34.1,-0.120234604,26.7,30.1,-0.112956811,11.2,10.8,0.037037037,2
8.5,6.4,0.328125,30.9,32.4,-0.046296296,33,34.1,-0.032258065,26.8,30.1,-0.109634551,9.9,10.8,-0.083333333,3.1
3.2,6.4,-0.5,56.2,32.4,0.734567901,30.3,34.1,-0.11143695,27,30.1,-0.102990033,12,10.8,0.111111111,2.1
7.3,6.4,0.140625,37.5,32.4,0.157407407,32,34.1,-0.061583578,24.8,30.1,-0.176079734,10.7,10.8,-0.009259259,2.6
7,6.4,0.09375,54.8,32.4,0.691358025,26.5,34.1,-0.2228739,24.8,30.1,-0.176079734,13.3,10.8,0.231481481,3.1
11.3,6.4,0.765625,58.6,32.4,0.808641975,25.9,34.1,-0.240469208,25.1,30.1,-0.166112957,14,10.8,0.296296296,3.3
8.8,6.4,0.375,45.6,32.4,0.407407407,30.3,34.1,-0.11143695,30.3,30.1,0.006644518,12.3,10.8,0.138888889,3.4
10.1,6.4,0.578125,55.2,32.4,0.703703704,35.1,34.1,0.029325513,28.9,30.1,-0.03986711,10.7,10.8,-0.009259259,2.7
7.6,6.4,0.1875,42.7,32.4,0.317901235,27.7,34.1,-0.187683284,35.2,30.1,0.169435216,12,10.8,0.111111111,2.2
10.9,6.4,0.703125,58.6,32.4,0.808641975,32.2,34.1,-0.055718475,37.5,30.1,0.245847176,10.5,10.8,-0.027777778,2.1
7.5,6.4,0.171875,56.2,32.4,0.734567901,33.9,34.1,-0.005865103,33.5,30.1,0.112956811,12.4,10.8,0.148148148,1.5
8.4,6.4,0.3125,52.8,32.4,0.62962963,32.7,34.1,-0.041055718,34.1,30.1,0.132890365,10.1,10.8,-0.064814815,2.7
9.3,6.4,0.453125,59.9,32.4,0.848765432,32.3,34.1,-0.052785924,26.7,30.1,-0.112956811,12.1,10.8,0.12037037,1.8
9.2,6.4,0.4375,45.3,32.4,0.398148148,28.4,34.1,-0.167155425,35.4,30.1,0.176079734,11.2,10.8,0.037037037,2.1
3.4,6.4,-0.46875,30.8,32.4,-0.049382716,32.3,34.1,-0.052785924,26.1,30.1,-0.132890365,6.5,10.8,-0.398148148,1.6
4.3,6.4,-0.328125,54.1,32.4,0.669753086,25,34.1,-0.26686217,35.9,30.1,0.19269103,6.6,10.8,-0.388888889,3.8
5.9,6.4,-0.078125,49.6,32.4,0.530864198,31.3,34.1,-0.082111437,30.2,30.1,0.003322259,10.1,10.8,-0.064814815,2.2
7.5,6.4,0.171875,31.7,32.4,-0.021604938,28.9,34.1,-0.152492669,41.5,30.1,0.378737542,7.4,10.8,-0.314814815,0.6
6.1,6.4,-0.046875,50.2,32.4,0.549382716,24.8,34.1,-0.272727273,27.3,30.1,-0.093023256,9.5,10.8,-0.12037037,2.5
8.2,6.4,0.28125,41.6,32.4,0.283950617,29.6,34.1,-0.131964809,27.4,30.1,-0.089700997,8.4,10.8,-0.222222222,3.3
7.2,6.4,0.125,47.7,32.4,0.472222222,34.7,34.1,0.017595308,25.5,30.1,-0.15282392,7.3,10.8,-0.324074074,1.9
10.9,6.4,0.703125,37.6,32.4,0.160493827,32.5,34.1,-0.046920821,37.6,30.1,0.249169435,7,10.8,-0.351851852,4.9
