HD_M_Value,HBP_M_Value,HC_M_Value,OB_M_Value,DB_M_Value,Target_Value
6.4,39,34.3,33.5,8.4,2.3
5.8,23.9,31.4,21,10,3.2
3.6,25.5,28.4,23.5,8.2,1.8
5.3,44,34,41.9,6.8,2
1.9,29.7,35,27.7,5.7,5.5
8.5,33.5,38,43.3,6.4,2.2
5.6,34.9,34.2,22.1,10.3,3.6
4.4,37.2,32.9,39.8,9.4,1
5.3,18.6,33.3,35.9,9.3,6
3.2,32.6,32,26.8,8.8,5.4
6.7,29.3,20.6,28.3,9,2.4
3.8,19.2,37.8,29.1,10,2.5
2.8,26.7,31,31.9,8.1,2.9
6,27.5,38.9,46,8.7,2.7
2.1,29.9,34.7,41.6,9.1,2.1
4.5,30.1,27.4,29.1,8.3,3.5
1.8,46.1,29.1,32.2,10.4,4.6
7,30.7,29,42.4,9.2,3
3.5,36,33.3,45.9,8.7,2.1
6.2,29.7,33.6,40.2,11,2.7
4.6,29.2,29.6,38.9,8.2,2.2
6.6,39.3,27.4,34.7,9.3,2.2
6.4,28.2,27.4,36.1,10.1,1.8
1.8,22.2,33.9,43,9.6,2.2
7,36.6,31.7,42.7,8.4,3.2
2.3,29.2,34.5,38.5,8,1.4
3.3,26.4,36.8,40.5,10.9,1.7
3.8,27.2,37.5,38.2,7.7,5
8.1,32.7,26.9,29.1,11.1,3.3
3.7,21.1,31.4,34.3,7.9,2.6
5.9,42,30.4,42.7,7,3.3
3.6,35.3,31.7,31.5,6,2.9
6.2,45.6,36,24.8,7.7,5
1.8,30.1,35.2,44.1,9,1.8
8.9,28.6,40.3,32.5,11.4,5.4
9,42.3,35.6,47.1,5.8,0.9
5.3,25.6,35,31.1,9,7
7.3,22.4,21.7,31.9,14,7
5.3,20.9,38.1,26.5,9.5,3.1
10.1,37.7,34.8,46.7,7.9,3
3.9,34,32.8,40.4,7.5,2.8
3.9,28.8,33.5,38.2,7.2,3.1
8.6,21.1,36.9,30.7,9.8,2.5
4.1,35.9,45.9,37.7,6.5,2
5.8,31.4,27.3,32.7,7.7,3.6
5.2,26,34.3,34.3,10.4,1.4
4.4,44.8,36.4,38.3,4.2,3.8
5.1,36,35.5,24.2,8.5,6.9
3.1,38.1,39.1,36.7,15.4,1.8
9.7,30.5,36.3,39.2,11.4,3.5
6,30,31.3,34.7,8.1,3.4
7.5,25.7,33.7,23.7,8,3.2
2.1,25.9,41.4,27,7.9,3.1
3.7,36.3,29,30.4,7.1,2.7
6.4,37.6,33.9,30.7,8.9,2.5
4.8,21.4,40.9,36.6,6.5,2.5
5.5,36.9,28.1,42.1,8.7,6.8
3.7,32.1,38.4,28.6,8.1,2.1
6.7,40.8,41.8,23.9,6.7,2.9
3.6,34.1,38.5,26.1,9.4,1.6
2.6,30.6,39.7,37.2,8.1,1.9
5.6,49.2,38.6,29.3,10,4.3
6.1,31.9,32,26.9,7.4,2.1
4.5,32.3,31.3,28.6,8.8,0.6
5.2,29.3,21.6,34.8,7.5,2.6
5.9,28.7,26.5,38.7,9.6,3.6
3.6,29.7,42.1,41.2,8.2,1.8
6.2,29.5,36.5,30.7,8.3,2.8
7.2,33.2,36.6,22.3,8.4,2.6
4,41.7,38.8,42.7,9,7.2
8.1,26.3,36.2,36.6,10.7,2.1
2.9,49.7,32,33.4,11.3,2.9
5.3,20.8,39.9,36.5,7,2.4
2.6,15.6,38.7,37,9.1,2.3
7.7,41.6,38.4,36.3,8.3,3.7
2.6,36.1,37.6,35.1,10.6,4.3
6.9,26.8,37.8,29.8,7.2,2.4
4.4,32.1,35.2,40.2,9.6,5.6
7.9,25.9,32.5,38.9,9.1,2.9
4.6,26.9,37.2,29.8,8.8,4.3
8.1,29,35.5,31.8,9.5,1.6
4.8,35,40.6,38.1,8.2,3.6
4.3,50.1,26.6,22.7,9.3,2.5
7.9,24.1,36,25.4,8.6,3.6
5.4,37.1,30.2,43.2,8.5,3.7
8.8,30.4,24.7,37.4,8.5,1.7
7.2,36,32.7,22.4,8.5,4.9
4.4,31.1,36.9,46,9.4,3.1
3.9,29.3,31,38.7,10,4.2
9.6,29.8,39.8,33.9,6.6,1.6
5.5,32.2,35.6,25.7,11.6,3.6
9,30.9,32.3,34.5,9.8,3.6
6.9,31.5,38.3,27.6,7.5,4
4.9,25.1,27.8,30.4,10.3,3.1
4.4,21.1,36.7,34.5,7.8,1.5
3.7,23.7,39.1,35.2,9.6,3.5
7,44.9,39.2,23.4,9.7,2.9
3.2,26.6,34.3,36.5,9.3,3.5
4.2,44.8,33.2,39.2,8.1,4.3
7.2,22.3,29.9,36.3,12.3,2.1
7.4,33.1,39.6,38.6,7.6,3.4
5.6,37.2,34.2,27.9,10.5,1.7
3.2,34.1,22.2,36.9,6.7,4.9
6.1,30.3,36.2,30.6,11.5,1.8
3,26,32,38.4,12,2.6
4.4,28.4,22.9,38.1,22.3,3.4
4.1,28.6,28.3,27.7,7.6,3.6
4.8,47,38.6,22,8.8,3.1
7,31.4,38.5,37.7,10.5,3
4.5,23.8,23.9,36.8,7.9,3.9
7.7,32.2,34.6,29,14,3.6
3.2,24,37.3,23.7,13.2,2.3
4,21.4,33.2,39.3,10.9,3
4.6,26.2,36.2,43.6,7.1,1.1
4.9,27.6,32.4,39.3,7.9,3.2
7.6,32.5,37.9,25,10.7,2.8
5.9,33.7,30.3,32.5,7.9,2.1
6,42.1,26.7,46.4,8.9,2.2
5.1,27,33.1,30.3,7.7,1.6
1.8,22.7,35.1,36,16.6,2.1
9.1,33.7,32.6,37.6,10.3,1.8
2.3,29.3,37.9,37.5,9,2.1
5.6,38.2,33,35.3,9.4,2.7
4.6,29.2,40.6,31.3,18.2,3.7
7.4,29.6,27.7,42.3,10.6,3
4.9,26.1,34.6,25.8,8.4,3.3
4.5,28.2,37.8,33.7,10.5,2.6
3.9,27.2,33.7,30.4,9.2,2.5
3.5,29.8,32.4,35.1,10.4,3.9
7.9,34.5,30.8,28.2,11.3,5.7
2.2,28,40,29.9,10.8,2.1
6.8,47.6,29.6,22.9,8.4,3.2
5.3,31.7,33.6,35.3,15.1,2.8
5.1,33.4,30,29.2,8.9,1.6
5.2,47,22.6,27.6,10.7,3.6
4.7,20.1,36.2,43.4,21,1.9
4,30.2,39.8,46.3,14.4,1.4
3.2,25.8,35.1,34.9,16.1,2.9
4.2,35.1,35.3,37.4,13.5,1.4
7.8,27.8,29.3,41.2,12.2,1.5
6.4,26.9,37.3,23.4,10,2.2
1.7,47.3,22.4,40,10.3,3
4.2,29.9,36.5,43.3,10.8,1.7
4.9,26.8,22,28.7,7.3,3.5
6.4,24.9,29,40.7,11.3,4
6.2,39.9,29.3,24.1,11.1,4.5
3.5,30.1,34.7,26.4,8.3,3.9
6.8,48.3,35.8,31.7,12.7,6.3
3.4,30.7,34.6,39.4,11.7,4.9
6.9,47.7,30.2,31.3,15.2,3.2
8.2,31.7,28.7,25.5,9.2,2.8
5.6,32.4,28.6,24.9,14.3,1.7
5.2,30.4,33,28.4,11.3,3.2
6.9,28.8,35.1,40.7,9.3,6.8
11,28.2,41.6,39,10.7,5.4
5.5,27,32.6,33.1,19.4,3.5
4.7,27.3,37.2,39.1,10.5,3.4
0.9,25.8,29.7,21.4,15.3,6.5
6,43.7,36.4,31.8,9.9,5.6
2.5,32.5,39.8,33.5,13.4,4.7
7.8,37.9,29.6,27.4,8.9,3.4
3.6,21.3,36.4,26,12.1,3.2
4.6,29.6,30.6,40.2,13.4,2.8
6.7,32.4,28.9,27.8,11.9,2.1
8,24.5,35.8,45.1,11,3.2
5,26.9,33.6,30.2,15,3.1
6.4,22.9,32.8,27.3,19.2,3.7
6.1,22.5,32.2,35.4,15.2,5.6
7.5,29.2,32.8,29.3,9.3,4.7
3.3,32.7,31.5,30.9,12.4,2.6
6,47.7,38.9,31.3,12.3,2.2
8.1,39.2,39.1,39.9,8.8,2
6,29.7,30.2,36.1,12.2,1.6
9.1,39.4,35.1,29.3,18.6,3.1
2,33.9,31.6,27.7,15.2,1.5
5.4,23.2,23.9,36.3,12.8,4.1
6.8,23.2,28.2,40.9,14.6,2.5
5.3,25.3,33.8,25.5,9.9,3.1
7.4,28.7,35.6,28.6,14.9,4.4
9.3,28.7,34.9,31.6,12.3,2
6.7,29,35.7,45.1,9.2,1.4
3.2,30.8,32.2,42.4,16.4,3.1
5.9,34.8,37.1,36.9,10.4,1.7
2.3,29,27.9,32.3,18.5,3.8
3.9,29.7,34.5,42.8,8.2,2.6
5.7,27,30.3,22.6,11.3,2.6
5.1,32.2,36.2,34.8,7.4,1.9
3.6,28.4,34,38.4,10.7,2.1
2.4,32.1,34.4,27.1,10.1,4.3
7.9,46.1,27.5,36.6,10.6,1.3
5.6,29.4,35.6,42.1,7.9,1.6
5.4,32.7,40.1,33.6,12.1,2.4
5.1,21.1,37.3,35.9,10,2.6
4.6,28.9,21.3,40.8,10.6,3.1
3.7,30.6,35,31.4,11.2,2.8
3.3,33,26.4,29.2,10.3,4.1
5.8,30.1,29.6,29.3,7.2,5.9
3.1,32.9,37.8,30.1,12,3
9.1,31.7,40.5,38.3,14.2,2.7
3.3,51.1,37.5,23.9,6.2,3
3.2,31,28.4,36.1,12.1,1.6
5.9,30.8,39.8,39.4,10.1,3.8
5.8,28.7,34.1,33.2,10.6,3.6
2,30.6,21.9,34.1,9.5,3
8.1,30,32.7,34.1,9.2,2.1
9.4,21.2,38.7,38.8,12.1,2.8
5.5,35.4,37.8,40.3,9.5,2.4
8.3,33.9,39.5,29,3.6,3.1
5.3,43.9,33.9,29,3.1,2.1
7.2,41.2,38.4,22.5,11.1,3.1
4,31.1,37.5,26.3,10.2,2.1
5.9,47.6,29.7,35.6,7.7,3.5
5.6,48.7,40,38.8,10.4,1.1
7.5,31.8,33.5,37.1,10.1,4.8
6.4,30.5,35.6,25.7,12.4,5.6
3.9,32.4,40,34,9.8,1.5
6,23.3,32.3,37.3,8.3,3.8
2.7,19.6,37.2,20.5,9.7,2.2
3.1,33.8,36.5,34.6,7.9,3
3.4,18.1,34.4,23.5,9.1,1.8
4.8,23.6,33.6,40.6,12,2
3.2,23.1,23.5,42.1,6.7,4.5
3.6,42.5,30.7,27.9,10.9,3.6
2.9,24.6,34.9,37.2,10.4,3.2
6.1,31,37.7,34.8,9.3,3.3
4.2,22.5,34.9,27.6,11,1.8
6.1,32.4,31.4,35.8,12.9,2.6
4.2,39.5,22.4,36.7,9.3,3.4
7.9,20.1,33.8,44.8,9.5,2
6.1,48.5,35.2,24.3,10.2,5
6.2,28.5,37,18.9,10.5,1.6
6.3,33.4,26.6,23.4,11.5,2.8
6.2,29.6,25.8,23.7,11.6,2.7
3.8,26.7,34.6,21.7,8.9,2.2
4.6,32.7,22.2,24.5,8.6,4.4
3.8,31.5,21.9,39.7,6.6,4
5.5,24.2,38.5,31.3,8.1,1.8
9.9,31.1,32.4,33.8,11.2,2.8
4.8,29.6,33.1,38.4,8.4,1
3.3,21.4,32.1,25.3,8.1,2.2
3.6,52.7,30.3,43.6,7.9,2.4
7.9,36,28.4,34.5,10.1,0.8
3.7,46.2,27.5,29,9.4,3.4
4.9,31,35.9,33.4,8.9,2.5
6.4,29.9,35.3,30,12.7,2.9
5.1,31,35.6,42.4,9.9,3.6
5.7,17.5,37.7,35.1,8.2,1.9
3.4,48.9,31.9,37.5,12,3.1
5.1,26.7,37.4,29.4,10.5,2.6
5.9,19.4,35.8,40.2,10.1,3.8
4.5,46,34.5,25.7,12.5,1.6
4.6,31.8,35.2,42.1,10.4,5.5
4.6,32.6,30.7,41.3,11.6,2.7
6.3,30.3,33.8,28.9,10.5,2.8
6.5,27.2,40.3,22.9,9.2,1.1
2.1,49,41.2,34.6,10.9,2.8
2.6,29,35.2,30.4,11,3.2
5,29.7,31,37.6,10.3,3.9
7.4,32,39.2,45.7,13.7,1.9
4.3,28.7,30.6,36.5,10.6,2
2.8,24.8,27.2,29.4,8.3,1.6
5.1,33.3,35.4,24.4,9.7,2.9
7.6,30.3,33.2,45.3,9.9,3.6
5.4,22.5,33.2,25.6,8.6,4.6
5.7,41.6,32.5,35.3,6,2.7
5.8,28.8,29.2,43.3,11.1,3.9
6,16.2,27.7,31.4,9.1,2.5
5,28.7,34.6,33.1,9.9,1.9
5.9,34,30.2,42.6,11,3.3
4.5,28.3,11.2,28.7,9.7,2.6
9,28.7,40.1,33.2,12.1,3.8
4.3,28.6,34.9,25.2,20.2,2.8
8.3,33.4,29.6,39.4,18.3,3.8
4.6,37.5,34.3,42,8.3,3
6.7,25.5,36.5,30.6,12.1,3.3
8,22.6,36.7,31.2,12.2,1
3.5,26.1,27.4,44.3,7.7,2.6
6.7,30.1,37.3,39.1,11,5
5.8,29.7,40,23.5,9.9,4.3
4.8,31.9,29.6,38.9,19.7,2.6
9.3,23.2,35.2,44.4,12.6,2.2
2.4,31.3,26.9,38.8,13.8,1.6
6.1,27.3,34.8,41.2,21.3,2.7
4.9,25.1,38.2,38.2,16.6,1.9
4.5,28.7,32,33.9,20,2.9
5.5,30.7,33.7,38.4,6.3,2.7
3,31.1,35.2,36.3,8.3,2.7
8.7,29.6,31.7,41.2,6.8,2.7
5.1,27.5,30.5,31.9,13.2,2.8
5,20.9,35.1,38.2,11.7,3
4.2,31.3,29.2,31.1,19.5,2.3
5.1,31.5,38.3,29.6,21.2,1.6
6.3,22.9,37.2,18.6,8.4,1.7
4.4,42.4,40.5,37.8,18.8,2.1
10.7,45.8,35.6,28.9,6.8,3.4
3,29.8,31.2,24,9.5,2.2
1.9,30,39,32.2,20.4,3.8
3.4,24.9,40.1,23.8,11,4.8
5,27.7,33.1,43.2,6.1,5.7
9.3,26.4,35.7,38.7,7.6,3.3
3.7,26.9,36.7,39.3,16.8,2.1
5.4,39.8,36.1,42.9,8.9,2
4.6,50.1,26.8,38,5.9,3.8
4.4,35.7,29.4,45.3,15.7,6.9
3.3,25.6,32.4,37.4,13.9,2.9
2.8,30.3,34,38.9,8.1,4.2
3.2,34.4,40.6,28.9,12.7,2.8
6,27.8,34.1,37.7,7.5,2.3
5.9,40.1,37.2,36.9,20.7,3.8
8.3,19.2,32.4,43.8,14.3,1.2
6.8,38.5,36.7,24,6.4,6.6
3.8,37.5,34.9,25.6,19.7,4.7
3.3,34.8,35.8,34.2,14.4,1.6
9,33.6,33.4,25.8,8.7,3
5.1,24.2,27.3,41.8,8.2,5.8
3.4,33.3,39.5,26.2,11.6,1.8
4.9,31.2,25,40.9,18.8,2.1
5.5,15.4,35.9,41.5,15.9,1.1
7.6,30.1,39.1,25.4,14.1,3
5.5,32.5,25.4,26,19.2,5.8
3.7,28,37.6,46.8,19.3,4.9
2.5,48.4,34.8,29.9,8.2,3.1
3.3,34,32.3,25.6,20.2,2.7
4.9,15.6,36.9,36,10.3,3.2
5,34.4,31.7,38.1,8.1,3.2
4.6,17.3,31.4,33.1,7,2.9
3,24.3,28.4,37.3,6.4,2.7
6.2,24.8,33,39.3,6.5,2.1
3.1,46.4,30.9,25.9,24.1,3.4
2.8,26.6,40.2,24.3,7.7,2.3
4,32.3,39.2,47.3,16.3,3.6
4,25.3,34.8,26.4,14.1,3.2
6.3,27.9,39.8,31.3,19.1,6.3
5.7,25.9,21.9,40.1,7.2,3.8
3.5,26.7,35,23.9,21.3,2
4.6,30.8,28.7,33.2,9.7,0.9
5.4,28.1,28.1,31.8,6.7,6.8
4.8,30.6,39.7,26.1,6.1,3.2
4,29.2,40.3,33.9,6.2,2.4
4.7,25.4,20.6,53,21.1,2.2
11,23.9,37.7,40.5,16.5,3.4
1.7,33.7,25.7,23,12.8,5.2
3.7,22.6,38.6,31,7.3,2.9
6,21.4,41.8,35,7.1,1.3
5.4,25.2,37.1,22.2,9.4,1.6
6,51.8,32.4,38.2,19.7,2.6
7.5,35.4,28.4,24.3,17.1,3.4
2.2,33.1,35.2,34.9,9.4,2.2
7.1,11.7,37.7,30,21.7,2.3
9,49.5,40.4,44.8,10.1,3.7
5.1,30.2,39.1,32.5,11.5,3.7
5.3,32.2,33.6,32,19.8,3.4
4.2,44.3,35.3,25,19,2.8
4.5,33.8,34.2,36.2,6.5,1.8
5.8,25.1,33.3,23.8,8.8,2.1
4.4,29.8,30.3,40.7,7,2.9
9.3,48.1,34.1,30.8,17,3.9
3.5,26.3,30.5,26.9,20,3.1
3.4,30.3,36.1,41.3,9.1,2.3
3.4,20,27.5,40.4,21.9,3.7
6.4,35.8,35.9,39.8,7.1,4.7
0.8,35.2,35.3,30.9,13.8,3.5
4.8,28.6,34.6,26.7,11.5,2.1
7,41.1,37.5,45.6,20.3,2.8
9.1,27.9,40.3,45.2,17.6,2.8
7.1,29.2,37.2,41.9,6.3,1.5
4.2,26.2,30.8,46.2,7.7,3.2
3,39.6,36.6,34.9,8.1,2
3.9,24.4,33.7,26.8,20.2,3.8
5.3,29,37.8,36.4,11.9,2.2
4.6,28.6,40.8,30.1,22.2,3.1
3.7,30.5,33.9,42.5,6.8,4
6,31.3,33.9,39.9,18.7,3
2.5,38.3,39.3,42,12.1,2.2
4.7,29.5,42.2,37.8,6.5,2.7
2.9,34.4,28.8,32.3,20.5,2
6.1,23.5,37.8,28.5,11,2.4
3.1,31.8,35.4,23.2,5.6,2.1
6.6,21.6,32.3,34.4,7.3,4.8
6.2,32.2,41.8,29.6,7.4,2.9
4.3,31.7,32.2,42.3,10.3,4
7.4,36.6,29.9,29.9,9.2,2.8
8,22.5,36.4,30.1,7.3,2.3
7.1,27.3,38,39.3,4.8,1.6
5.5,26.8,32.4,26.5,3.4,2.7
9.4,45.4,29.5,38.5,12.1,3
6.2,34.1,30.8,26.2,5.3,3.5
6.7,22.7,35.4,34.9,5.8,2.9
4,47.3,28.2,27.2,12.4,6
4.4,28.9,33.1,37.8,11.5,2.7
4.3,28,32.2,32.2,9.8,5.3
3.9,31.6,37.9,27.6,10,3
6,29.1,34.3,34.4,11.9,2
5.5,31.8,33,39.3,6.3,2.1
6.8,35,35.2,24,6.9,2.3
5.4,26.2,35.9,26.9,9.6,2.4
6.1,24.2,29.9,25.4,6.7,3.9
6.9,32.3,33.4,32.3,8.4,3
5.3,24.2,35.5,39.9,10.8,0.9
6.5,26.7,20.3,42.6,5.2,2.1
5.3,51,26.9,38,10.3,2.2
6.5,27.8,33.7,33.5,11.1,2.4
4.7,26.9,37.8,43.5,9.1,1.7
4.9,42.6,40.6,41.6,5.7,3.2
4.3,31.3,38.9,45.2,8,4
7.7,23,31.9,31.5,12.8,3.6
6.6,23.7,40.5,26.8,9.8,2.4
4.1,50.1,35.3,39.9,8.6,3.5
7.7,35.1,28,23.1,5.4,2.7
7.3,23.6,30.5,33.2,5.3,2.4
7.4,28.4,41.4,43.6,10.1,6.6
3.6,28.1,32.8,47.9,5.4,4.1
6.4,32.3,28.3,37.6,6.2,2.4
4.7,24.5,34.8,34.7,4.9,2.1
2.8,24.1,30.1,35.6,9.2,3.8
3,28.3,22.4,21.9,7.6,2.7
5.1,25.8,27.1,33.9,11,1.6
3.3,15.9,32.8,35.8,12.4,2.3
6.7,30.4,38.6,34,9.3,2.8
6.9,30.6,36.8,34,8.6,1.8
5.8,29.4,29.6,42.2,9,7
6.2,28.7,32.7,32,9.8,3.1
6.4,28.5,34,32.2,14.3,3.6
6.6,36.9,33.1,35.3,5.2,2.3
5.6,28.3,34.9,33.7,6,1
7.7,22.1,37.7,42.7,9.2,2.4
5.5,32.7,32.6,28.4,6.3,1.6
3.1,25.8,35.3,38.5,8.2,2.6
5.1,23.3,33.7,30.3,6.4,1.6
5.1,32.4,30.8,30.3,8.4,3.4
6.1,29.3,29.4,30.9,5.4,1.8
5.9,23.6,35.8,23.5,17.7,4.3
4.4,33.5,30.6,42.9,5.9,2.9
10.9,31,25.8,31.5,6.7,2.4
5.7,24.1,35.4,40.5,6.1,2.9
3.1,27,37.7,38,12.2,2.8
3.6,26.3,31.5,29.9,8.7,3.3
4.3,23,27.6,29.4,5.1,6.8
6.1,41.9,32.8,36.2,8.9,3
6.5,44.2,24.9,34.2,9.2,2.7
5.7,28.4,36.1,34.9,8.6,1.6
8.5,37.5,34.7,32.9,8.9,1.3
2.9,21.7,41.6,37,7.5,3.2
3.8,24.2,37.9,36.4,6.2,2.4
4.2,24.3,35.7,36,6.4,2.2
4.7,32.6,30.6,37.3,8.1,1.8
6.9,30.6,36.7,30,10.4,2.2
3.9,27.7,38,31.9,7.4,1.9
5.6,29.3,32.5,38.9,10.9,6.9
7.7,28.9,36.4,25,6.9,3.4
5.8,24.6,25.5,30.6,4.2,3.2
3.4,26.9,32.7,34.6,9.8,1.7
5.5,34.6,33.7,36.6,10.5,4.7
5.7,28.7,34.3,41.8,8.9,5.6
4.3,37.2,26.8,30.1,7.9,4.4
6.2,29.7,33.9,47.2,14.9,3.5
6.1,34.9,24.7,23.8,10.1,1.9
9,34.1,35,33.9,3.4,2.9
3.4,31.4,23.3,32.1,12.7,2.3
6.2,29.4,27.8,47.9,13.1,2.5
5.9,37.3,35.7,36.8,8,3.2
4.4,29.2,36.6,44.1,9.7,6.9
5.8,30.2,39.4,31.1,7.9,1.7
4.5,28.7,34.5,28.5,8.4,6.2
3.2,33.9,26.7,23.9,10.4,1.6
3.6,30.7,25.3,45.7,10.2,4.8
4.6,33.1,43.4,29.9,9.6,2.2
4.9,23.9,25.6,28,20.4,2.9
8.2,33.5,28.3,36.2,19,3
12.1,36,30,46,10.6,3.8
4,33.7,22.8,36.9,10,2.2
6.8,36.6,34,35.1,9.4,2.6
4.8,33,35.5,35,9.6,3.1
7.6,32.2,31.5,30.9,15.7,2.6
4.5,36.4,30.1,34.5,8.6,2.3
1.4,38.1,24.5,36.4,7.1,3.2
5.2,19.5,19.6,38.9,12.5,2.8
4.3,26.8,33.3,28.5,7.5,1.8
4.6,34.7,34.8,19.2,9.9,4
5.6,41.1,30.7,31.4,12.4,1.7
6.9,39.6,25.3,34.2,18,1.8
4.2,36,34.9,42.5,9.9,2.1
6.3,42.4,32.8,36.2,10.9,2.3
6,29.8,35.8,30.8,10.7,2.6
2.8,31.8,28.1,41.7,9.8,3.4
3.5,26.3,38.3,28,5.3,1.3
6.2,33,28.3,40.9,9.4,3
5.4,32.5,31.6,47.5,8.1,4
6.1,41.2,30.7,30.6,11.3,3
7.4,30.9,34.4,36.5,17.7,1.7
5.3,34,21.8,29.4,9.3,2.4
3.2,30.1,27.5,20.6,12.1,3.6
5.5,28.5,34.3,40.4,10.3,0.9
6.7,21,38.9,39.9,11.3,1.6
7.5,33.8,32.3,36.2,9.4,3
3.4,29.3,35.4,37.6,11,2.1
5.7,30.6,31.8,45.6,11.5,7.3
4.3,34,30.6,32.1,14.9,3.1
4.7,31.1,32.5,23.2,10.1,3.4
2.7,13.7,25.1,34.8,8.3,3.2
6.3,25.9,30.7,23.8,10.6,2.2
7.4,29,36.9,29.6,9.6,5.3
6.7,25.8,32.5,40.3,18.2,3.2
4.5,29,24.6,33.2,9.6,2.2
5.9,34.1,31,33.8,9.3,3.6
4.9,22.9,32.8,33.8,9.8,3.3
6,32.8,34.3,47.3,11.6,2.9
5,27.3,30.9,35.2,10.8,1.5
8.7,31.5,26.7,31.7,7.3,3.4
5.8,32.5,35.1,37.3,12.8,2.1
5.2,37.5,34.4,30.5,4.8,3.3
7.2,40.8,26.3,44.6,10.1,3.5
3.6,30.7,15.8,28.7,7.2,2.2
4.9,30.6,28.5,38.9,18.8,2.9
2.6,28.8,32.8,32.3,9.1,3
4.7,24.5,27.6,32.2,9,2.9
10.9,29.4,29.4,36.5,15.5,3.1
6.4,30.6,38.8,28.4,9.7,2.5
11.1,31.6,37.7,41,21.1,4.2
9.6,25,37,38.1,9.9,2.3
3,24.6,31.9,35.1,15.7,1.4
5.1,28.6,28.6,30.6,13.1,2.5
10.5,17.4,34.9,30.2,12.5,2.7
3.5,31.3,40.3,31.9,10.8,2.4
8.1,26,24.5,32.6,9.8,2.5
6.8,34.9,33.1,37.1,9.7,3.5
6.7,33.4,33.9,34.4,12.3,1.5
2.9,30.4,30,35,7.4,2.7
4.5,27.9,34.6,39.4,9.5,2.2
2.7,28.4,31.5,40.5,7.4,3.3
4.3,34.1,35.8,31.9,7.4,2.8
3.4,27.1,31.2,32,5.1,1.6
5.6,38.1,38.1,31.8,7,2.9
5.4,27,30.1,29.3,8.8,3.9
5.8,38.9,27.8,43.2,6.6,4.3
4.9,25.2,34.7,47.2,7.1,3
12.3,28.7,34.6,34.4,7.2,3.5
7,30.5,30.6,29.2,7.5,3.2
5.1,24.5,23.4,29.4,8.7,1.8
6.4,30.4,36.5,30.3,5.8,3.2
8.3,21.9,26,19.3,10.9,1.1
4.6,17.7,28.2,30,7,3.5
4.4,30.5,34.7,31.7,8.2,2.6
6.8,31.9,35.2,28.9,8,1.9
3,26,38.7,37.2,10.4,6.9
6.3,29.8,33.5,29.5,7.3,3.4
5.4,34.2,29.8,37.9,10.6,3.3
7.9,36.9,35,31.8,6.6,1.7
1.9,37.2,33.6,25.6,6.8,3.1
3.9,39.7,30.7,47.5,7.2,3.5
5.7,24.1,35.6,37.4,7.7,2.3
6.9,31.2,28.5,21.8,9.9,4.4
3.3,27.5,27.1,29.8,10.2,4.7
5.1,34.7,33.7,27.7,10.6,3.3
1.8,31.6,33.5,44.7,10.7,1.9
9.8,34.2,33.6,31.6,12.1,4.4
7.3,20.7,37,46.4,12.3,3.8
4,25.6,34.8,38.5,9.3,3.9
8.4,29.8,34.7,42.1,8.2,3
5.3,33,36,30.2,10.2,1.5
6.9,29.2,28.5,29.9,11.5,6.4
2.5,27.1,24.8,32.6,10.5,2.7
8.6,41,26.8,46.6,11,2.8
5.8,31,33.9,34.7,11.9,5.7
3.1,40.7,22.4,23.7,9.9,3
6.7,35.9,38.7,39.3,8.8,1.4
5.3,38.3,32.6,30.9,8.6,2.9
8.7,28.6,28.9,33.7,10.8,2.4
6.2,27.7,29.4,35.3,10.9,3.2
1.3,16.5,35.7,30.9,9.3,3.4
9.2,27.5,25.5,35.2,9.4,9.2
5.6,46.5,21.1,28.2,10.1,2.5
3.8,36.1,24.1,45.4,12,2.6
3.8,39.1,27.3,30.3,10.9,1.5
6.5,26,43,30.2,10,2
5.7,24.1,36.1,36.7,10.9,2.2
3.7,28.2,34.3,45.3,9.3,2.9
6.1,24.2,35.6,37.3,11.6,3.2
3.1,32.9,25.5,31.7,12.2,4.2
2.5,27.5,33.4,38.3,11.1,2.4
5.4,34.3,33.7,39.9,13.4,1.9
6.6,34.8,25.5,22.2,11.5,1.9
3.3,31.6,34,36.5,10,4.1
5.6,26.9,33.6,31.2,13.6,6.9
3.4,35.1,30.5,30,15.6,1.8
6.6,27.3,40.6,36.7,6.9,1.7
11.4,36.1,31,44.9,15.6,5.9
6,21.5,35.9,25.6,12.4,3.4
7.9,38,33.4,38.6,13.1,2.8
4.1,23.9,33.3,29.6,15.7,5.4
3.9,26.9,27.8,35.9,10.8,2.9
3.2,31.1,31.9,45,8.9,2.6
3.4,33.6,35.1,38,10.7,1.8
9.7,34,24.5,46.5,10.6,3.3
4.3,33.5,28.4,31.9,11.8,3.5
6.5,26.3,21.9,32,14.5,2
2.7,19.9,30.3,39.5,15,3.4
6.3,38.7,36.3,33.5,9.5,1.8
5.8,24.4,20.4,35.9,8.8,2
6.4,25.6,27.8,36,12.9,3.2
3.2,26.9,39,44.9,12.3,5.7
6,29.8,36.1,37.1,12.8,6.1
6.4,27.8,12.2,34.8,13.1,4.5
5.9,29.1,23.5,39.7,17.1,2.4
3.1,29,28.7,30.1,10.5,3.4
1.6,26.8,35.9,40.1,13.5,1.9
3,37.5,26.3,40.8,11.6,2.9
3.4,25.7,32,28,12.1,3
5.6,30.3,36.4,32.2,11.5,2.5
2.5,30.4,33,30.6,11.7,2.5
5.2,24.6,34.8,29.3,15.5,5.7
