StkCity,StkMean,StkLowFid,StkHighFid,StkMeanByUS,StkRelByUS,Stk_Lat,Stk_Log
Stk_CA_El Cajon,3.40,3.10,3.60,3.2,0.07,32.80570915,-116.9219004
Stk_CA_Fresno,4.10,3.90,4.40,3.2,0.30,36.72765623,-119.7762088
Stk_CA_Fullerton,3.30,2.90,3.80,3.2,0.03,33.89363659,-117.9371181
Stk_CA_Hayward,3.00,2.80,3.20,3.2,-0.07,37.64320423,-122.1115857
Stk_CA_Escondido,4.10,3.70,4.50,3.2,0.30,33.13832612,-117.0476028
Stk_CA_Glendale,2.80,2.60,3.00,3.2,-0.13,34.2079204,-118.2368729
Stk_CA_Fresno,2.30,2.10,2.50,3.2,-0.30,36.84588279,-119.8798624
Stk_CA_Fresno,3.30,3.10,3.60,3.2,0.03,36.76740847,-119.7683872
Stk_CA_El Cajon,2.30,2.10,2.60,3.2,-0.30,32.78236262,-116.9228801
Stk_CA_Glendale,1.00,1.00,1.00,3.2,-0.73,34.26150995,-118.2387254
Stk_CA_Glendale,2.90,2.70,3.20,3.2,-0.10,34.14032638,-118.2617831
Stk_CA_Hayward,2.60,2.40,2.70,3.2,-0.20,37.626195,-122.0764255
Stk_CA_Glendale,2.90,2.60,3.20,3.2,-0.10,34.14921406,-118.2597025
Stk_CA_Hawthorne,2.50,2.30,2.70,3.2,-0.23,33.91921683,-118.3341068
Stk_CA_Garden Grove,3.50,3.10,4.00,3.2,0.10,33.80449011,-117.9725455
Stk_CA_El Monte,3.30,3.00,3.50,3.2,0.03,34.06037745,-118.052517
Stk_CA_Fairfield,3.80,3.60,4.10,3.2,0.20,38.26421229,-122.0512464
Stk_CA_El Monte,2.70,2.40,2.90,3.2,-0.17,34.07032319,-118.0127104
Stk_CA_Elk Grove,2.10,1.90,2.20,3.2,-0.37,38.40149866,-121.4255447
Stk_CA_Elk Grove,2.20,2.10,2.40,3.2,-0.33,38.44553648,-121.3885374
Stk_CA_El Cajon,2.90,2.70,3.20,3.2,-0.10,32.78400836,-116.9696997
Stk_CA_Fresno,3.50,3.20,3.80,3.2,0.10,36.74632148,-119.7083284
Stk_CA_Garden Grove,3.10,2.80,3.30,3.2,-0.03,33.76321387,-117.9463184
Stk_CA_Fresno,3.50,3.20,3.80,3.2,0.10,36.78320855,-119.7634014
Stk_CA_Fresno,2.30,2.00,2.50,3.2,-0.30,36.85877624,-119.7743533
Stk_CA_Glendale,2.80,2.60,3.10,3.2,-0.13,34.14468313,-118.2632446
Stk_CA_El Monte,3.50,3.20,3.90,3.2,0.10,34.06887655,-118.0595492
Stk_CA_Hawthorne,2.10,1.80,2.30,3.2,-0.37,33.90511297,-118.3742903
Stk_CA_Fresno,4.10,3.80,4.50,3.2,0.30,36.7104639,-119.8046622
Stk_CA_Fullerton,3.20,2.90,3.40,3.2,0.00,33.86237246,-117.9029069
Stk_CA_Fresno,5.30,4.90,5.70,3.2,0.70,36.73468125,-119.8276355
Stk_CA_Elk Grove,1.80,1.70,1.90,3.2,-0.47,38.38684839,-121.4250605
Stk_CA_Fairfield,2.10,2.00,2.30,3.2,-0.37,38.28873335,-122.0518223
Stk_CA_Escondido,5.00,4.30,5.80,3.2,0.60,33.13743269,-117.098027
Stk_CA_El Cajon,2.00,1.90,2.20,3.2,-0.40,32.81361857,-116.9719412
Stk_CA_Fontana,3.20,2.90,3.50,3.2,0.00,34.10461728,-117.4824619
Stk_CA_Escondido,2.40,2.20,2.80,3.2,-0.27,33.09528206,-117.0517063
Stk_CA_Hayward,3.50,3.20,3.80,3.2,0.10,37.6353608,-122.0804835
Stk_CA_Escondido,3.70,3.40,4.00,3.2,0.17,33.12701135,-117.0844243
Stk_CA_Elk Grove,2.00,1.80,2.20,3.2,-0.40,38.41634913,-121.3439364
Stk_CA_Garden Grove,2.40,2.20,2.50,3.2,-0.27,33.77421619,-117.9350466
Stk_CA_Folsom,1.30,1.20,1.40,3.2,-0.63,38.65092233,-121.1036667
Stk_CA_Folsom,1.00,1.00,1.00,3.2,-0.73,38.67674352,-121.1990444
Stk_CA_Elk Grove,2.80,2.50,3.20,3.2,-0.13,38.41959586,-121.3024676
Stk_CA_Fresno,4.20,3.90,4.50,3.2,0.33,36.75408268,-119.7634654
Stk_CA_Fairfield,2.70,2.50,2.90,3.2,-0.17,38.24719132,-122.045035
Stk_CA_Fresno,2.90,2.60,3.20,3.2,-0.10,36.81577495,-119.7767969
Stk_CA_Fairfield,1.00,1.00,1.00,3.2,-0.73,38.25996898,-121.9407736
Stk_CA_Downey,3.00,2.70,3.30,3.2,-0.07,33.93527961,-118.1339118
Stk_CA_Escondido,2.40,2.20,2.70,3.2,-0.27,33.14611433,-117.0530788
Stk_CA_Hayward,2.20,2.10,2.40,3.2,-0.33,37.64314655,-122.0686969
Stk_CA_Fresno,3.90,3.60,4.20,3.2,0.23,36.79949961,-119.8369047
Stk_CA_Fremont,1.90,1.70,2.20,3.2,-0.43,37.55924899,-121.9351075
Stk_CA_Fairfield,3.30,3.00,3.50,3.2,0.03,38.26629341,-122.0216124
Stk_CA_El Monte,2.60,2.30,2.90,3.2,-0.20,34.0521633,-118.014181
Stk_CA_Downey,2.40,2.10,2.60,3.2,-0.27,33.94962716,-118.1058002
Stk_CA_Fresno,3.90,3.50,4.20,3.2,0.23,36.77586816,-119.827823
Stk_CA_Glendale,2.40,2.10,2.80,3.2,-0.27,34.17508056,-118.27146
Stk_CA_Hayward,2.20,2.10,2.40,3.2,-0.33,37.65679081,-122.0788939
Stk_CA_Fresno,2.70,2.40,2.90,3.2,-0.17,36.78640257,-119.7961609
Stk_CA_Fontana,3.10,2.90,3.40,3.2,-0.03,34.07232188,-117.4447619
Stk_CA_Fullerton,2.60,2.30,3.00,3.2,-0.20,33.8908928,-117.9021254
Stk_CA_Fresno,4.30,3.90,4.70,3.2,0.37,36.73225875,-119.7499923
Stk_CA_Fullerton,1.40,1.20,1.60,3.2,-0.60,33.85599015,-117.9739478
Stk_CA_Garden Grove,3.20,2.90,3.50,3.2,0.00,33.76097097,-117.9621992
Stk_CA_Garden Grove,2.50,2.20,2.80,3.2,-0.23,33.77744806,-118.0222289
Stk_CA_Garden Grove,3.10,2.80,3.40,3.2,-0.03,33.77755115,-117.9756059
Stk_CA_Glendale,3.20,2.90,3.70,3.2,0.00,34.16316139,-118.2724012
Stk_CA_Fresno,2.30,2.20,2.50,3.2,-0.30,36.76735428,-119.8724207
Stk_CA_Glendale,2.70,2.30,3.00,3.2,-0.17,34.13475768,-118.2363624
Stk_CA_Fresno,2.00,1.90,2.20,3.2,-0.40,36.85908461,-119.7391342
Stk_CA_Garden Grove,2.80,2.60,3.00,3.2,-0.13,33.79579834,-117.9715258
Stk_CA_Fullerton,2.80,2.50,3.10,3.2,-0.13,33.87159548,-117.9057058
Stk_CA_El Cajon,3.30,3.00,3.60,3.2,0.03,32.79091116,-116.9381289
Stk_CA_Fontana,1.90,1.80,2.00,3.2,-0.43,34.13550939,-117.4709191
Stk_CA_Escondido,3.70,3.20,4.20,3.2,0.17,33.11150318,-117.0899735
Stk_CA_Fremont,2.30,2.10,2.60,3.2,-0.30,37.53715375,-122.0081117
Stk_CA_Fairfield,1.80,1.70,1.90,3.2,-0.47,38.28599685,-121.9859178
Stk_CA_Glendale,2.70,2.40,3.00,3.2,-0.17,34.1568514,-118.2313453
Stk_CA_Garden Grove,3.20,2.90,3.40,3.2,0.00,33.77802786,-117.9148467
Stk_CA_Folsom,1.60,1.40,1.80,3.2,-0.53,38.65169756,-121.152391
Stk_CA_Elk Grove,2.20,2.00,2.30,3.2,-0.33,38.43599544,-121.4312086
Stk_CA_Downey,2.40,2.20,2.70,3.2,-0.27,33.94206069,-118.1289739
Stk_CA_Elk Grove,2.80,2.60,3.10,3.2,-0.13,38.43808232,-121.3624683
Stk_CA_Fontana,2.80,2.60,3.00,3.2,-0.13,34.10485578,-117.4303744
Stk_CA_Fullerton,2.70,2.50,3.00,3.2,-0.17,33.86051662,-117.937447
Stk_CA_Fresno,0.80,0.70,0.90,3.2,-0.80,36.81880418,-119.7423114
Stk_CA_Fresno,3.80,3.50,4.10,3.2,0.20,36.73953199,-119.7453861
Stk_CA_El Monte,2.70,2.50,2.90,3.2,-0.17,34.08147087,-118.0052965
Stk_CA_Fresno,2.50,2.20,2.80,3.2,-0.23,36.83030727,-119.732754
Stk_CA_Fresno,3.30,2.90,3.80,3.2,0.03,36.83175519,-119.8328743
Stk_CA_El Monte,3.00,2.70,3.30,3.2,-0.07,34.08681935,-118.0439754
Stk_CA_Hawthorne,2.70,2.50,2.90,3.2,-0.17,33.90602501,-118.3481533
Stk_CA_Fresno,4.30,3.70,5.10,3.2,0.37,36.81546642,-119.8321483
Stk_CA_Fremont,1.50,1.40,1.60,3.2,-0.57,37.56476605,-121.9732493
Stk_CA_Fontana,3.10,2.80,3.40,3.2,-0.03,34.06850378,-117.4718849
Stk_CA_Glendale,3.20,2.90,3.50,3.2,0.00,34.12878639,-118.246256
Stk_CA_Garden Grove,3.10,2.80,3.50,3.2,-0.03,33.79953958,-117.9392003
Stk_CA_Downey,1.00,1.00,1.00,3.2,-0.73,33.92553746,-118.1619503
Stk_CA_Glendale,3.50,3.10,3.90,3.2,0.10,34.16434935,-118.2893574
Stk_CA_Escondido,2.50,2.20,2.80,3.2,-0.23,33.08403643,-117.0652221
Stk_CA_Fresno,3.90,3.50,4.50,3.2,0.23,36.80316075,-119.8253974
Stk_CA_Fremont,2.10,1.90,2.30,3.2,-0.37,37.54430618,-121.9976613
Stk_CA_Hayward,2.50,2.40,2.70,3.2,-0.23,37.62822409,-122.088523
Stk_CA_Fresno,3.10,2.90,3.40,3.2,-0.03,36.78742077,-119.7440647
Stk_CA_Fresno,6.90,6.20,7.70,3.2,1.23,36.72550134,-119.7280731
Stk_CA_Escondido,2.30,2.10,2.50,3.2,-0.30,33.11429771,-117.0779508
Stk_CA_Fullerton,2.80,2.60,3.00,3.2,-0.13,33.86833757,-117.9792549
Stk_CA_Garden Grove,3.10,2.80,3.30,3.2,-0.03,33.73856083,-117.9441918
Stk_CA_Fresno,2.40,2.30,2.50,3.2,-0.27,36.81442778,-119.9015539
Stk_CA_Fresno,2.70,2.50,3.00,3.2,-0.17,36.7721369,-119.8108607
Stk_CA_Downey,2.50,2.20,2.70,3.2,-0.23,33.9520413,-118.1439558
Stk_CA_Fresno,3.70,3.40,4.00,3.2,0.17,36.78294376,-119.8352485
Stk_CA_El Cajon,3.50,3.10,4.00,3.2,0.10,32.82649269,-116.993036
Stk_CA_El Cajon,2.70,2.40,3.00,3.2,-0.17,32.79206154,-116.9270541
Stk_CA_El Cajon,2.50,2.20,2.80,3.2,-0.23,32.79995447,-116.9897882
Stk_CA_Fontana,2.00,1.90,2.10,3.2,-0.40,34.12238713,-117.5015517
Stk_CA_Folsom,1.70,1.50,1.90,3.2,-0.50,38.6514077,-121.1807008
Stk_CA_Elk Grove,2.60,2.40,2.90,3.2,-0.20,38.42675126,-121.4591621
Stk_CA_Hayward,2.90,2.60,3.10,3.2,-0.10,37.61558882,-122.057395
Stk_CA_Escondido,2.60,2.30,2.90,3.2,-0.20,33.15739495,-117.0965641
Stk_CA_El Monte,3.70,3.50,4.00,3.2,0.17,34.0905475,-118.0220589
Stk_CA_El Cajon,3.50,3.20,3.80,3.2,0.10,32.78402256,-116.9579853
Stk_CA_Garden Grove,2.80,2.60,3.10,3.2,-0.13,33.78879013,-117.9281105
Stk_CA_Fresno,2.40,2.10,2.70,3.2,-0.27,36.87032702,-119.7636741
Stk_CA_Fresno,5.40,5.00,5.80,3.2,0.73,36.72646194,-119.8010345
Stk_CA_Hayward,2.50,2.30,2.70,3.2,-0.23,37.62986556,-122.1002748
Stk_CA_Glendale,2.50,2.30,2.90,3.2,-0.23,34.18481653,-118.2202864
Stk_CA_Fairfield,3.10,2.90,3.40,3.2,-0.03,38.25340892,-122.0580587
Stk_CA_Fontana,3.20,2.90,3.50,3.2,0.00,34.0981191,-117.407451
Stk_CA_Fullerton,3.10,2.70,3.40,3.2,-0.03,33.87326544,-117.9360784
Stk_CA_Elk Grove,3.30,2.90,3.60,3.2,0.03,38.41667175,-121.3819932
Stk_CA_Hawthorne,2.50,2.20,2.70,3.2,-0.23,33.89825704,-118.3395521
Stk_CA_Downey,2.20,2.10,2.40,3.2,-0.33,33.94401741,-118.1560339
Stk_CA_Fresno,3.50,3.20,3.80,3.2,0.10,36.83137617,-119.8087218
Stk_CA_Hawthorne,4.50,4.00,5.10,3.2,0.43,33.92371348,-118.320293
Stk_CA_Glendale,2.80,2.60,3.10,3.2,-0.13,34.15545115,-118.2597699
Stk_CA_Hayward,3.00,2.80,3.30,3.2,-0.07,37.68059632,-122.0682535
Stk_CA_El Monte,2.60,2.30,2.90,3.2,-0.20,34.05324371,-118.0323833
Stk_CA_Fremont,1.20,1.10,1.30,3.2,-0.67,37.5042844,-122.028229
Stk_CA_El Monte,3.00,2.80,3.30,3.2,-0.07,34.07150687,-118.0077567
Stk_CA_Elk Grove,2.30,2.10,2.50,3.2,-0.30,38.43106754,-121.3851815
Stk_CA_Glendale,3.40,3.10,3.70,3.2,0.07,34.1351284,-118.2491937
Stk_CA_Fullerton,3.30,2.90,3.80,3.2,0.03,33.90963835,-117.9388639
Stk_CA_Folsom,3.40,2.90,3.90,3.2,0.07,38.70356677,-121.1758492
Stk_CA_Fresno,3.20,2.90,3.40,3.2,0.00,36.8049489,-119.7677716
Stk_CA_Hawthorne,2.90,2.80,3.20,3.2,-0.10,33.92724871,-118.3402414
Stk_CA_Fresno,4.60,4.20,5.00,3.2,0.47,36.77618116,-119.763197
Stk_CA_Fullerton,3.30,2.80,3.80,3.2,0.03,33.90504806,-117.9115326
Stk_CA_Fresno,2.40,2.30,2.60,3.2,-0.27,36.81508384,-119.8690152
Stk_CA_Downey,2.50,2.30,2.70,3.2,-0.23,33.92182137,-118.1262274
Stk_CA_Fresno,5.10,4.70,5.50,3.2,0.63,36.73898125,-119.7288394
Stk_CA_Fontana,1.90,1.70,2.00,3.2,-0.43,34.04220278,-117.4765848
Stk_CA_Fresno,3.30,2.90,3.70,3.2,0.03,36.82664581,-119.7677223
Stk_CA_Escondido,2.60,2.40,2.80,3.2,-0.20,33.14467524,-117.0692545
Stk_CA_Fresno,2.70,2.50,2.90,3.2,-0.17,36.75853947,-119.8037024
Stk_CA_Fairfield,3.60,3.30,3.80,3.2,0.13,38.25440561,-122.0297405
Stk_CA_El Monte,1.30,1.10,1.40,3.2,-0.63,34.09699089,-118.0241803
Stk_CA_Garden Grove,2.60,2.30,2.90,3.2,-0.20,33.79537419,-117.955544
Stk_CA_El Cajon,3.10,2.80,3.40,3.2,-0.03,32.81395482,-116.9442014
Stk_CA_Fremont,1.80,1.60,2.00,3.2,-0.47,37.52183334,-121.9322538
Stk_CA_Glendale,1.60,1.40,1.80,3.2,-0.53,34.22061918,-118.2463473
Stk_CA_Fresno,6.30,5.50,7.20,3.2,1.03,36.68778368,-119.7602026
Stk_CA_Fresno,1.60,1.40,1.70,3.2,-0.53,36.72806172,-119.6701497
Stk_CA_Fremont,2.00,1.90,2.20,3.2,-0.40,37.53629996,-121.9600523
Stk_CA_Hawthorne,2.80,2.60,3.10,3.2,-0.13,33.92780511,-118.3483877
Stk_CA_Fullerton,3.10,2.90,3.40,3.2,-0.03,33.85672629,-117.958868
Stk_CA_Fontana,2.30,2.20,2.50,3.2,-0.30,34.1102337,-117.4447262
Stk_CA_Fairfield,2.70,2.40,3.10,3.2,-0.17,38.28549595,-122.0773227
Stk_CA_Fresno,3.80,3.50,4.10,3.2,0.20,36.79013856,-119.8353599
Stk_CA_Hayward,2.20,2.10,2.40,3.2,-0.33,37.66596152,-122.09113
Stk_CA_Downey,2.10,2.00,2.20,3.2,-0.37,33.92674927,-118.1175922
Stk_CA_Glendale,2.80,2.40,3.20,3.2,-0.13,34.16625714,-118.2609478
Stk_CA_Escondido,2.00,1.80,2.20,3.2,-0.40,33.13645709,-117.1048968
Stk_CA_Garden Grove,1.00,1.00,1.00,3.2,-0.73,33.7862517,-118.0052397
Stk_CA_Garden Grove,3.10,2.90,3.40,3.2,-0.03,33.7776731,-117.9584718
Stk_CA_Fremont,1.20,1.10,1.40,3.2,-0.67,37.55947819,-122.0506927
Stk_CA_El Monte,2.80,2.50,3.10,3.2,-0.13,34.04735401,-118.021852
Stk_CA_Fresno,2.10,1.90,2.20,3.2,-0.37,36.78032439,-119.8941759
Stk_CA_Hayward,2.60,2.40,2.80,3.2,-0.20,37.65183006,-122.0851817
Stk_CA_Fresno,2.50,2.20,2.80,3.2,-0.23,36.84481361,-119.7744457
Stk_CA_Folsom,1.40,1.30,1.60,3.2,-0.60,38.66990099,-121.1025633
Stk_CA_Fremont,1.80,1.60,2.00,3.2,-0.47,37.53137663,-121.926687
Stk_CA_Garden Grove,2.70,2.50,2.90,3.2,-0.17,33.77038045,-117.9579741
Stk_CA_Elk Grove,2.50,2.30,2.80,3.2,-0.23,38.43442801,-121.3121503
Stk_CA_Fremont,1.90,1.70,2.10,3.2,-0.43,37.58237907,-122.0398735
Stk_CA_Fullerton,2.30,2.10,2.50,3.2,-0.30,33.86083458,-117.9286329
Stk_CA_Fresno,2.60,2.40,2.80,3.2,-0.20,36.79302726,-119.8704629
Stk_CA_Fresno,2.70,2.40,3.10,3.2,-0.17,36.88902027,-119.7682235
Stk_CA_Fremont,1.50,1.30,1.70,3.2,-0.57,37.54650212,-121.976577
Stk_CA_Fontana,2.60,2.40,2.90,3.2,-0.20,34.11766038,-117.4162682
Stk_CA_Fresno,1.70,1.60,1.90,3.2,-0.50,36.77792421,-119.71793
Stk_CA_Fremont,1.80,1.60,2.00,3.2,-0.47,37.48298315,-121.9198352
Stk_CA_El Cajon,2.80,2.70,3.00,3.2,-0.13,32.80308338,-116.9564885
Stk_CA_El Cajon,5.00,4.60,5.30,3.2,0.60,32.7912925,-116.9491346
Stk_CA_Fontana,2.30,2.10,2.50,3.2,-0.30,34.0767235,-117.4608967
Stk_CA_Fresno,2.30,2.10,2.40,3.2,-0.30,36.81219837,-119.7632007
Stk_CA_Hawthorne,2.00,1.80,2.20,3.2,-0.40,33.90112652,-118.365659
Stk_CA_Fresno,3.00,2.60,3.30,3.2,-0.07,36.74381734,-119.6747794
Stk_CA_Garden Grove,1.00,1.00,1.00,3.2,-0.73,33.75896685,-117.9313141
Stk_CA_El Monte,7.30,5.80,9.10,3.2,1.37,34.08380308,-118.0602673
Stk_CA_Glendale,2.30,2.10,2.70,3.2,-0.30,34.15427175,-118.2003091
Stk_CA_Fresno,5.10,4.80,5.50,3.2,0.63,36.71776884,-119.8042772
Stk_CA_Fontana,2.60,2.40,2.90,3.2,-0.20,34.08480507,-117.4490622
Stk_CA_Fresno,3.60,3.30,3.90,3.2,0.13,36.74681579,-119.7453946
Stk_CA_Glendale,3.40,3.00,3.70,3.2,0.07,34.14257839,-118.238019
Stk_CA_Escondido,2.60,2.40,2.80,3.2,-0.20,33.1334708,-117.0539783
Stk_CA_Hawthorne,2.60,2.40,2.90,3.2,-0.20,33.90554792,-118.3373323
Stk_CA_Fresno,2.00,1.80,2.10,3.2,-0.40,36.83068612,-119.8992772
Stk_CA_Escondido,2.30,2.10,2.50,3.2,-0.30,33.10602938,-117.0696545
Stk_CA_El Cajon,3.10,2.90,3.40,3.2,-0.03,32.7904464,-116.9691571
Stk_CA_Fresno,2.70,2.40,3.10,3.2,-0.17,36.78483121,-119.8052489
Stk_CA_Folsom,1.70,1.50,1.90,3.2,-0.50,38.65062272,-121.1293038
Stk_CA_Fremont,1.90,1.80,2.10,3.2,-0.43,37.51842189,-121.9515238
Stk_CA_Elk Grove,2.10,1.90,2.30,3.2,-0.37,38.41585587,-121.4122192
Stk_CA_Escondido,3.10,2.70,3.50,3.2,-0.03,33.16849556,-117.1266323
Stk_CA_Garden Grove,2.90,2.60,3.30,3.2,-0.10,33.78056976,-118.0366696
Stk_CA_Fremont,1.90,1.70,2.10,3.2,-0.43,37.57721045,-121.9888616
Stk_CA_Fresno,2.90,2.70,3.20,3.2,-0.10,36.78357641,-119.6890014
Stk_CA_Fresno,4.40,4.10,4.70,3.2,0.40,36.74306315,-119.7933572
Stk_CA_Elk Grove,1.80,1.70,1.90,3.2,-0.47,38.40134674,-121.4434549
Stk_CA_Hayward,2.20,2.10,2.40,3.2,-0.33,37.64282608,-122.0613105
Stk_CA_Fresno,2.10,1.90,2.40,3.2,-0.37,36.85925693,-119.7567596
Stk_CA_Fremont,2.00,1.80,2.20,3.2,-0.40,37.55097324,-121.9850084
Stk_CA_Fontana,2.40,2.20,2.60,3.2,-0.27,34.1251089,-117.4426862
Stk_CA_Glendale,2.50,2.20,2.90,3.2,-0.23,34.18152312,-118.2833019
Stk_CA_Hayward,2.80,2.60,3.00,3.2,-0.13,37.64403406,-122.0793899
Stk_CA_Fairfield,3.10,2.90,3.30,3.2,-0.03,38.276999,-122.0358438
Stk_CA_Escondido,2.90,2.50,3.20,3.2,-0.10,33.13133471,-117.0781739
Stk_CA_Fontana,3.30,3.20,3.50,3.2,0.03,34.0725482,-117.4269845
Stk_CA_Fullerton,2.10,1.90,2.30,3.2,-0.37,33.88489846,-117.9712501
Stk_CA_Fresno,3.70,3.40,3.90,3.2,0.17,36.76136894,-119.7634701
Stk_CA_Fresno,3.30,3.00,3.50,3.2,0.03,36.7250069,-119.7591482
Stk_CA_Garden Grove,3.80,3.50,4.10,3.2,0.20,33.7958281,-117.9631284
Stk_CA_Fullerton,2.80,2.50,3.20,3.2,-0.13,33.90041665,-117.9486174
Stk_CA_Fairfield,2.90,2.80,3.10,3.2,-0.10,38.23526076,-122.0705896
Stk_CA_Glendale,2.70,2.50,3.00,3.2,-0.17,34.18523428,-118.2600515
Stk_CA_Elk Grove,3.20,2.90,3.60,3.2,0.00,38.40088815,-121.377449
Stk_CA_Fresno,3.50,3.20,3.70,3.2,0.10,36.768657,-119.7406503
Stk_CA_Fresno,3.00,2.70,3.30,3.2,-0.07,36.83377562,-119.7677341
Stk_CA_Fullerton,2.20,2.00,2.50,3.2,-0.33,33.87550519,-117.9257739
Stk_CA_Fontana,2.60,2.50,2.80,3.2,-0.20,34.09947384,-117.413994
Stk_CA_Hayward,3.00,2.80,3.30,3.2,-0.07,37.62706098,-122.0596257
Stk_CA_Glendale,3.20,2.90,3.70,3.2,0.00,34.14916873,-118.2505278
Stk_CA_El Monte,3.30,3.10,3.50,3.2,0.03,34.08503524,-118.0280779
Stk_CA_Fremont,2.40,2.10,2.60,3.2,-0.27,37.54818196,-122.0049881
Stk_CA_El Monte,3.30,3.00,3.60,3.2,0.03,34.0636217,-118.0161818
Stk_CA_Fresno,3.50,3.30,3.70,3.2,0.10,36.73227367,-119.7273757
Stk_CA_El Monte,3.00,2.80,3.30,3.2,-0.07,34.05870409,-118.0200912
Stk_CA_Hayward,2.30,2.10,2.50,3.2,-0.30,37.61217336,-122.1268411
Stk_CA_Garden Grove,2.90,2.70,3.20,3.2,-0.10,33.75682148,-117.9092766
Stk_CA_Fresno,1.00,1.00,1.00,3.2,-0.73,36.69442986,-119.7805035
Stk_CA_Hawthorne,2.20,2.00,2.40,3.2,-0.33,33.92479257,-118.3644288
Stk_CA_Fresno,3.50,3.30,3.70,3.2,0.10,36.78424123,-119.812079
Stk_CA_Fairfield,4.20,3.80,4.50,3.2,0.33,38.26721946,-121.994111
Stk_CA_El Cajon,2.70,2.40,3.10,3.2,-0.17,32.81382735,-116.9918624
Stk_CA_Fresno,2.70,2.50,2.90,3.2,-0.17,36.8434583,-119.8122606
Stk_CA_Folsom,2.00,1.80,2.30,3.2,-0.40,38.66326742,-121.1454813
Stk_CA_Fremont,1.90,1.70,2.10,3.2,-0.43,37.54832422,-121.9498322
Stk_CA_Escondido,2.90,2.70,3.10,3.2,-0.10,33.13140615,-117.0724074
Stk_CA_Fremont,2.00,1.90,2.20,3.2,-0.40,37.55696019,-122.0212344
Stk_CA_Downey,2.60,2.30,2.80,3.2,-0.20,33.90823525,-118.1471818
Stk_CA_Elk Grove,2.20,2.00,2.30,3.2,-0.33,38.42845112,-121.4340913
Stk_CA_Glendale,2.70,2.50,2.90,3.2,-0.17,34.145408,-118.2320865
Stk_CA_Fresno,3.60,3.00,4.30,3.2,0.13,36.8446787,-119.7567304
Stk_CA_Fresno,4.50,4.10,4.90,3.2,0.43,36.78688402,-119.7814652
Stk_CA_Garden Grove,2.60,2.30,2.90,3.2,-0.20,33.78634988,-117.9401053
Stk_CA_Hayward,2.50,2.30,2.70,3.2,-0.23,37.68544335,-122.0595259
Stk_CA_Fresno,4.70,4.40,5.00,3.2,0.50,36.73549147,-119.8055044
Stk_CA_Fremont,1.80,1.60,2.00,3.2,-0.47,37.48715048,-121.8964123
Stk_CA_Fresno,1.20,1.10,1.30,3.2,-0.67,36.7838931,-119.6596745
Stk_CA_Fullerton,2.50,2.20,2.70,3.2,-0.23,33.86377982,-117.9548148
Stk_CA_Fresno,3.60,3.40,3.80,3.2,0.13,36.79718972,-119.8544526
Stk_CA_Folsom,1.80,1.60,2.10,3.2,-0.47,38.66548927,-121.1202102
Stk_CA_Fresno,3.20,3.00,3.50,3.2,0.00,36.77226465,-119.7950446
Stk_CA_Downey,2.20,2.00,2.40,3.2,-0.33,33.96417769,-118.1312701
Stk_CA_Elk Grove,2.60,2.40,2.80,3.2,-0.20,38.41546298,-121.3988954
Stk_CA_Fontana,2.10,2.00,2.20,3.2,-0.37,34.15641248,-117.4423548
Stk_CA_Fullerton,2.40,2.20,2.70,3.2,-0.27,33.87352397,-117.9535931
Stk_CA_El Cajon,2.30,2.00,2.60,3.2,-0.30,32.79840425,-116.9101321
Stk_CA_Fresno,3.40,3.10,3.70,3.2,0.07,36.74574441,-119.7285629
Stk_CA_Downey,2.60,2.40,2.80,3.2,-0.20,33.94146212,-118.1459704
Stk_CA_Glendale,3.20,3.00,3.50,3.2,0.00,34.15115276,-118.2691593
Stk_CA_Fresno,3.60,3.30,3.90,3.2,0.13,36.75612219,-119.7942162
Stk_CA_El Cajon,3.50,3.10,4.10,3.2,0.10,32.77705026,-116.9688918
Stk_CA_Fairfield,3.70,3.50,4.00,3.2,0.17,38.26549123,-122.0295802
Stk_CA_El Monte,1.00,1.00,1.00,3.2,-0.73,34.09243607,-118.0394268
Stk_CA_Fremont,2.40,2.20,2.60,3.2,-0.27,37.53714403,-121.9871472
Stk_CA_Glendale,3.60,3.30,4.00,3.2,0.13,34.13760477,-118.2473422
Stk_CA_Fontana,1.80,1.70,2.00,3.2,-0.47,34.04044956,-117.4512205
Stk_CA_Hayward,2.40,2.20,2.60,3.2,-0.27,37.66197081,-122.1005197
Stk_CA_El Monte,3.00,2.70,3.20,3.2,-0.07,34.06275645,-118.0270375
Stk_CA_Folsom,2.80,2.50,3.20,3.2,-0.13,38.68049772,-121.1501463
Stk_CA_El Monte,2.70,2.50,2.90,3.2,-0.17,34.0788603,-118.0533005
Stk_CA_Fresno,3.60,3.30,4.00,3.2,0.13,36.79771841,-119.7678173
Stk_CA_Hawthorne,2.90,2.70,3.10,3.2,-0.10,33.92830666,-118.3567382
Stk_CA_Fullerton,1.30,1.20,1.40,3.2,-0.63,33.88694875,-117.8709318
Stk_CA_Garden Grove,2.20,2.00,2.40,3.2,-0.33,33.78850924,-118.0350681
Stk_CA_Fullerton,1.20,1.10,1.30,3.2,-0.67,33.88204023,-117.883113
Stk_CA_Elk Grove,2.70,2.50,2.90,3.2,-0.17,38.42990667,-121.4080912
Stk_CA_Hawthorne,1.00,1.00,1.00,3.2,-0.73,33.89402562,-118.3433489
Stk_CA_Fresno,3.30,2.90,3.70,3.2,0.03,36.81485647,-119.8088068
