StkCity,StkMean,StkLowFid,StkHighFid,StkMeanByUS,StkRelByUS,Stk_Lat,Stk_Log
Stk_MI_Lansing,3.10,2.80,3.30,3.2,-0.03,42.74721174,-84.53710956
Stk_MI_Farmington Hills,3.50,3.10,3.90,3.2,0.10,42.48090075,-83.32861064
Stk_MI_Detroit,3.50,3.20,3.80,3.2,0.10,42.31445636,-83.10424259
Stk_MI_Detroit,5.90,5.10,6.80,3.2,0.90,42.35085589,-83.00961383
Stk_MI_Rochester Hills,2.60,2.30,3.00,3.2,-0.20,42.65534328,-83.16368065
Stk_MI_Grand Rapids,4.30,3.90,4.70,3.2,0.37,42.93422315,-85.6411239
Stk_MI_Detroit,6.70,6.00,7.50,3.2,1.17,42.38844626,-83.14452717
Stk_MI_Westland,4.60,4.30,5.00,3.2,0.47,42.2923989,-83.36361238
Stk_MI_Warren,3.20,2.80,3.60,3.2,0.00,42.50445734,-82.97787669
Stk_MI_Troy,2.10,1.80,2.30,3.2,-0.37,42.5704945,-83.11839781
Stk_MI_Detroit,7.50,6.70,8.30,3.2,1.43,42.39088675,-82.95607147
Stk_MI_Detroit,8.10,7.20,8.90,3.2,1.63,42.38297538,-83.01692896
Stk_MI_Detroit,5.10,4.40,5.80,3.2,0.63,42.41129945,-83.24759266
Stk_MI_Southfield,3.60,3.30,4.00,3.2,0.13,42.46462469,-83.24542457
Stk_MI_Kalamazoo,1.00,1.00,1.00,3.2,-0.73,42.29093401,-85.54357666
Stk_MI_Livonia,2.80,2.40,3.10,3.2,-0.13,42.42013025,-83.32573435
Stk_MI_Lansing,3.70,3.40,4.00,3.2,0.17,42.76549996,-84.58722979
Stk_MI_Troy,2.70,2.30,3.00,3.2,-0.17,42.55645917,-83.09815959
Stk_MI_Sterling Heights,3.40,2.90,3.90,3.2,0.07,42.55944701,-82.99904418
Stk_MI_Detroit,7.80,6.90,8.80,3.2,1.53,42.39415014,-83.01727167
Stk_MI_Detroit,6.40,5.70,7.20,3.2,1.07,42.42678388,-83.19116402
Stk_MI_Warren,3.70,3.30,4.20,3.2,0.17,42.49568528,-83.01707606
Stk_MI_Detroit,4.90,4.60,5.30,3.2,0.57,42.4129132,-82.9207519
Stk_MI_Grand Rapids,5.30,4.70,5.80,3.2,0.70,42.94487837,-85.65658419
Stk_MI_Detroit,4.60,4.30,4.90,3.2,0.47,42.33347785,-83.15208735
Stk_MI_Rochester Hills,2.40,2.10,2.80,3.2,-0.27,42.68723412,-83.20338382
Stk_MI_Detroit,6.40,5.60,7.10,3.2,1.07,42.3803842,-83.11897278
Stk_MI_Rochester Hills,2.20,1.90,2.50,3.2,-0.33,42.64233982,-83.14092064
Stk_MI_Wyoming,3.40,3.00,3.70,3.2,0.07,42.92013816,-85.69387077
Stk_MI_Grand Rapids,2.60,2.40,2.90,3.2,-0.20,42.95436579,-85.70238491
Stk_MI_Detroit,4.70,4.20,5.10,3.2,0.50,42.35039934,-83.08053378
Stk_MI_Detroit,4.40,3.90,4.90,3.2,0.40,42.4241342,-82.96794335
Stk_MI_Grand Rapids,2.40,2.10,2.70,3.2,-0.27,42.97883265,-85.64865432
Stk_MI_Detroit,4.50,4.20,4.90,3.2,0.43,42.32103894,-83.08139714
Stk_MI_Detroit,6.50,6.00,7.10,3.2,1.10,42.39890894,-82.96389619
Stk_MI_Grand Rapids,0.80,0.70,0.90,3.2,-0.80,42.93509593,-85.58333618
Stk_MI_Detroit,6.90,6.00,7.80,3.2,1.23,42.39095169,-83.13612816
Stk_MI_Sterling Heights,3.50,3.10,4.00,3.2,0.10,42.54261648,-83.07815655
Stk_MI_Detroit,4.60,4.10,5.10,3.2,0.47,42.42498177,-82.99678037
Stk_MI_Detroit,7.10,6.40,7.90,3.2,1.30,42.37506018,-83.1423229
Stk_MI_Detroit,4.90,4.30,5.60,3.2,0.57,42.33582866,-83.0330441
Stk_MI_Detroit,5.30,4.90,5.90,3.2,0.70,42.36098816,-83.08336362
Stk_MI_Farmington Hills,3.00,2.70,3.30,3.2,-0.07,42.45135689,-83.33081505
Stk_MI_Flint,7.80,7.10,8.70,3.2,1.53,43.01835922,-83.67762346
Stk_MI_Rochester Hills,2.00,1.90,2.20,3.2,-0.40,42.63161625,-83.15519548
Stk_MI_Detroit,8.50,7.80,9.40,3.2,1.77,42.36337118,-83.11910969
Stk_MI_Detroit,4.40,3.90,5.00,3.2,0.40,42.44212543,-83.13148452
Stk_MI_Kalamazoo,6.40,5.70,7.00,3.2,1.07,42.30507746,-85.59380598
Stk_MI_Sterling Heights,3.50,3.10,4.00,3.2,0.10,42.58668711,-83.06030933
Stk_MI_Detroit,4.20,4.00,4.50,3.2,0.33,42.31698618,-83.11991446
Stk_MI_Lansing,4.10,3.70,4.40,3.2,0.30,42.69378996,-84.57245475
Stk_MI_Southfield,3.60,3.30,4.10,3.2,0.13,42.51000356,-83.21318457
Stk_MI_Detroit,7.10,6.30,7.90,3.2,1.30,42.41344118,-83.15042132
Stk_MI_Livonia,2.30,2.00,2.60,3.2,-0.30,42.36581752,-83.32308196
Stk_MI_Lansing,1.00,1.00,1.00,3.2,-0.73,42.72714559,-84.56999766
Stk_MI_Detroit,7.10,6.40,7.70,3.2,1.30,42.4438511,-83.06764042
Stk_MI_Lansing,4.00,3.70,4.30,3.2,0.27,42.72276252,-84.53115128
Stk_MI_Troy,2.30,2.00,2.50,3.2,-0.30,42.5760531,-83.17784759
Stk_MI_Detroit,4.60,4.00,5.30,3.2,0.47,42.39014061,-83.2243491
Stk_MI_Grand Rapids,2.20,1.90,2.40,3.2,-0.33,42.96803374,-85.64807924
Stk_MI_Wyoming,3.40,3.10,3.80,3.2,0.07,42.90615334,-85.6911967
Stk_MI_Detroit,8.10,7.30,9.00,3.2,1.63,42.36166273,-83.00566727
Stk_MI_Westland,4.60,4.00,5.30,3.2,0.47,42.31700898,-83.39865047
Stk_MI_Lansing,3.50,3.20,3.90,3.2,0.10,42.75800532,-84.5453602
Stk_MI_Kalamazoo,4.10,3.80,4.40,3.2,0.30,42.27385948,-85.56676584
Stk_MI_Flint,5.00,4.60,5.50,3.2,0.60,43.04059328,-83.67127764
Stk_MI_Detroit,6.60,6.20,7.10,3.2,1.13,42.40736898,-83.26196996
Stk_MI_Detroit,2.30,2.00,2.60,3.2,-0.30,42.34978815,-83.06273344
Stk_MI_Farmington Hills,3.10,2.70,3.50,3.2,-0.03,42.51970232,-83.40865439
Stk_MI_Detroit,4.30,3.90,4.70,3.2,0.37,42.34941952,-83.2551045
Stk_MI_Warren,3.60,3.20,4.00,3.2,0.13,42.49744244,-83.07675486
Stk_MI_Detroit,4.70,4.20,5.20,3.2,0.50,42.39329394,-82.94696595
Stk_MI_Detroit,3.60,3.30,3.90,3.2,0.13,42.29989136,-83.13367362
Stk_MI_Detroit,7.00,6.30,7.80,3.2,1.27,42.42225613,-83.24395808
Stk_MI_Detroit,6.60,5.90,7.20,3.2,1.13,42.44034693,-83.0179413
Stk_MI_Rochester Hills,3.20,2.80,3.60,3.2,0.00,42.6665571,-83.1038013
Stk_MI_Detroit,7.00,6.30,7.70,3.2,1.27,42.35159455,-83.11861422
Stk_MI_Flint,7.20,6.70,7.80,3.2,1.33,43.03856763,-83.70884821
Stk_MI_Westland,3.40,3.00,3.80,3.2,0.07,42.32177218,-83.41848244
Stk_MI_Detroit,5.80,5.20,6.40,3.2,0.87,42.42235483,-82.94759217
Stk_MI_Troy,1.30,1.20,1.40,3.2,-0.63,42.54681465,-83.1778468
Stk_MI_Detroit,6.30,5.50,7.10,3.2,1.03,42.40492362,-83.20866731
Stk_MI_Detroit,4.70,4.30,5.20,3.2,0.50,42.37572427,-83.2071726
Stk_MI_Detroit,7.40,6.80,8.00,3.2,1.40,42.37638596,-83.06584556
Stk_MI_Detroit,5.90,5.60,6.30,3.2,0.90,42.30194753,-83.09660745
Stk_MI_Warren,4.10,3.80,4.40,3.2,0.30,42.46627792,-83.02786902
Stk_MI_Detroit,6.30,5.70,7.00,3.2,1.03,42.35466869,-83.18945141
Stk_MI_Southfield,4.60,4.10,5.10,3.2,0.47,42.45068801,-83.22525285
Stk_MI_Flint,7.50,6.80,8.30,3.2,1.43,43.06489521,-83.70405574
Stk_MI_Flint,4.60,4.20,5.00,3.2,0.47,42.99512554,-83.66452442
Stk_MI_Detroit,6.00,5.30,6.80,3.2,0.93,42.43484635,-83.18090865
Stk_MI_Detroit,6.30,5.50,7.20,3.2,1.03,42.34839545,-83.02102055
Stk_MI_Farmington Hills,1.00,1.00,1.00,3.2,-0.73,42.45532764,-83.36336332
Stk_MI_Lansing,3.70,3.40,4.00,3.2,0.17,42.67502347,-84.58926038
Stk_MI_Troy,2.70,2.40,3.20,3.2,-0.17,42.60858699,-83.15853898
Stk_MI_Sterling Heights,3.20,2.80,3.50,3.2,0.00,42.57386767,-83.02066825
Stk_MI_Grand Rapids,3.10,2.60,3.70,3.2,-0.03,42.97562836,-85.73253589
Stk_MI_Grand Rapids,2.80,2.40,3.30,3.2,-0.13,42.92454111,-85.59675709
Stk_MI_Flint,5.90,5.40,6.40,3.2,0.90,43.00056272,-83.68180286
Stk_MI_Warren,5.10,4.50,5.80,3.2,0.63,42.51875855,-83.03675272
Stk_MI_Detroit,6.50,5.80,7.30,3.2,1.10,42.43501121,-83.16592577
Stk_MI_Detroit,8.70,7.80,9.80,3.2,1.83,42.42091924,-83.07376404
Stk_MI_Livonia,2.90,2.40,3.30,3.2,-0.10,42.35761329,-83.36172335
Stk_MI_Detroit,9.70,8.60,11.00,3.2,2.17,42.39801165,-83.11715252
Stk_MI_Lansing,3.30,3.00,3.60,3.2,0.03,42.69035537,-84.55388852
Stk_MI_Livonia,3.00,2.60,3.40,3.2,-0.07,42.38943913,-83.42138754
Stk_MI_Detroit,6.60,6.00,7.30,3.2,1.13,42.38482829,-83.19182801
Stk_MI_Detroit,8.00,7.20,8.80,3.2,1.60,42.37983037,-82.98939861
Stk_MI_Detroit,6.10,5.70,6.50,3.2,0.97,42.39364629,-83.03987759
Stk_MI_Detroit,5.60,5.10,6.20,3.2,0.80,42.4445674,-83.03201327
Stk_MI_Warren,3.40,3.10,3.70,3.2,0.07,42.51802035,-82.99778299
Stk_MI_Detroit,7.70,6.90,8.60,3.2,1.50,42.37845022,-83.08407228
Stk_MI_Flint,3.40,3.10,3.70,3.2,0.07,42.98539714,-83.66792645
Stk_MI_Detroit,7.00,6.30,7.70,3.2,1.27,42.38814771,-83.17585631
Stk_MI_Farmington Hills,2.90,2.50,3.30,3.2,-0.10,42.4935973,-83.42595611
Stk_MI_Detroit,6.20,5.50,7.10,3.2,1.00,42.41214668,-83.20900719
Stk_MI_Warren,3.80,3.40,4.10,3.2,0.20,42.48510257,-82.99663751
Stk_MI_Westland,3.00,2.70,3.20,3.2,-0.07,42.29796646,-83.34439782
Stk_MI_Detroit,6.50,5.70,7.30,3.2,1.10,42.42786679,-83.15108937
Stk_MI_Detroit,8.10,7.40,8.90,3.2,1.63,42.42439209,-83.09703837
Stk_MI_Detroit,7.30,6.60,8.10,3.2,1.37,42.35551062,-83.14371934
Stk_MI_Southfield,3.60,3.20,4.00,3.2,0.13,42.4948824,-83.25051573
Stk_MI_Detroit,9.20,8.50,10.00,3.2,2.00,42.43922045,-83.11326383
Stk_MI_Lansing,1.00,1.00,1.00,3.2,-0.73,42.69176796,-84.68487818
Stk_MI_Wyoming,1.00,1.00,1.00,3.2,-0.73,42.90867209,-85.65699744
Stk_MI_Detroit,5.00,4.60,5.50,3.2,0.60,42.43899745,-82.98015457
Stk_MI_Detroit,9.80,8.60,11.10,3.2,2.20,42.34612148,-83.07125232
Stk_MI_Farmington Hills,1.70,1.50,1.90,3.2,-0.50,42.47245823,-83.40611724
Stk_MI_Detroit,8.10,7.40,9.00,3.2,1.63,42.42774943,-83.07635743
Stk_MI_Troy,2.50,2.10,2.80,3.2,-0.23,42.58510205,-83.11891159
Stk_MI_Detroit,6.20,5.40,7.00,3.2,1.00,42.3714832,-83.00932503
Stk_MI_Detroit,6.60,5.90,7.30,3.2,1.13,42.38946353,-83.23861468
Stk_MI_Sterling Heights,3.40,3.00,3.80,3.2,0.07,42.55746171,-83.05910444
Stk_MI_Westland,3.80,3.40,4.30,3.2,0.20,42.30341867,-83.35677088
Stk_MI_Detroit,7.10,6.30,7.90,3.2,1.30,42.36039491,-83.17621371
Stk_MI_Flint,6.80,6.00,7.60,3.2,1.20,43.00606842,-83.66528857
Stk_MI_Rochester Hills,2.60,2.20,2.90,3.2,-0.20,42.67306892,-83.18288685
Stk_MI_Grand Rapids,2.40,2.20,2.70,3.2,-0.27,42.96810679,-85.68831117
Stk_MI_Warren,3.40,3.00,3.90,3.2,0.07,42.49693064,-82.97756354
Stk_MI_Kalamazoo,6.90,6.20,7.50,3.2,1.23,42.3040876,-85.57787806
Stk_MI_Sterling Heights,3.20,2.80,3.70,3.2,0.00,42.60091877,-83.07047665
Stk_MI_Farmington Hills,3.50,3.00,4.20,3.2,0.10,42.52159107,-83.3401521
Stk_MI_Detroit,5.10,4.70,5.60,3.2,0.63,42.35085703,-83.24058548
Stk_MI_Detroit,7.10,6.40,8.00,3.2,1.30,42.35690411,-83.13354784
Stk_MI_Kalamazoo,1.80,1.60,1.90,3.2,-0.47,42.27511634,-85.63261407
Stk_MI_Rochester Hills,2.00,1.80,2.30,3.2,-0.40,42.65301317,-83.19037138
Stk_MI_Troy,2.30,2.10,2.70,3.2,-0.30,42.61336356,-83.18892793
Stk_MI_Grand Rapids,3.50,3.20,3.80,3.2,0.10,42.93561361,-85.68333829
Stk_MI_Detroit,6.20,5.60,6.90,3.2,1.00,42.39526041,-82.94010021
Stk_MI_Detroit,4.70,4.40,5.00,3.2,0.50,42.34053582,-83.13098307
Stk_MI_Detroit,6.70,6.00,7.50,3.2,1.17,42.43295103,-83.24872828
Stk_MI_Rochester Hills,2.00,1.70,2.30,3.2,-0.40,42.70246927,-83.17545274
Stk_MI_Detroit,6.80,6.10,7.60,3.2,1.20,42.3753161,-82.99990294
Stk_MI_Detroit,8.90,7.90,9.90,3.2,1.90,42.37166639,-83.13393337
Stk_MI_Westland,3.70,3.30,4.20,3.2,0.17,42.34762319,-83.32223411
Stk_MI_Detroit,5.70,5.00,6.40,3.2,0.83,42.40156812,-83.2374736
Stk_MI_Lansing,2.70,2.40,3.00,3.2,-0.17,42.73500439,-84.5302235
Stk_MI_Flint,7.20,6.50,7.90,3.2,1.33,43.07226956,-83.72312801
Stk_MI_Livonia,3.20,2.80,3.60,3.2,0.00,42.36052496,-83.39880139
Stk_MI_Detroit,7.10,6.30,7.90,3.2,1.30,42.39809704,-83.19146469
Stk_MI_Southfield,4.40,3.90,4.90,3.2,0.40,42.48896934,-83.29957619
Stk_MI_Southfield,4.30,3.80,4.80,3.2,0.37,42.49707819,-83.27269644
Stk_MI_Detroit,6.60,6.00,7.30,3.2,1.13,42.43704733,-83.04852002
Stk_MI_Farmington Hills,2.50,2.30,2.80,3.2,-0.23,42.50268836,-83.32932239
Stk_MI_Flint,5.40,5.00,5.90,3.2,0.73,42.99000846,-83.70396252
Stk_MI_Detroit,6.50,5.80,7.20,3.2,1.10,42.39189183,-83.18770192
Stk_MI_Flint,1.00,1.00,1.00,3.2,-0.73,42.96666852,-83.7427496
Stk_MI_Livonia,4.30,3.60,5.30,3.2,0.37,42.42495349,-83.42352227
Stk_MI_Detroit,3.60,3.40,3.80,3.2,0.13,42.32595111,-83.10238172
Stk_MI_Westland,3.30,3.00,3.70,3.2,0.03,42.33158987,-83.3759668
Stk_MI_Detroit,3.10,2.70,3.50,3.2,-0.03,42.33720409,-83.01454424
Stk_MI_Livonia,2.90,2.50,3.30,3.2,-0.10,42.41866556,-83.38434261
Stk_MI_Sterling Heights,3.00,2.60,3.30,3.2,-0.07,42.59934862,-83.00237414
Stk_MI_Detroit,6.50,5.90,7.30,3.2,1.10,42.36200318,-82.96110796
Stk_MI_Warren,3.70,3.30,4.20,3.2,0.17,42.49849874,-83.05656296
Stk_MI_Detroit,6.20,5.50,6.90,3.2,1.00,42.36975678,-83.22979037
Stk_MI_Grand Rapids,3.20,2.90,3.60,3.2,0.00,42.99178616,-85.68192426
Stk_MI_Grand Rapids,5.20,4.70,5.80,3.2,0.67,42.93866936,-85.66350192
Stk_MI_Detroit,9.10,8.00,10.20,3.2,1.97,42.35259569,-83.0435075
Stk_MI_Detroit,7.70,6.80,8.70,3.2,1.50,42.41936568,-83.20914932
Stk_MI_Grand Rapids,3.50,3.30,3.80,3.2,0.10,42.94831145,-85.68910703
Stk_MI_Grand Rapids,3.70,3.30,4.30,3.2,0.17,42.91974919,-85.57652836
Stk_MI_Detroit,6.70,6.20,7.30,3.2,1.17,42.40557642,-82.9803157
Stk_MI_Detroit,4.20,3.70,4.70,3.2,0.33,42.40915623,-82.93852019
Stk_MI_Detroit,1.00,1.00,1.00,3.2,-0.73,42.32053008,-83.06959611
Stk_MI_Troy,2.50,2.10,2.80,3.2,-0.23,42.56845704,-83.19708371
Stk_MI_Detroit,6.90,5.80,8.10,3.2,1.23,42.35211615,-82.98594036
Stk_MI_Warren,4.10,3.80,4.50,3.2,0.30,42.45527938,-83.03038208
Stk_MI_Warren,3.90,3.40,4.40,3.2,0.23,42.527665,-83.07736896
Stk_MI_Detroit,7.10,6.30,8.00,3.2,1.30,42.3820763,-82.95605986
Stk_MI_Detroit,5.50,5.00,6.00,3.2,0.77,42.33990079,-83.20605075
Stk_MI_Detroit,6.60,6.00,7.30,3.2,1.13,42.3899155,-83.15889725
Stk_MI_Detroit,3.70,3.30,4.20,3.2,0.17,42.34081051,-83.03610369
Stk_MI_Lansing,2.20,1.90,2.50,3.2,-0.33,42.73629312,-84.51617943
Stk_MI_Detroit,8.90,7.90,9.90,3.2,1.90,42.36219432,-83.10672315
Stk_MI_Flint,5.20,4.80,5.70,3.2,0.67,43.06746095,-83.66587641
Stk_MI_Lansing,3.10,2.70,3.40,3.2,-0.03,42.75837719,-84.58921213
Stk_MI_Detroit,4.40,3.80,5.00,3.2,0.40,42.36249878,-83.06137121
Stk_MI_Detroit,6.70,5.90,7.60,3.2,1.17,42.43621917,-83.26335134
Stk_MI_Warren,3.30,3.00,3.60,3.2,0.03,42.52525395,-82.99814172
Stk_MI_Troy,2.30,2.00,2.60,3.2,-0.30,42.60834005,-83.10043257
Stk_MI_Sterling Heights,3.40,2.90,3.90,3.2,0.07,42.54419064,-83.01658246
Stk_MI_Lansing,4.70,4.40,5.00,3.2,0.50,42.75008325,-84.56910071
Stk_MI_Detroit,4.70,4.40,5.10,3.2,0.50,42.32593564,-83.14297186
Stk_MI_Flint,4.50,4.20,4.90,3.2,0.43,43.04702704,-83.64778242
Stk_MI_Flint,6.50,5.90,7.10,3.2,1.10,43.05756578,-83.70378945
Stk_MI_Detroit,6.30,5.40,7.20,3.2,1.03,42.38330221,-83.10979207
Stk_MI_Rochester Hills,2.10,1.90,2.30,3.2,-0.37,42.6445801,-83.12211877
Stk_MI_Lansing,1.00,1.00,1.00,3.2,-0.73,42.71109955,-84.52268588
Stk_MI_Detroit,5.90,5.30,6.60,3.2,0.90,42.4218795,-83.26765087
Stk_MI_Livonia,2.50,2.20,2.80,3.2,-0.23,42.36522471,-83.34264713
Stk_MI_Detroit,2.50,2.30,2.80,3.2,-0.23,42.32534002,-83.05428644
Stk_MI_Detroit,5.70,5.20,6.20,3.2,0.83,42.36895147,-83.08855983
Stk_MI_Westland,4.10,3.50,4.70,3.2,0.30,42.34578808,-83.3769053
Stk_MI_Detroit,4.10,3.60,4.70,3.2,0.30,42.39883923,-83.22607206
Stk_MI_Sterling Heights,2.70,2.40,3.00,3.2,-0.17,42.6185837,-83.00227783
Stk_MI_Detroit,7.20,6.50,8.10,3.2,1.33,42.36394854,-82.99176571
Stk_MI_Flint,4.10,3.80,4.40,3.2,0.30,43.01462949,-83.6907685
Stk_MI_Detroit,6.40,5.80,7.10,3.2,1.07,42.43747976,-83.03169101
Stk_MI_Farmington Hills,3.80,3.30,4.40,3.2,0.20,42.44735738,-83.3524294
Stk_MI_Wyoming,2.40,2.10,2.70,3.2,-0.27,42.89194392,-85.71917672
Stk_MI_Livonia,3.00,2.70,3.50,3.2,-0.07,42.40562132,-83.32504783
Stk_MI_Troy,4.10,3.50,4.70,3.2,0.30,42.54807559,-83.12188663
Stk_MI_Livonia,3.30,3.00,3.70,3.2,0.03,42.43459193,-83.32640626
Stk_MI_Detroit,3.80,3.50,4.10,3.2,0.20,42.30788424,-83.11399256
Stk_MI_Warren,3.30,3.10,3.60,3.2,0.03,42.4960419,-82.99698211
Stk_MI_Sterling Heights,3.10,2.70,3.60,3.2,-0.03,42.57205286,-83.05974622
Stk_MI_Detroit,2.90,2.60,3.20,3.2,-0.10,42.28683438,-83.1520078
Stk_MI_Southfield,5.00,4.40,5.70,3.2,0.60,42.49697759,-83.31084426
Stk_MI_Detroit,6.90,6.30,7.70,3.2,1.23,42.41270636,-83.16411432
Stk_MI_Grand Rapids,5.60,5.20,6.00,3.2,0.80,42.94797682,-85.64440205
Stk_MI_Detroit,7.30,6.50,8.00,3.2,1.37,42.34571811,-83.11843792
Stk_MI_Grand Rapids,4.20,3.60,5.00,3.2,0.33,42.98619394,-85.61431213
Stk_MI_Flint,5.60,5.10,6.30,3.2,0.80,43.03982561,-83.7220553
Stk_MI_Grand Rapids,3.20,2.80,3.60,3.2,0.00,43.02480768,-85.64731561
Stk_MI_Grand Rapids,2.70,2.30,3.10,3.2,-0.17,43.00440097,-85.73478651
Stk_MI_Lansing,3.80,3.50,4.10,3.2,0.20,42.71686728,-84.54765609
Stk_MI_Detroit,7.00,6.20,7.80,3.2,1.27,42.3735244,-83.07188184
Stk_MI_Detroit,5.30,4.70,5.90,3.2,0.70,42.41872757,-82.95156425
Stk_MI_Troy,2.00,1.80,2.30,3.2,-0.40,42.58548356,-83.09939175
Stk_MI_Detroit,4.90,4.30,5.60,3.2,0.57,42.36882265,-83.2069235
Stk_MI_Livonia,2.90,2.50,3.40,3.2,-0.10,42.40336659,-83.42263984
Stk_MI_Detroit,7.00,6.30,7.70,3.2,1.27,42.3844331,-83.13401289
Stk_MI_Sterling Heights,2.40,2.10,2.60,3.2,-0.27,42.60041059,-82.98680663
Stk_MI_Detroit,6.40,6.00,7.00,3.2,1.07,42.3391838,-83.11402432
Stk_MI_Detroit,5.20,4.80,5.70,3.2,0.67,42.41345368,-82.98734615
Stk_MI_Detroit,10.40,9.10,12.00,3.2,2.40,42.34113631,-83.06068369
Stk_MI_Detroit,6.50,5.80,7.30,3.2,1.10,42.37391708,-83.2228472
Stk_MI_Detroit,7.50,6.70,8.40,3.2,1.43,42.44188575,-83.1852528
Stk_MI_Flint,4.50,4.20,4.90,3.2,0.43,43.04051084,-83.66094136
Stk_MI_Detroit,7.80,6.80,8.90,3.2,1.53,42.34136444,-83.02018835
Stk_MI_Kalamazoo,2.60,2.30,2.90,3.2,-0.20,42.2459945,-85.55327439
Stk_MI_Sterling Heights,4.10,3.50,4.80,3.2,0.30,42.5586867,-83.01949844
Stk_MI_Detroit,8.40,7.30,9.60,3.2,1.73,42.43469118,-83.19568857
Stk_MI_Detroit,6.50,5.90,7.20,3.2,1.10,42.40305425,-82.98924263
Stk_MI_Warren,3.20,2.80,3.70,3.2,0.00,42.52464446,-83.05552369
Stk_MI_Lansing,2.00,1.80,2.20,3.2,-0.40,42.65794546,-84.54186143
Stk_MI_Flint,4.10,3.70,4.50,3.2,0.30,42.9896579,-83.6876877
Stk_MI_Detroit,5.00,4.50,5.50,3.2,0.60,42.39279366,-83.21327026
Stk_MI_Detroit,5.00,4.50,5.60,3.2,0.60,42.42615604,-82.97933864
Stk_MI_Detroit,7.80,7.10,8.70,3.2,1.53,42.35912656,-83.15385696
Stk_MI_Detroit,4.60,4.20,5.00,3.2,0.47,42.43910077,-83.00872816
Stk_MI_Farmington Hills,4.10,3.50,4.80,3.2,0.30,42.50459168,-83.3487953
Stk_MI_Detroit,5.80,5.20,6.40,3.2,0.87,42.4408942,-83.10148266
Stk_MI_Rochester Hills,1.80,1.60,2.00,3.2,-0.47,42.66376465,-83.12297806
Stk_MI_Detroit,9.50,8.70,10.30,3.2,2.10,42.3903872,-83.11469564
Stk_MI_Detroit,6.00,5.70,6.50,3.2,0.93,42.33686019,-83.07639174
Stk_MI_Detroit,5.40,4.70,6.10,3.2,0.73,42.36851734,-83.0774352
Stk_MI_Westland,3.00,2.70,3.40,3.2,-0.07,42.30251575,-83.39811723
Stk_MI_Southfield,4.40,3.80,5.00,3.2,0.40,42.45380032,-83.20754638
Stk_MI_Detroit,7.70,7.20,8.20,3.2,1.50,42.37985939,-83.15592031
Stk_MI_Wyoming,2.80,2.50,3.10,3.2,-0.13,42.8699087,-85.67240649
Stk_MI_Southfield,3.50,3.20,3.90,3.2,0.10,42.47997776,-83.25092769
Stk_MI_Detroit,3.90,3.60,4.30,3.2,0.23,42.43497513,-83.13003848
Stk_MI_Farmington Hills,2.30,2.00,2.60,3.2,-0.30,42.50507313,-83.40787279
Stk_MI_Sterling Heights,3.50,3.20,3.90,3.2,0.10,42.59097764,-83.02099014
Stk_MI_Grand Rapids,2.60,2.40,2.80,3.2,-0.20,42.97930172,-85.68095032
Stk_MI_Grand Rapids,2.70,2.40,3.10,3.2,-0.17,42.92012752,-85.62036344
Stk_MI_Grand Rapids,2.70,2.30,3.10,3.2,-0.17,43.00689607,-85.66170986
Stk_MI_Detroit,7.30,6.60,8.20,3.2,1.37,42.34817715,-83.14043286
Stk_MI_Flint,4.90,4.60,5.20,3.2,0.57,43.01880677,-83.70742552
Stk_MI_Detroit,4.70,4.30,5.30,3.2,0.50,42.39293483,-83.2685039
Stk_MI_Westland,3.20,2.80,3.70,3.2,0.00,42.34337697,-83.41992421
Stk_MI_Lansing,3.50,3.20,3.80,3.2,0.10,42.70114485,-84.5535334
Stk_MI_Detroit,7.60,7.20,8.10,3.2,1.47,42.40082769,-83.03065991
Stk_MI_Detroit,6.30,5.60,7.00,3.2,1.03,42.36191202,-83.18972491
Stk_MI_Farmington Hills,2.60,2.40,2.80,3.2,-0.20,42.48697614,-83.40754107
Stk_MI_Kalamazoo,2.80,2.50,3.10,3.2,-0.13,42.27412635,-85.5839014
Stk_MI_Kalamazoo,4.50,4.20,4.90,3.2,0.43,42.28540411,-85.56748367
Stk_MI_Detroit,7.20,6.70,7.80,3.2,1.33,42.44325463,-83.08813175
Stk_MI_Lansing,1.00,1.00,1.00,3.2,-0.73,42.69618073,-84.45637704
Stk_MI_Detroit,7.00,6.20,7.80,3.2,1.27,42.36824973,-83.24113331
Stk_MI_Detroit,7.60,6.80,8.50,3.2,1.47,42.34357571,-83.08758934
Stk_MI_Detroit,4.70,4.20,5.20,3.2,0.50,42.43831572,-82.99504461
Stk_MI_Kalamazoo,3.60,3.20,4.00,3.2,0.13,42.29070738,-85.58448153
Stk_MI_Wyoming,3.50,3.10,3.80,3.2,0.10,42.89803281,-85.65496071
Stk_MI_Southfield,5.30,4.60,6.10,3.2,0.70,42.48004383,-83.2739773
Stk_MI_Lansing,3.20,3.00,3.50,3.2,0.00,42.72755851,-84.52675938
Stk_MI_Detroit,7.00,6.30,7.70,3.2,1.27,42.42403333,-83.16556436
Stk_MI_Farmington Hills,3.80,3.20,4.40,3.2,0.20,42.52080158,-83.3695425
Stk_MI_Sterling Heights,2.80,2.40,3.20,3.2,-0.13,42.61643706,-83.07141248
Stk_MI_Sterling Heights,4.00,3.50,4.60,3.2,0.27,42.55704866,-83.07913581
Stk_MI_Detroit,7.90,7.10,8.80,3.2,1.57,42.35636346,-83.12171282
Stk_MI_Detroit,4.20,3.90,4.50,3.2,0.33,42.30700186,-83.12910872
